entity_id,student_activity_code,student_activity_desc,student_particip_desc,activity_office_desc
427563,RHIH,International House Resident,Participated,NULL
427563,SCCC,Cal Corps Friends and Alumni,Participated,NULL
427563,SLAS,Affirmative Action/Student Life Advising,Participated,NULL
427605,NULL,NULL,NULL,NULL
427744,GASP,Alpha Sigma Phi,Participated,NULL
427765,EISA,Educational Opportunity Program,Participated,NULL
427800,NULL,NULL,NULL,NULL
427810,NULL,NULL,NULL,NULL
427836,SCCC,Cal Corps Friends and Alumni,Participated,NULL
427840,GBTP,Beta Theta Pi,Participated,NULL
427862,GPKT,Phi Kappa Tau,Participated,NULL
427866,UAMN,Amnesty International Group,Participated,NULL
427872,NULL,NULL,NULL,NULL
427875,RHI8,1983-92 I-House Resident,Participated,NULL
427875,RHIH,International House Resident,Participated,NULL
427877,NULL,NULL,NULL,NULL
427885,NULL,NULL,NULL,NULL
427918,SCCC,Cal Corps Friends and Alumni,Participated,NULL
427919,GSAM,Sigma Alpha Mu,Participated,NULL
427938,NULL,NULL,NULL,NULL
427952,GADI,Alpha Delta Pi,Participated,NULL
427955,NULL,NULL,NULL,NULL
427959,UAAC,Asian American Christian Fellowship,Participated,NULL
427964,NULL,NULL,NULL,NULL
427968,NULL,NULL,NULL,NULL
427986,GDDD,Delta Delta Delta,Participated,NULL
427997,RHI8,1983-92 I-House Resident,Participated,NULL
427997,RHIH,International House Resident,Participated,NULL
428021,AHSS,Honor Students' Society,Participated,NULL
428021,GZBT,Zeta Beta Tau,Participated,NULL
428119,NULL,NULL,NULL,NULL
428192,NULL,NULL,NULL,NULL
428209,RHI8,1983-92 I-House Resident,Participated,NULL
428209,RHIH,International House Resident,Participated,NULL
428252,NULL,NULL,NULL,NULL
428255,NULL,NULL,NULL,NULL
428288,NULL,NULL,NULL,NULL
428318,NULL,NULL,NULL,NULL
428338,NULL,NULL,NULL,NULL
428350,NULL,NULL,NULL,NULL
428353,NULL,NULL,NULL,NULL
428355,NULL,NULL,NULL,NULL
428360,LWBT,Berkeley Technology Law Journal,Participated,NULL
428360,LWEB,East Bay Community Law Center,Participated,NULL
428361,SCCC,Cal Corps Friends and Alumni,Participated,NULL
428361,WICSE,WiCSE (Women in Computer Science & Engr),Participated,NULL
428373,NULL,NULL,NULL,NULL
428376,EACHN,Education Abroad Program - China,Participated,NULL
428384,NULL,NULL,NULL,NULL
428386,NULL,NULL,NULL,NULL
428394,NULL,NULL,NULL,NULL
428399,NULL,NULL,NULL,NULL
428418,NULL,NULL,NULL,NULL
428493,NULL,NULL,NULL,NULL
428563,NULL,NULL,NULL,NULL
428622,LSFA,Interdisciplinary Folklore Alliance,Participated,NULL
428642,NULL,NULL,NULL,NULL
428646,RHI8,1983-92 I-House Resident,Participated,NULL
428646,RHIH,International House Resident,Participated,NULL
428663,NULL,NULL,NULL,NULL
428674,NULL,NULL,NULL,NULL
428748,NULL,NULL,NULL,NULL
428779,NULL,NULL,NULL,NULL
428781,AAAD,African American Alumni Directory,Participated,NULL
428781,LWAF,Law Students of African Descent,Participated,NULL
428781,RHI8,1983-92 I-House Resident,Participated,NULL
428781,RHIH,International House Resident,Participated,NULL
428790,NULL,NULL,NULL,NULL
428792,SCCS,Child Care Student-Parent Alumni,Participated,NULL
428806,NULL,NULL,NULL,NULL
428820,NULL,NULL,NULL,NULL
428829,NULL,NULL,NULL,NULL
428851,NULL,NULL,NULL,NULL
428869,NULL,NULL,NULL,NULL
428881,NULL,NULL,NULL,NULL
428912,NULL,NULL,NULL,NULL
428936,GTBP,Tau Beta Pi Engineers' Honors Society,Participated,NULL
429089,ENNU,American Nuclear Society,Participated,NULL
429136,NULL,NULL,NULL,NULL
429154,RHI7,1973-82 I-House Resident,Participated,NULL
429154,RHIH,International House Resident,Participated,NULL
429163,AHSS,Honor Students' Society,Participated,NULL
429163,CLSI,Cal in Sacramento Intern,Participated,NULL
429163,SLAS,Affirmative Action/Student Life Advising,Participated,NULL
429244,NULL,NULL,NULL,NULL
429319,NULL,NULL,NULL,NULL
429363,NULL,NULL,NULL,NULL
429385,NULL,NULL,NULL,NULL
429387,NULL,NULL,NULL,NULL
429458,NULL,NULL,NULL,NULL
429847,AHSS,Honor Students' Society,Participated,NULL
429847,AMB,Mortar Board National Honor Society,Participated,NULL
429847,CLSC,Senior Class Council,Participated,NULL
429847,SCCC,Cal Corps Friends and Alumni,Participated,NULL
429847,SCSF,CA Student Fdn Alumni & Friends,Participated,NULL
429847,SPCL,Californians/Oski Dolls,Participated,NULL
429847,SPRL,UC Rally Committee Alumnus,Participated,NULL
430122,LCMS,SLCT-Math/Statistics,Participated,NULL
430279,GGPB,Gamma Phi Beta,Participated,NULL
430326,DSPA,Disabled Student Program Alumni,Participated,User of Service
430326,GSK,Sigma Kappa,Participated,NULL
430357,GDSP,Delta Sigma Phi,Participated,NULL
430467,GPLP,Pi Lambda Phi,Participated,NULL
430467,SPCL,Californians/Oski Dolls,Participated,NULL
430784,EDAI,American Inst Of Architecture Stdts,Participated,NULL
430784,GPM,Phi Mu,Participated,NULL
430784,MSMB,UC Marching Band Member,Participated,NULL
430874,NULL,NULL,NULL,NULL
430883,NULL,NULL,NULL,NULL
430888,GAGD,Alpha Gamma Delta,Participated,NULL
430967,GAKA,Alpha Kappa Alpha,Participated,NULL
430967,LCWR,SLCT-Writing,Participated,NULL
430967,USBR,Summer Bridge Program Participant,Participated,NULL
430973,GPKT,Phi Kappa Tau,Participated,NULL
431002,GCO,Chi Omega,Participated,NULL
431014,CLAS,ASUC Officer/Senator,Participated,NULL
431014,SCCC,Cal Corps Friends and Alumni,Participated,NULL
431020,UICF,Intervarsity Christian Fellowship,Participated,NULL
431025,NULL,NULL,NULL,NULL
431030,NULL,NULL,NULL,NULL
431047,EISA,Educational Opportunity Program,Participated,NULL
431047,RHRV,Rochdale Village Co-Op Resident,Participated,NULL
431047,RHSC,Univ Students Co-op Assoc. Resident,Participated,NULL
431047,SLAS,Affirmative Action/Student Life Advising,Participated,NULL
431052,SCCC,Cal Corps Friends and Alumni,Participated,NULL
431057,GGPB,Gamma Phi Beta,Participated,NULL
431057,SCCC,Cal Corps Friends and Alumni,Participated,NULL
431116,USBR,Summer Bridge Program Participant,Participated,NULL
431205,NULL,NULL,NULL,NULL
431225,UBCR,Berkeley College Republicans,Participated,NULL
431236,GDDD,Delta Delta Delta,Participated,NULL
431240,NULL,NULL,NULL,NULL
431252,NULL,NULL,NULL,NULL
431266,GEKN,Eta Kappa Nu Elec Eng Honor Society,Participated,NULL
431266,GTBP,Tau Beta Pi Engineers' Honors Society,Participated,NULL
431346,NULL,NULL,NULL,NULL
431357,GSAM,Sigma Alpha Mu,Participated,NULL
431400,CLCP,Cal in the Capital Intern,Participated,NULL
431403,UPAH,Pilipino Assn For Health Careers,Participated,NULL
431410,NULL,NULL,NULL,NULL
431420,MSCH,UC Choral Ensembles,Participated,NULL
431429,NULL,NULL,NULL,NULL
431438,GSAM,Sigma Alpha Mu,Participated,NULL
431443,NULL,NULL,NULL,NULL
431463,USBR,Summer Bridge Program Participant,Participated,NULL
431465,NULL,NULL,NULL,NULL
431494,NULL,NULL,NULL,NULL
431509,EAGBR,Education Abroad Program - United Kingdo,Participated,NULL
431509,RHIH,International House Resident,Participated,NULL
431519,LCBA,SLCT-Bus Admin/Economics,Participated,NULL
431526,AHSS,Honor Students' Society,Participated,NULL
431526,GGPB,Gamma Phi Beta,Participated,NULL
431605,EIP1,PDP Calculus Intensive,Participated,NULL
431605,EIR6,TRSP Transfer Student Services,Participated,NULL
431605,SCCC,Cal Corps Friends and Alumni,Participated,NULL
431605,USBR,Summer Bridge Program Participant,Participated,NULL
431635,AHSS,Honor Students' Society,Participated,NULL
431635,CLCP,Cal in the Capital Intern,Participated,NULL
431635,RHI7,1973-82 I-House Resident,Participated,NULL
431635,RHIH,International House Resident,Participated,NULL
431639,NULL,NULL,NULL,NULL
431642,NULL,NULL,NULL,NULL
431645,UMBS,Multicult Bisexual Lesbian Gay Stds,Participated,NULL
431645,VCSO,Cal Summer Orientation (CALSO),Participated,Counselor
431664,CLCP,Cal in the Capital Intern,Participated,NULL
431670,NULL,NULL,NULL,NULL
431728,LCBA,SLCT-Bus Admin/Economics,Participated,NULL
431728,LCWR,SLCT-Writing,Participated,NULL
431784,CLSI,Cal in Sacramento Intern,Participated,NULL
431784,SCCC,Cal Corps Friends and Alumni,Participated,NULL
431789,NULL,NULL,NULL,NULL
431802,NULL,NULL,NULL,NULL
431813,NULL,NULL,NULL,NULL
431814,GKKG,Kappa Kappa Gamma,Participated,NULL
431814,SCCC,Cal Corps Friends and Alumni,Participated,NULL
431814,SCSF,CA Student Fdn Alumni & Friends,Participated,NULL
431826,GDG,Delta Gamma,Participated,NULL
431869,NULL,NULL,NULL,NULL
431915,NULL,NULL,NULL,NULL
431922,GDC,Delta Chi,Participated,NULL
431926,SLAS,Affirmative Action/Student Life Advising,Participated,NULL
431986,NULL,NULL,NULL,NULL
431989,SCCC,Cal Corps Friends and Alumni,Participated,NULL
432015,NULL,NULL,NULL,NULL
432016,NULL,NULL,NULL,NULL
432041,MSCH,UC Choral Ensembles,Participated,NULL
432125,NULL,NULL,NULL,NULL
432131,NULL,NULL,NULL,NULL
432133,NULL,NULL,NULL,NULL
432134,RHI8,1983-92 I-House Resident,Participated,NULL
432134,RHIH,International House Resident,Participated,NULL
432141,NULL,NULL,NULL,NULL
432219,NULL,NULL,NULL,NULL
432223,GADC,Alpha Delta Chi,Participated,NULL
432223,SCCC,Cal Corps Friends and Alumni,Participated,NULL
432223,UBIS,Berkeley Indonesian Student Assoc,Participated,NULL
432244,CLCP,Cal in the Capital Intern,Participated,NULL
432244,GPM,Phi Mu,Participated,NULL
432245,NULL,NULL,NULL,NULL
432259,NULL,NULL,NULL,NULL
432267,CLAS,ASUC Officer/Senator,Participated,NULL
432267,GDSP,Delta Sigma Phi,Participated,NULL
432268,AHSS,Honor Students' Society,Participated,NULL
432268,GKKG,Kappa Kappa Gamma,Participated,NULL
432281,GLCA,Lambda Chi Alpha Fraternity,Participated,NULL
432290,SCCC,Cal Corps Friends and Alumni,Participated,NULL
432301,NULL,NULL,NULL,NULL
432336,LCWR,SLCT-Writing,Participated,NULL
432342,NULL,NULL,NULL,NULL
432362,NULL,NULL,NULL,NULL
432384,SCCC,Cal Corps Friends and Alumni,Participated,NULL
432410,NULL,NULL,NULL,NULL
432423,GPM,Phi Mu,Participated,NULL
432427,NULL,NULL,NULL,NULL
432445,NULL,NULL,NULL,NULL
432452,GPM,Phi Mu,Participated,NULL
432453,GKA,Kappa Alpha,Participated,NULL
432475,NULL,NULL,NULL,NULL
432477,NULL,NULL,NULL,NULL
432480,NRFSF,Forestry Summer Field Program,Participated,NULL
432480,PCBOL,Peace Corps - Bolivia,Participated,NULL
432490,JGLI,Berkeley Journal of Gender Law & Justice,Participated,Editor
432553,GSAM,Sigma Alpha Mu,Participated,NULL
432554,EISA,Educational Opportunity Program,Participated,NULL
432563,NULL,NULL,NULL,NULL
432584,NULL,NULL,NULL,NULL
432591,GAOI,Alpha Omicron Pi,Participated,NULL
432622,NULL,NULL,NULL,NULL
432656,EADEU,Education Abroad Program - Germany,Participated,NULL
432656,GKDR,Kappa Delta Rho,Participated,NULL
432656,RHRV,Rochdale Village Co-Op Resident,Participated,NULL
432662,RHIH,International House Resident,Participated,NULL
432675,AHSS,Honor Students' Society,Participated,NULL
432675,GDG,Delta Gamma,Participated,NULL
432676,NULL,NULL,NULL,NULL
432683,NULL,NULL,NULL,NULL
432690,NULL,NULL,NULL,NULL
432729,NULL,NULL,NULL,NULL
432755,NULL,NULL,NULL,NULL
432757,NULL,NULL,NULL,NULL
432761,NULL,NULL,NULL,NULL
432772,NULL,NULL,NULL,NULL
432791,USBR,Summer Bridge Program Participant,Participated,NULL
432798,NULL,NULL,NULL,NULL
432824,NULL,NULL,NULL,NULL
432848,NULL,NULL,NULL,NULL
432855,GAGD,Alpha Gamma Delta,Participated,NULL
432876,NULL,NULL,NULL,NULL
432897,EAFRA,Education Abroad Program - France,Participated,NULL
432897,RHIH,International House Resident,Participated,NULL
432901,GADP,Alpha Delta Phi,Participated,NULL
432908,GCO,Chi Omega,Participated,NULL
432915,NULL,NULL,NULL,NULL
432921,GDDD,Delta Delta Delta,Participated,NULL
432921,UAMW,American Medical Women's Assoc,Participated,NULL
432921,UBAM,Berkeley American Medical Stud Assc,Participated,NULL
432935,EISA,Educational Opportunity Program,Participated,NULL
432935,LCSS,SLCT-Social Sciences,Participated,NULL
432935,SCCC,Cal Corps Friends and Alumni,Participated,NULL
432945,NULL,NULL,NULL,NULL
432971,AHSS,Honor Students' Society,Participated,NULL
432971,GSN,Sigma Nu,Participated,NULL
432975,GKS,Kappa Sigma,Participated,NULL
432998,NULL,NULL,NULL,NULL
433023,NULL,NULL,NULL,NULL
433027,SCCC,Cal Corps Friends and Alumni,Participated,NULL
433098,NULL,NULL,NULL,NULL
433099,RHIH,International House Resident,Participated,NULL
433107,NULL,NULL,NULL,NULL
433113,NULL,NULL,NULL,NULL
433151,NULL,NULL,NULL,NULL
433158,NULL,NULL,NULL,NULL
433160,AHSS,Honor Students' Society,Participated,NULL
433193,NULL,NULL,NULL,NULL
433205,NULL,NULL,NULL,NULL
433209,NULL,NULL,NULL,NULL
433222,NULL,NULL,NULL,NULL
433236,NULL,NULL,NULL,NULL
433239,DSPA,Disabled Student Program Alumni,Participated,User of Service
433239,GDSP,Delta Sigma Phi,Participated,NULL
433246,NULL,NULL,NULL,NULL
433252,AALJ,Asian American Law Journal,Participated,NULL
433252,GSPE,Sigma Phi Epsilon Fraternity,Participated,NULL
433252,LWAL,Asian Law Journal,Participated,NULL
433261,GAGD,Alpha Gamma Delta,Participated,NULL
433261,MSMB,UC Marching Band Member,Participated,NULL
433291,AHSS,Honor Students' Society,Participated,NULL
433331,GCE,Chi Epsilon Civil Eng Honor Society,Participated,NULL
433333,AHSS,Honor Students' Society,Participated,NULL
433333,EAGBR,Education Abroad Program - United Kingdo,Participated,NULL
433342,AHSS,Honor Students' Society,Participated,NULL
433342,GADI,Alpha Delta Pi,Participated,NULL
433343,ENSE,Society Of Engineering Sciences,Participated,NULL
433361,NULL,NULL,NULL,NULL
433368,NULL,NULL,NULL,NULL
433378,NULL,NULL,NULL,NULL
433398,ITBL,Int'l Tax & Business Lawyer,Participated,NULL
433406,NULL,NULL,NULL,NULL
433413,NULL,NULL,NULL,NULL
433441,NULL,NULL,NULL,NULL
433457,CLAS,ASUC Officer/Senator,Participated,NULL
433457,SCCC,Cal Corps Friends and Alumni,Participated,NULL
433484,NULL,NULL,NULL,NULL
433491,GSPE,Sigma Phi Epsilon Fraternity,Participated,NULL
433494,GTBP,Tau Beta Pi Engineers' Honors Society,Participated,NULL
433500,UTOM,Tomodachi,Participated,NULL
433504,GPSK,Phi Sigma Kappa Fraternity,Participated,NULL
433514,NULL,NULL,NULL,NULL
433516,GTDC,Theta Delta Chi,Participated,NULL
433530,NULL,NULL,NULL,NULL
433551,CLSI,Cal in Sacramento Intern,Participated,NULL
433551,USBR,Summer Bridge Program Participant,Participated,NULL
433601,NULL,NULL,NULL,NULL
433602,GAGD,Alpha Gamma Delta,Participated,NULL
433602,SCCC,Cal Corps Friends and Alumni,Participated,NULL
433604,NULL,NULL,NULL,NULL
433605,GPAT,Phi Alpha Theta History Fraternity,Participated,NULL
433631,GTBP,Tau Beta Pi Engineers' Honors Society,Participated,NULL
433677,NULL,NULL,NULL,NULL
433685,AHSS,Honor Students' Society,Participated,NULL
433685,UUNS,Berkeley Model UN Secretariat,Participated,NULL
433702,NULL,NULL,NULL,NULL
433711,NULL,NULL,NULL,NULL
433721,NULL,NULL,NULL,NULL
433730,SLAS,Affirmative Action/Student Life Advising,Participated,NULL
433749,AHSS,Honor Students' Society,Participated,NULL
433768,SCCC,Cal Corps Friends and Alumni,Participated,NULL
433772,NULL,NULL,NULL,NULL
433811,UCHA,Cal Hawaii Club,Participated,NULL
433818,UCAN,Berkeley Canterbury Club,Participated,NULL
433821,NULL,NULL,NULL,NULL
433827,GTBP,Tau Beta Pi Engineers' Honors Society,Participated,NULL
433838,NULL,NULL,NULL,NULL
433842,EIP1,PDP Calculus Intensive,Participated,NULL
433842,EIR6,TRSP Transfer Student Services,Participated,NULL
433854,GDG,Delta Gamma,Participated,NULL
433869,NULL,NULL,NULL,NULL
434018,NULL,NULL,NULL,NULL
434019,RHUV,University (Albany) Village Residnt,Participated,NULL
434049,RHUV,University (Albany) Village Residnt,Participated,NULL
434049,UAIG,American Indian Grad Student Assoc,Participated,NULL
434053,NULL,NULL,NULL,NULL
434094,RHI8,1983-92 I-House Resident,Participated,NULL
434094,RHIH,International House Resident,Participated,NULL
434111,NULL,NULL,NULL,NULL
434113,NULL,NULL,NULL,NULL
434119,NULL,NULL,NULL,NULL
434128,NULL,NULL,NULL,NULL
434133,NULL,NULL,NULL,NULL
434153,NULL,NULL,NULL,NULL
434154,NULL,NULL,NULL,NULL
434170,NULL,NULL,NULL,NULL
434185,ITBL,Int'l Tax & Business Lawyer,Participated,NULL
434185,JGLI,Berkeley Journal of Gender Law & Justice,Participated,NULL
434185,LWIL,Berkeley Journal of Int'l Law,Participated,NULL
434228,BUMC,Haas MBA Challenge For Charity,Participated,NULL
434277,AAAD,African American Alumni Directory,Participated,NULL
434277,CLRV,California Law Review,Participated,NULL
434277,LWAA,Berk Jrnl African-American Law & Policy,Participated,NULL
434277,LWAF,Law Students of African Descent,Participated,NULL
434298,NULL,NULL,NULL,NULL
434309,NULL,NULL,NULL,NULL
434331,NULL,NULL,NULL,NULL
434337,CFSJ,Center for Social Justice,Participated,NULL
434337,JGLI,Berkeley Journal of Gender Law & Justice,Participated,Editor
434337,LWEB,East Bay Community Law Center,Participated,NULL
434337,LWLG,Boalt Hall LGBT Caucus,Participated,NULL
434337,LWWA,Boalt Hall Women's Association,Participated,NULL
434337,SCCC,Cal Corps Friends and Alumni,Participated,NULL
434337,UISO,International Socialist Org,Participated,NULL
434373,NULL,NULL,NULL,NULL
434374,NULL,NULL,NULL,NULL
434382,NULL,NULL,NULL,NULL
434453,NULL,NULL,NULL,NULL
434475,NULL,NULL,NULL,NULL
434495,NULL,NULL,NULL,NULL
434515,RHUV,University (Albany) Village Residnt,Participated,NULL
434519,ITBL,Int'l Tax & Business Lawyer,Participated,Editor
434519,LRAC,La Raza Alumni Chapter,Participated,NULL
434519,LTAD,Latino Alumni Directory,Participated,NULL
434519,LWIL,Berkeley Journal of Int'l Law,Participated,NULL
434554,NULL,NULL,NULL,NULL
434565,NULL,NULL,NULL,NULL
434578,NULL,NULL,NULL,NULL
434594,RHUV,University (Albany) Village Residnt,Participated,NULL
434594,SCCS,Child Care Student-Parent Alumni,Participated,NULL
434646,LWEB,East Bay Community Law Center,Participated,NULL
434724,NULL,NULL,NULL,NULL
434760,CLRV,California Law Review,Participated,NULL
434776,RHUV,University (Albany) Village Residnt,Participated,NULL
434817,NULL,NULL,NULL,NULL
434821,NULL,NULL,NULL,NULL
434826,AAAD,African American Alumni Directory,Participated,NULL
434826,BCLT,Berkeley Center for Law and Technology,Participated,NULL
434826,LWAA,Berk Jrnl African-American Law & Policy,Participated,NULL
434826,LWAF,Law Students of African Descent,Participated,NULL
434841,LWBT,Berkeley Technology Law Journal,Participated,NULL
434850,NULL,NULL,NULL,NULL
434851,NULL,NULL,NULL,NULL
434852,NULL,NULL,NULL,NULL
434856,NULL,NULL,NULL,NULL
434858,ARSP,Re-Entry Students Program,Participated,NULL
434858,CLCP,Cal in the Capital Intern,Participated,NULL
434858,EIP1,PDP Calculus Intensive,Participated,NULL
434858,EIR6,TRSP Transfer Student Services,Participated,NULL
434858,RHUV,University (Albany) Village Residnt,Participated,NULL
434859,DSPA,Disabled Student Program Alumni,Participated,User of Service
434859,IHRL,Int'l Human Rights Law Clinic,Participated,NULL
434859,JGLI,Berkeley Journal of Gender Law & Justice,Participated,Editor
434859,SCCC,Cal Corps Friends and Alumni,Participated,NULL
434874,NULL,NULL,NULL,NULL
434879,NULL,NULL,NULL,NULL
434880,NULL,NULL,NULL,NULL
434890,RHI8,1983-92 I-House Resident,Participated,NULL
434890,RHIH,International House Resident,Participated,NULL
434932,NULL,NULL,NULL,NULL
434941,BUMB,Haas MBA Associates,Leadership Role,Vice President
434950,NULL,NULL,NULL,NULL
434951,AAAD,African American Alumni Directory,Participated,NULL
434951,LWAA,Berk Jrnl African-American Law & Policy,Participated,NULL
434951,LWAF,Law Students of African Descent,Participated,NULL
434951,LWBS,Black Law Students Association,Participated,NULL
434952,CLRV,California Law Review,Participated,Editor
434952,LWEM,Berk Jrnl of Employment & Labor Law,Participated,NULL
434954,NULL,NULL,NULL,NULL
434968,NULL,NULL,NULL,NULL
434969,NULL,NULL,NULL,NULL
435007,NULL,NULL,NULL,NULL
435008,BUBB,Black Business Students Association,Participated,NULL
435023,NULL,NULL,NULL,NULL
435024,NULL,NULL,NULL,NULL
435031,NULL,NULL,NULL,NULL
435032,NULL,NULL,NULL,NULL
435057,RHIH,International House Resident,Participated,NULL
435084,BCLT,Berkeley Center for Law and Technology,Participated,NULL
435084,CFSJ,Center for Social Justice,Participated,NULL
435084,LWBT,Berkeley Technology Law Journal,Participated,NULL
435084,RHIH,International House Resident,Participated,NULL
435104,SWGA,Social Welfare Graduate Assembly,Participated,NULL
435107,AALS,Association of American Law Schools,Participated,NULL
435107,IHRL,Int'l Human Rights Law Clinic,Participated,NULL
435109,NULL,NULL,NULL,NULL
435120,NULL,NULL,NULL,NULL
435121,AALS,Association of American Law Schools,Participated,NULL
435121,BCLT,Berkeley Center for Law and Technology,Participated,NULL
435121,CLRV,California Law Review,Participated,Editor
435121,LWBU,Berkeley Business Law Journal,Participated,Editor
435121,LWEM,Berk Jrnl of Employment & Labor Law,Participated,NULL
435123,NULL,NULL,NULL,NULL
435159,NULL,NULL,NULL,NULL
435160,NULL,NULL,NULL,NULL
435209,AAAD,African American Alumni Directory,Participated,NULL
435209,LWAF,Law Students of African Descent,Participated,NULL
435227,NULL,NULL,NULL,NULL
435235,NULL,NULL,NULL,NULL
435256,RHI8,1983-92 I-House Resident,Participated,NULL
435256,RHIH,International House Resident,Participated,NULL
435263,ITBL,Int'l Tax & Business Lawyer,Participated,Editor
435263,LWIL,Berkeley Journal of Int'l Law,Participated,Editor
435263,RHI8,1983-92 I-House Resident,Participated,NULL
435263,RHIH,International House Resident,Participated,NULL
435280,NULL,NULL,NULL,NULL
435308,LWNA,Native American Law Students Assn,Participated,NULL
435333,RHI8,1983-92 I-House Resident,Participated,NULL
435333,RHIH,International House Resident,Participated,NULL
435359,NULL,NULL,NULL,NULL
435442,NULL,NULL,NULL,NULL
435545,NULL,NULL,NULL,NULL
435871,LCBA,SLCT-Bus Admin/Economics,Participated,NULL
435871,UCA,Campus Advance,Participated,NULL
435894,NULL,NULL,NULL,NULL
435935,SCCC,Cal Corps Friends and Alumni,Participated,NULL
435938,NULL,NULL,NULL,NULL
435941,AMB,Mortar Board National Honor Society,Participated,NULL
435941,RHIH,International House Resident,Participated,NULL
435941,RHSC,Univ Students Co-op Assoc. Resident,Participated,NULL
435943,GDDD,Delta Delta Delta,Participated,NULL
435948,GPKT,Phi Kappa Tau,Participated,NULL
435972,BUMB,Haas MBA Associates,Leadership Role,Vice President
435972,GDG,Delta Gamma,Participated,NULL
435972,UHAT,Hate & Bias Intern,Participated,Chair
436023,GPKP,Phi Kappa Psi,Participated,NULL
436049,NULL,NULL,NULL,NULL
436056,MSMB,UC Marching Band Member,Participated,NULL
436069,NULL,NULL,NULL,NULL
436215,AHSS,Honor Students' Society,Participated,NULL
436261,GTBP,Tau Beta Pi Engineers' Honors Society,Participated,NULL
436261,UBIS,Berkeley Indonesian Student Assoc,Participated,NULL
436264,NULL,NULL,NULL,NULL
436320,NULL,NULL,NULL,NULL
436352,NULL,NULL,NULL,NULL
436384,NULL,NULL,NULL,NULL
436674,NULL,NULL,NULL,NULL
436739,NULL,NULL,NULL,NULL
436838,GSN,Sigma Nu,Participated,NULL
436897,GKD,Kappa Delta,Participated,NULL
437058,NULL,NULL,NULL,NULL
437076,MSCH,UC Choral Ensembles,Participated,NULL
437076,MSOA,Cal Men's Octet Alumni,Participated,NULL
437196,AHSS,Honor Students' Society,Participated,NULL
437196,GADI,Alpha Delta Pi,Participated,NULL
437429,GDUP,Delta Upsilon,Participated,NULL
437608,GKA,Kappa Alpha,Participated,NULL
437645,NULL,NULL,NULL,NULL
437664,SCCC,Cal Corps Friends and Alumni,Participated,NULL
437679,USBR,Summer Bridge Program Participant,Participated,NULL
437696,NULL,NULL,NULL,NULL
437768,NULL,NULL,NULL,NULL
437781,SCCC,Cal Corps Friends and Alumni,Participated,NULL
437784,RHUV,University (Albany) Village Residnt,Participated,NULL
437792,RHI8,1983-92 I-House Resident,Participated,NULL
437792,RHIH,International House Resident,Participated,NULL
437801,LSMC,MCB Undergrad Assoc (MCBUSA),Participated,NULL
437812,NULL,NULL,NULL,NULL
437813,NULL,NULL,NULL,NULL
437830,NULL,NULL,NULL,NULL
437857,NULL,NULL,NULL,NULL
437874,NULL,NULL,NULL,NULL
437882,GAGD,Alpha Gamma Delta,Participated,NULL
437884,GZBT,Zeta Beta Tau,Participated,NULL
437884,SPSA,Cal Spirit Alumni,Participated,NULL
437898,GAPS,Alpha Phi Sorority,Participated,NULL
437930,EDAI,American Inst Of Architecture Stdts,Participated,NULL
437961,NULL,NULL,NULL,NULL
437965,NULL,NULL,NULL,NULL
437982,NULL,NULL,NULL,NULL
438014,NULL,NULL,NULL,NULL
438016,EAGBR,Education Abroad Program - United Kingdo,Participated,NULL
438044,NULL,NULL,NULL,NULL
438045,NULL,NULL,NULL,NULL
438057,SCCC,Cal Corps Friends and Alumni,Participated,NULL
438097,NULL,NULL,NULL,NULL
438123,GADI,Alpha Delta Pi,Participated,NULL
438127,DSPA,Disabled Student Program Alumni,Participated,User of Service
438127,GBTP,Beta Theta Pi,Participated,NULL
438129,NULL,NULL,NULL,NULL
438159,GTBP,Tau Beta Pi Engineers' Honors Society,Participated,NULL
438166,NULL,NULL,NULL,NULL
438190,GASP,Alpha Sigma Phi,Participated,NULL
438190,SPRL,UC Rally Committee Alumnus,Participated,NULL
438192,NULL,NULL,NULL,NULL
438249,NULL,NULL,NULL,NULL
438267,NULL,NULL,NULL,NULL
438285,GAOI,Alpha Omicron Pi,Participated,NULL
438285,SPCL,Californians/Oski Dolls,Participated,NULL
438298,UBGY,Blue And Gold Yearbook,Participated,NULL
438299,RHI8,1983-92 I-House Resident,Participated,NULL
438299,RHIH,International House Resident,Participated,NULL
438308,NULL,NULL,NULL,NULL
438317,ARSP,Re-Entry Students Program,Participated,NULL
438366,NULL,NULL,NULL,NULL
438415,GEKN,Eta Kappa Nu Elec Eng Honor Society,Participated,NULL
438415,GTBP,Tau Beta Pi Engineers' Honors Society,Participated,NULL
438416,NULL,NULL,NULL,NULL
438418,ENME,American Soc Of Mechanical Engrs,Participated,NULL
438432,MSCH,UC Choral Ensembles,Participated,NULL
438464,NULL,NULL,NULL,NULL
438509,NULL,NULL,NULL,NULL
438535,NULL,NULL,NULL,NULL
438554,GPKH,Pi Kappa Phi,Participated,NULL
438584,LSEO,Undergraduate Economics Association,Participated,NULL
438605,LCWR,SLCT-Writing,Participated,NULL
438627,GAPS,Alpha Phi Sorority,Participated,NULL
438638,NULL,NULL,NULL,NULL
438678,AHSS,Honor Students' Society,Participated,NULL
438682,RHIH,International House Resident,Participated,NULL
438705,NULL,NULL,NULL,NULL
438710,NULL,NULL,NULL,NULL
438741,UCHA,Cal Hawaii Club,Participated,NULL
438745,NULL,NULL,NULL,NULL
438768,NULL,NULL,NULL,NULL
