entity_id,committee_code,committee_desc,committee_role_desc,unit_desc
29366,R1959,Class of 1959 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
29366,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
29366,UUH0,*KTP Orange County Committee,Member,Univ Development/Alumni Relations - UDAR
29451,NULL,NULL,NULL,NULL
29519,AA3,CAA Class Reunion Host Committee,Volunteer,Cal Alumni Association
29519,R1988,Class of 1988 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
29523,NULL,NULL,NULL,NULL
29526,NULL,NULL,NULL,NULL
29686,NULL,NULL,NULL,NULL
29693,NULL,NULL,NULL,NULL
29702,NULL,NULL,NULL,NULL
29745,UUA3,*KTP Orco Parents Committee,Member,Parent Philanthropy & Engagement - UDAR
29751,BCH6,Chemistry Volunteer Fundraiser Committee,Member,Chemistry
29751,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
29778,NULL,NULL,NULL,NULL
29784,CMT14,Campaign Management Team,Member,Univ Development/Alumni Relations - UDAR
29784,MFR2,*FRC Professional Development Subcomm,Member,Univ Development/Alumni Relations - UDAR
29784,MFR3,*FRC Planning Subcommittee,Chair,Univ Development/Alumni Relations - UDAR
29784,MFR7,*FRC Major Gifts Working Group,Member,Univ Development/Alumni Relations - UDAR
29784,MFR8,BAC Executive Committee,Committee Member,Univ Development/Alumni Relations - UDAR
29784,R1989,Class of 1989 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
29784,TFOIA,*Chancellor's Task Force-Intrc Athletics,Member,Chancellor
29784,UC6,Chancellor's Task Force-Alumni Engagemnt,Member,Chancellor
29784,UTO,UCBF Administrative Officers,Vice President,UC Berkeley Foundation
29806,NULL,NULL,NULL,NULL
29809,NULL,NULL,NULL,NULL
29811,NULL,NULL,NULL,NULL
29826,R1989,Class of 1989 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
29830,NULL,NULL,NULL,NULL
29842,NULL,NULL,NULL,NULL
29848,NULL,NULL,NULL,NULL
29849,NULL,NULL,NULL,NULL
29864,NULL,NULL,NULL,NULL
29890,NULL,NULL,NULL,NULL
29893,NULL,NULL,NULL,NULL
29902,NULL,NULL,NULL,NULL
30052,NULL,NULL,NULL,NULL
30057,NULL,NULL,NULL,NULL
30082,NULL,NULL,NULL,NULL
30094,NULL,NULL,NULL,NULL
30105,NULL,NULL,NULL,NULL
30199,NULL,NULL,NULL,NULL
30217,NULL,NULL,NULL,NULL
30229,NULL,NULL,NULL,NULL
30307,NULL,NULL,NULL,NULL
30309,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
30428,NULL,NULL,NULL,NULL
30433,NULL,NULL,NULL,NULL
30467,BD3,Cal Band Alumni Association Council,Board Member,Cal Performances
30513,NULL,NULL,NULL,NULL
30514,NULL,NULL,NULL,NULL
30516,MU11,Haas Reunion/Class Volunteer Committee,Member,Business
30555,BK1,Education Alumni Assoc Directors,Board Member,Education
30621,NULL,NULL,NULL,NULL
30660,NULL,NULL,NULL,NULL
30756,NULL,NULL,NULL,NULL
30762,NULL,NULL,NULL,NULL
30763,BA1,CAA Board of Directors,Director,Cal Alumni Association
30763,BA1,CAA Board of Directors,Vice President,Cal Alumni Association
30763,MA7,CAA Young Alumni Council,Member,Cal Alumni Association
30763,R1990,Class of 1990 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
30767,NULL,NULL,NULL,NULL
30941,NULL,NULL,NULL,NULL
30952,NULL,NULL,NULL,NULL
30958,NULL,NULL,NULL,NULL
30966,NULL,NULL,NULL,NULL
30967,NULL,NULL,NULL,NULL
30969,AU35,Haas HAN New York City Chapter Board,Member,Business
30969,MU11,Haas Reunion/Class Volunteer Committee,Member,Business
30995,NULL,NULL,NULL,NULL
31046,NULL,NULL,NULL,NULL
31081,NULL,NULL,NULL,NULL
31097,NULL,NULL,NULL,NULL
31101,NULL,NULL,NULL,NULL
31119,NULL,NULL,NULL,NULL
31123,NULL,NULL,NULL,NULL
31178,NULL,NULL,NULL,NULL
31243,BS1,LHS Advisory Council,Member,Lawrence Hall of Science
31243,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
31264,BUM12,Haas Annual Fund (HAF) Student Campaign,Co-Chair,Business
31264,MU10,*Haas Class Gift Committee,Member,Business
31264,MU11,Haas Reunion/Class Volunteer Committee,Member,Business
31264,MU5,*Haas Development Council,Member,Business
31264,R1991,Class of 1991 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
31272,BUM12,Haas Annual Fund (HAF) Student Campaign,Member,Business
31298,NULL,NULL,NULL,NULL
31313,NULL,NULL,NULL,NULL
31366,BG1,Botanical Garden Advisory Board,Board Member,Botanical Garden
31417,NULL,NULL,NULL,NULL
31423,NULL,NULL,NULL,NULL
31443,NULL,NULL,NULL,NULL
31483,NULL,NULL,NULL,NULL
31504,BS1,LHS Advisory Council,Member,Lawrence Hall of Science
31504,OC4,Prytanean Board of Directors,Board Member,Cal Alumni Association
31591,NULL,NULL,NULL,NULL
31595,NULL,NULL,NULL,NULL
31630,NULL,NULL,NULL,NULL
31638,NULL,NULL,NULL,NULL
31646,NULL,NULL,NULL,NULL
31658,AU2,Haas Council,Member,Business
31658,BUA36,Haas HAN Regional Rep/Contact,Member,Business
31658,MU11,Haas Reunion/Class Volunteer Committee,Member,Business
31658,MU5,*Haas Development Council,Member,Business
31665,BL1,*L&S Executive Board,Board Member,Letters & Science
31686,MW1,Berkeley Law Alumni Assn Director Board,Director,Law
31686,MW1,Berkeley Law Alumni Assn Director Board,Ex Officio,Law
31686,MW1,Berkeley Law Alumni Assn Director Board,Member,Law
31686,SKYSC,Skydeck Strategy Council,Member,Research Division
31846,NULL,NULL,NULL,NULL
31883,NULL,NULL,NULL,NULL
31885,BV1,CED Alumni Assoc Directors,Board Member,Environmental Design
31958,BCH2,Chemistry Alumni Steering Team,Board Member,Chemistry
31958,BCH3,Chemistry Alumni Era Committee,Committee Member,Chemistry
31996,NULL,NULL,NULL,NULL
31999,NULL,NULL,NULL,NULL
32002,NULL,NULL,NULL,NULL
32201,R1994,Class of 1994 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
32220,NULL,NULL,NULL,NULL
32359,NULL,NULL,NULL,NULL
32521,NULL,NULL,NULL,NULL
32542,NULL,NULL,NULL,NULL
32578,BM1,BAMPFA Board of Trustees,Member,Berkeley Art Museum
32578,BU1,Haas School of Business Board,Emeritus Member,Business
32578,CBV1,*Haas New Century Campaign Exec,Member,Business
32578,CVNC,*N Calif Leadership Gifts Commitee-Defun,Committee Member,Major Gifts - UDAR
32578,MU8,*Haas Gala Committee Member,Member,Business
32578,MU9,*Haaski Open Planning Committee,Member,Business
32578,UT1,UCBF Elected Trustees - Term 1,Trustee,UC Berkeley Foundation
32578,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
32578,UUH3,*Haas Campaign Exec Committee,Member,Business
32582,NULL,NULL,NULL,NULL
32592,NULL,NULL,NULL,NULL
32637,NULL,NULL,NULL,NULL
32716,NULL,NULL,NULL,NULL
32932,NULL,NULL,NULL,NULL
33132,NULL,NULL,NULL,NULL
33182,NE1,Berkeley Engineering Fund Board,Board Member,Engineering
33217,NULL,NULL,NULL,NULL
33220,NULL,NULL,NULL,NULL
33226,NULL,NULL,NULL,NULL
33236,NULL,NULL,NULL,NULL
33248,AT3,*Athletics Director's Advisory Board,Board Member,Intercollegiate Athletics
33248,AU1,*Haas Cal Business Alumni Board,Board Member,Business
33248,BA1,CAA Board of Directors,Director,Cal Alumni Association
33248,BB1,*Bear Backer Council-Defunct,Board Member,Intercollegiate Athletics
33248,BU1,Haas School of Business Board,Board Member,Business
33248,BU1,Haas School of Business Board,Chair,Business
33248,BU1,Haas School of Business Board,Emeritus Member,Business
33248,BVACA,BoV Academic Affairs Committee,Member,Chancellor
33248,BVATH,*BoV-UCBF Athletics Committee,Member,Chancellor
33248,CBV1,*Haas New Century Campaign Exec,Member,Business
33248,MA7,CAA Young Alumni Council,Member,Cal Alumni Association
33248,MB1,Big C Board of Directors,President,Intercollegiate Athletics
33248,MD1,*Cal Band Party Committee-Defunct,Committee Member,Cal Performances
33248,MU8,*Haas Gala Committee Member,Member,Business
33248,R1965,Class of 1965 Reunion Committee,Honorary Member,Milestone & Next Gen Philanthropy - UDAR
33248,UC3,*Chancellor's Executive Advisory Council,Board Member,Chancellor
33248,UC5,Board of Visitors,Member,Chancellor
33248,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
33248,UUF8,*KTP N Cal Campaign Committee,Member,Univ Development/Alumni Relations - UDAR
33248,UUH3,*Haas Campaign Exec Committee,Member,Business
33252,R1955,Class of 1955 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
33256,NULL,NULL,NULL,NULL
33262,CVOC,*Orange County Committee-Defunct,Board Member,Univ Development/Alumni Relations - UDAR
33291,NULL,NULL,NULL,NULL
33300,NULL,NULL,NULL,NULL
33340,NULL,NULL,NULL,NULL
33386,CVSD,*San Diego Committee-Defunct,Member,Univ Development/Alumni Relations - UDAR
33386,UA1,*UCBF Trustees Annual Programs,Committee Member,UC Berkeley Foundation
33386,UT1,UCBF Elected Trustees - Term 1,Advisory Trustee,UC Berkeley Foundation
33386,UT1,UCBF Elected Trustees - Term 1,Trustee,UC Berkeley Foundation
33386,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
33386,UUH2,*KTP San Diego County Committee,Member,Univ Development/Alumni Relations - UDAR
33405,NULL,NULL,NULL,NULL
33436,NULL,NULL,NULL,NULL
33442,SCCC,Southern California Chancellor's Council,Member,Univ Development/Alumni Relations - UDAR
33442,UN3,Thanks To Berkeley So Cal Cmpgn Celeb Ho,Committee Member,Univ Development/Alumni Relations - UDAR
33442,UT1,UCBF Elected Trustees - Term 1,Trustee,UC Berkeley Foundation
33460,NULL,NULL,NULL,NULL
33481,BL4,L&S Advisory Board,Member,Letters & Science
33481,MD1,*Cal Band Party Committee-Defunct,Committee Member,Cal Performances
33481,MU9,*Haaski Open Planning Committee,Member,Business
33481,R1966,Class of 1966 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
33489,NULL,NULL,NULL,NULL
33491,BD1,*Cal Band Backers Directors-Defunct,Board Member,Cal Performances
33491,BD2,Friends of Cal Band Fundraising Bd,Member,Cal Performances
33492,NULL,NULL,NULL,NULL
33511,NULL,NULL,NULL,NULL
33512,NULL,NULL,NULL,NULL
33515,NULL,NULL,NULL,NULL
33519,NULL,NULL,NULL,NULL
33557,NE2,Engineering Annual Fund Volunteers Commi,Volunteer,Engineering
33679,NULL,NULL,NULL,NULL
33694,NULL,NULL,NULL,NULL
33721,NULL,NULL,NULL,NULL
33734,NULL,NULL,NULL,NULL
33790,OC4,Prytanean Board of Directors,Board Member,Cal Alumni Association
33829,NULL,NULL,NULL,NULL
33834,BA1,CAA Board of Directors,Director,Cal Alumni Association
33834,CVOC,*Orange County Committee-Defunct,Committee Member,Univ Development/Alumni Relations - UDAR
33881,NULL,NULL,NULL,NULL
33884,NULL,NULL,NULL,NULL
34049,NULL,NULL,NULL,NULL
34125,NULL,NULL,NULL,NULL
34163,NULL,NULL,NULL,NULL
34211,NULL,NULL,NULL,NULL
34235,NE2,Engineering Annual Fund Volunteers Commi,Volunteer,Engineering
34259,CVST,*Santa Clara County Campaign Committee-D,Member,Univ Development/Alumni Relations - UDAR
34259,UUH3,*Haas Campaign Exec Committee,Member,Business
34274,NULL,NULL,NULL,NULL
34284,NULL,NULL,NULL,NULL
34286,NULL,NULL,NULL,NULL
34326,NULL,NULL,NULL,NULL
34336,NULL,NULL,NULL,NULL
34341,NULL,NULL,NULL,NULL
34363,NULL,NULL,NULL,NULL
34366,NULL,NULL,NULL,NULL
34387,NULL,NULL,NULL,NULL
34481,AA3,CAA Class Reunion Host Committee,Volunteer,Cal Alumni Association
34495,AU1,*Haas Cal Business Alumni Board,President,Business
34495,AU60,Haas Past Board Chairs & Presidents,Member,Business
34495,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
34505,NULL,NULL,NULL,NULL
34515,BA1,CAA Board of Directors,Director,Cal Alumni Association
34515,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
34524,AT2,Athletics Women's Golf Steering Committe,Committee Member,Intercollegiate Athletics
34524,BB2,Bear Backer Board of Directors,Member,Intercollegiate Athletics
34524,CVBG,*100th Big Game Volunteer Committee-Defu,Volunteer,Univ Development/Alumni Relations - UDAR
34524,R1955,Class of 1955 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
34524,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
34525,BB1,*Bear Backer Council-Defunct,Board Member,Intercollegiate Athletics
34525,MB1,Big C Board of Directors,Board Member,Intercollegiate Athletics
34525,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
34552,NULL,NULL,NULL,NULL
34614,NULL,NULL,NULL,NULL
34662,MO13,IGS Matsui Center Advisory Committee,Member,Governmental Studies Institute
34662,R1964,Class of 1964 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
34699,NULL,NULL,NULL,NULL
34743,NULL,NULL,NULL,NULL
34757,MW1,Berkeley Law Alumni Assn Director Board,Board Member,Law
34757,MW1,Berkeley Law Alumni Assn Director Board,President,Law
34757,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
34757,UUH8,*Law Campaign Committee,Member,Law
34787,NULL,NULL,NULL,NULL
34905,AU12,*Haas Ctr/Responsible Business Faculty,Member,Business
34905,AU22,*Haas St. Petersburg Advisory Board,Member,Business
34905,AU6,*Haas California Mgmt Review Forum Adv C,Member,Business
34905,CFBL,Friends of Bancroft Library Council,Member,Library
34905,JLADV,JLIS Faculty Advisory Committee,Member,Jewish Law & Israel Studies Inst
34905,MB5,*WIA Bear Boosters Board-Defunct,Board Member,Intercollegiate Athletics
34905,UTXO,UCBF Ex Officio Trustees,Member,UC Berkeley Foundation
34905,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
34905,UUJ7,*KTP Ex-Officio Committee,Member,Univ Development/Alumni Relations - UDAR
34907,NULL,NULL,NULL,NULL
34921,NULL,NULL,NULL,NULL
34948,NULL,NULL,NULL,NULL
35066,AA3,CAA Class Reunion Host Committee,Volunteer,Cal Alumni Association
35097,NULL,NULL,NULL,NULL
35099,BCH6,Chemistry Volunteer Fundraiser Committee,Member,Chemistry
35140,BU2,Haas HAN Las Vegas Chapter Board,Member,Business
35140,BU2,Haas HAN Las Vegas Chapter Board,President,Business
35140,BUA36,Haas HAN Regional Rep/Contact,Member,Business
35140,R1969,Class of 1969 Reunion Committee,Chair,Milestone & Next Gen Philanthropy - UDAR
35140,R1969,Class of 1969 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
35144,NULL,NULL,NULL,NULL
35178,NULL,NULL,NULL,NULL
35212,NULL,NULL,NULL,NULL
35245,NULL,NULL,NULL,NULL
35252,NULL,NULL,NULL,NULL
35367,NULL,NULL,NULL,NULL
35393,NULL,NULL,NULL,NULL
35403,NULL,NULL,NULL,NULL
35407,NULL,NULL,NULL,NULL
35412,NULL,NULL,NULL,NULL
35483,BA1,CAA Board of Directors,Director,Cal Alumni Association
35483,BA1,CAA Board of Directors,President,Cal Alumni Association
35483,BA1,CAA Board of Directors,President-Elect,Cal Alumni Association
35483,BA1,CAA Board of Directors,Vice President,Cal Alumni Association
35483,BA1,CAA Board of Directors,Vice President at Large,Cal Alumni Association
35483,BR1,UC Board of Regents,Board Member,UC Berkeley Foundation
35483,CAPC,CAA President's Council,Member,Cal Alumni Association
35483,MB1,Big C Board of Directors,Board Member,Intercollegiate Athletics
35483,R1960,Class of 1960 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
35483,UO1,*UCBF International Committee,Committee Member,UC Berkeley Foundation
35483,UT1,UCBF Elected Trustees - Term 1,Appointed Trustee-CAA,UC Berkeley Foundation
35483,UT1,UCBF Elected Trustees - Term 1,Vice Chair at Large,UC Berkeley Foundation
35483,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
35494,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
35494,UUG7,*KTP West Los Angeles Committee,Member,Univ Development/Alumni Relations - UDAR
35501,UUF8,*KTP N Cal Campaign Committee,Member,Univ Development/Alumni Relations - UDAR
35521,NULL,NULL,NULL,NULL
35604,NULL,NULL,NULL,NULL
35611,R1964,Class of 1964 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
35612,MW1,Berkeley Law Alumni Assn Director Board,Director,Law
35612,MW1,Berkeley Law Alumni Assn Director Board,Member,Law
35643,CFBL,Friends of Bancroft Library Council,Member,Library
35643,CVAL,*Alameda Campaign Volunteers,Chair,Univ Development/Alumni Relations - UDAR
35643,CVEB,*East Bay Regional Committee-Defunct,Member,Univ Development/Alumni Relations - UDAR
35643,CVLS,*L&S Steering Committee,Committee Member,Letters & Science
35643,MO2,Library Board,Board Member,Library
35643,UL01,*Chancellor's Campaign Cabinet-Defunct,Member,Univ Development/Alumni Relations - UDAR
35643,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
35691,NULL,NULL,NULL,NULL
35692,BA1,CAA Board of Directors,Director,Cal Alumni Association
35707,NULL,NULL,NULL,NULL
35720,NULL,NULL,NULL,NULL
35725,CVLA,*Greater LA Committee-Defunct,Member,Univ Development/Alumni Relations - UDAR
35815,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
35822,NULL,NULL,NULL,NULL
35823,NULL,NULL,NULL,NULL
35848,MO2,Library Board,Board Member,Library
35848,MO2,Library Board,Honorary Member,Library
35848,NE1,Berkeley Engineering Fund Board,Board Member,Engineering
35848,UT1,UCBF Elected Trustees - Term 1,Appointed Trustee-Engin,UC Berkeley Foundation
35881,NULL,NULL,NULL,NULL
35884,NULL,NULL,NULL,NULL
35891,NULL,NULL,NULL,NULL
35903,NULL,NULL,NULL,NULL
35928,AT3,*Athletics Director's Advisory Board,Board Member,Intercollegiate Athletics
35928,AU10,*Haas Ctr for Exec Educ Advisory Board,Member,Business
35928,BA1,CAA Board of Directors,Director,Cal Alumni Association
35928,BB2,Bear Backer Board of Directors,Board Member,Intercollegiate Athletics
35928,R1961,Class of 1961 Reunion Committee,Co-Chair,Milestone & Next Gen Philanthropy - UDAR
35928,R1961,Class of 1961 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
35928,UC3,*Chancellor's Executive Advisory Council,Member,Chancellor
35928,UC6,Chancellor's Task Force-Alumni Engagemnt,Executive Officer,Chancellor
35928,UC6,Chancellor's Task Force-Alumni Engagemnt,Member,Chancellor
35928,UC8,*Large Fundraising Project Committee,Member,Chancellor
35928,UO4,UCBF BEMCO,Board Member,UC Berkeley Foundation
35928,UT1,UCBF Elected Trustees - Term 1,Advisory Trustee,UC Berkeley Foundation
35928,UT1,UCBF Elected Trustees - Term 1,Chair,UC Berkeley Foundation
35928,UT1,UCBF Elected Trustees - Term 1,Executive Officer,UC Berkeley Foundation
35928,UT1,UCBF Elected Trustees - Term 1,Trustee,UC Berkeley Foundation
35928,UT1,UCBF Elected Trustees - Term 1,Vice Chair,UC Berkeley Foundation
35928,UT4,UCBF Elected Trustees - Term 4,Trustee,UC Berkeley Foundation
35928,UTC,*UCBF Campaign Steering Committee,Committee Member,UC Berkeley Foundation
35928,UTD,UCBF Audit Committee,Committee Member,UC Berkeley Foundation
35928,UTE,UCBF Executive Committee,Chair,UC Berkeley Foundation
35928,UTE,UCBF Executive Committee,Committee Member,UC Berkeley Foundation
35928,UTEM,UCBF Emeritus Trustees,Member,UC Berkeley Foundation
35928,UTF,UCBF Finance & Administration Committee,Chair,UC Berkeley Foundation
35928,UTF,UCBF Finance & Administration Committee,Committee Member,UC Berkeley Foundation
35928,UTG,UCBF Governance Committee,Committee Member,UC Berkeley Foundation
35928,UTGN,UCBF Nominating Committee,Committee Member,UC Berkeley Foundation
35928,UTI,*UCBF Investment Committee,Committee Member,UC Berkeley Foundation
35928,UTP,UCBF Programs Committee,Committee Member,UC Berkeley Foundation
35928,UTPO,UCBF Endowment Payout Task Force,Member,UC Berkeley Foundation
35928,UTSG,UCBF Special Gifts Task Force,Member,UC Berkeley Foundation
35928,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
35928,UV3,All Class Giving Council,Volunteer,Milestone & Next Gen Philanthropy - UDAR
35944,NULL,NULL,NULL,NULL
35958,NULL,NULL,NULL,NULL
35960,NULL,NULL,NULL,NULL
36009,BU1,Haas School of Business Board,Board Member,Business
36009,R1967,Class of 1967 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
36009,UA2,*Cal Annual Fund Advisory Committee-Defu,Committee Member,Univ Development/Alumni Relations - UDAR
36023,AA4,CAA Development Committee,Member,Cal Alumni Association
36023,R1960,Class of 1960 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
36023,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
36029,NULL,NULL,NULL,NULL
36114,NULL,NULL,NULL,NULL
36131,ME3,Engineerng Alumni Society Board Of Direc,Director,Cal Alumni Association
36131,NE2,Engineering Annual Fund Volunteers Commi,Volunteer,Engineering
36131,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
36150,NULL,NULL,NULL,NULL
36176,BB1,*Bear Backer Council-Defunct,Board Member,Intercollegiate Athletics
36176,R1940,Class of 1940 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
36176,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
36226,AA3,CAA Class Reunion Host Committee,Volunteer,Cal Alumni Association
36226,R1963,Class of 1963 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
36226,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
36254,NULL,NULL,NULL,NULL
36290,NULL,NULL,NULL,NULL
36298,NULL,NULL,NULL,NULL
36377,NULL,NULL,NULL,NULL
36425,NULL,NULL,NULL,NULL
36430,NULL,NULL,NULL,NULL
36459,NULL,NULL,NULL,NULL
36461,NULL,NULL,NULL,NULL
36462,NULL,NULL,NULL,NULL
36468,NULL,NULL,NULL,NULL
36481,NULL,NULL,NULL,NULL
36512,NULL,NULL,NULL,NULL
36562,NULL,NULL,NULL,NULL
36565,CVLA,*Greater LA Committee-Defunct,Board Member,Univ Development/Alumni Relations - UDAR
36565,UUJ6,*KTP Volunteer Committee for Optometry,Member,Optometry
36573,NULL,NULL,NULL,NULL
36590,NULL,NULL,NULL,NULL
36609,NE2,Engineering Annual Fund Volunteers Commi,Volunteer,Engineering
36609,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
36621,NULL,NULL,NULL,NULL
36645,NULL,NULL,NULL,NULL
36653,NULL,NULL,NULL,NULL
36661,NULL,NULL,NULL,NULL
36675,BA1,CAA Board of Directors,Director,Cal Alumni Association
36689,NULL,NULL,NULL,NULL
36694,NULL,NULL,NULL,NULL
36713,NULL,NULL,NULL,NULL
36728,NULL,NULL,NULL,NULL
36731,NULL,NULL,NULL,NULL
36744,BA1,CAA Board of Directors,Director,Cal Alumni Association
36770,NULL,NULL,NULL,NULL
36793,NULL,NULL,NULL,NULL
36804,NULL,NULL,NULL,NULL
36814,NULL,NULL,NULL,NULL
36849,CFBL,Friends of Bancroft Library Council,Member,Library
36849,MTLCB,Mark Twain Luncheon Club Board,Member,Library
36849,R1965,Class of 1965 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
36889,NULL,NULL,NULL,NULL
36927,NULL,NULL,NULL,NULL
36938,ALI1,Library Campaign Leadership Committee,Committee Member,Library
36938,BW1,*Boalt Hall Board Trustee-Defunct,Board Member,Law
36938,CFBL,Friends of Bancroft Library Council,Chair,Library
36938,CFBL,Friends of Bancroft Library Council,Member,Library
36938,CVBH,*Boalt Hall Campaign Committee-Defunct,Committee Member,Law
36938,CVLA,*Greater LA Committee-Defunct,Board Member,Univ Development/Alumni Relations - UDAR
36938,MO2,Library Board,Ex Officio,Library
36938,MW1,Berkeley Law Alumni Assn Director Board,Board Member,Law
36938,MW1,Berkeley Law Alumni Assn Director Board,Ex Officio,Law
36938,MW1,Berkeley Law Alumni Assn Director Board,President,Law
36938,MW1,Berkeley Law Alumni Assn Director Board,Vice President,Law
36938,UT1,UCBF Elected Trustees - Term 1,Trustee,UC Berkeley Foundation
36938,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
36938,UUH8,*Law Campaign Committee,Member,Law
36953,NULL,NULL,NULL,NULL
36954,NULL,NULL,NULL,NULL
36965,NULL,NULL,NULL,NULL
36971,MB1,Big C Board of Directors,Board Member,Intercollegiate Athletics
37006,NULL,NULL,NULL,NULL
37025,R1966,Class of 1966 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
37058,NULL,NULL,NULL,NULL
37076,NULL,NULL,NULL,NULL
37082,NULL,NULL,NULL,NULL
37100,NULL,NULL,NULL,NULL
37131,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
37134,NULL,NULL,NULL,NULL
37144,NULL,NULL,NULL,NULL
37233,BA1,CAA Board of Directors,Director,Cal Alumni Association
37233,R1963,Class of 1963 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
37233,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
37233,UUF8,*KTP N Cal Campaign Committee,Member,Univ Development/Alumni Relations - UDAR
37299,AA3,CAA Class Reunion Host Committee,Volunteer,Cal Alumni Association
37299,CVBH,*Boalt Hall Campaign Committee-Defunct,Committee Member,Law
37299,MW1,Berkeley Law Alumni Assn Director Board,Member,Law
37299,MW1,Berkeley Law Alumni Assn Director Board,President,Law
37299,R1962,Class of 1962 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
37299,UUH8,*Law Campaign Committee,Member,Law
37377,NULL,NULL,NULL,NULL
37381,R1964,Class of 1964 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
37381,UP1,*Public Affairs Cal Parents Prgrm Board,Board Member,Parent Philanthropy & Engagement - UDAR
37392,R1964,Class of 1964 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
37392,UP1,*Public Affairs Cal Parents Prgrm Board,Committee Member,Parent Philanthropy & Engagement - UDAR
37398,NULL,NULL,NULL,NULL
37405,NULL,NULL,NULL,NULL
37410,NULL,NULL,NULL,NULL
37504,NULL,NULL,NULL,NULL
37532,BL2,Friends of History Board,Board Member,Letters & Science
37532,UUF8,*KTP N Cal Campaign Committee,Member,Univ Development/Alumni Relations - UDAR
37545,CVOC,*Orange County Committee-Defunct,Board Member,Univ Development/Alumni Relations - UDAR
37545,R1965,Class of 1965 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
37545,UA1,*UCBF Trustees Annual Programs,Committee Member,UC Berkeley Foundation
37545,UT1,UCBF Elected Trustees - Term 1,Trustee,UC Berkeley Foundation
37545,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
37545,UUG6,*KTP Southern Califonia Steering Committ,Member,Univ Development/Alumni Relations - UDAR
37545,UUH0,*KTP Orange County Committee,Member,Univ Development/Alumni Relations - UDAR
37564,NULL,NULL,NULL,NULL
37583,UUJ6,*KTP Volunteer Committee for Optometry,Member,Optometry
37600,NULL,NULL,NULL,NULL
37601,NULL,NULL,NULL,NULL
37616,AA3,CAA Class Reunion Host Committee,Volunteer,Cal Alumni Association
37618,BA1,CAA Board of Directors,Director,Cal Alumni Association
