entity_id,affil_code,affil_code_desc,affil_level_code_desc,affil_status_desc
811783,ATFAT,Friends of Athletics,Friend,Current
811783,CACSP,CAA The Berkeley Network,Member,Current
811783,CAFCA,Friends of CAA,Friend,Current
811783,CAFPC,CAA Friends of Pinecrest,Friend,Current
811783,M2,CAA Lair of the Golden Bear Staff Alums,Staff,Current
811783,MA12,CAA Lair of the Golden Bear Camper,Member,Current
811783,MA12,CAA Lair of the Golden Bear Camper,Member,Former
811783,MA3,Cal Advocate,Advocate,Current
811783,MA31,CAA Leadership Scholarship Reader,Volunteer,Former
811783,MUA4,Student Affairs Career Center Cal Extern,Member,Former
811783,RC30,CAA Lair Staff Alumni Club,Member,Current
811783,URCR,@Cal Registrant,Member,Current
811870,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Current
811870,URCR,@Cal Registrant,Member,Current
811893,ATFAT,Friends of Athletics,Friend,Current
811921,MA3,Cal Advocate,Advocate,Current
811966,URCR,@Cal Registrant,Member,Current
811978,MA3,Cal Advocate,Advocate,Current
811978,MA31,CAA Leadership Scholarship Reader,Volunteer,Former
811978,URCR,@Cal Registrant,Member,Current
811996,URCR,@Cal Registrant,Member,Current
812045,ATFAT,Friends of Athletics,Friend,Current
812045,CAFCA,Friends of CAA,Friend,Current
812091,BAMFR,Followers of BAM/PFA,Friend,Current
812091,MA3,Cal Advocate,Advocate,Current
812091,MC2,Cal Performances Patrons,Patron,Former
812091,TLOLI,Osher Lifelong Learning Institute,Member,Current
812091,TLOLI,Osher Lifelong Learning Institute,Member,Former
812137,URCR,@Cal Registrant,Member,Current
812144,CAFCA,Friends of CAA,Friend,Current
812144,MA3,Cal Advocate,Advocate,Current
812144,URCR,@Cal Registrant,Member,Current
812199,URCR,@Cal Registrant,Member,Current
812213,NULL,NULL,NULL,NULL
812216,NULL,NULL,NULL,NULL
812219,NULL,NULL,NULL,NULL
812290,NULL,NULL,NULL,NULL
812317,RC15,CAA Chicanx Latinx Alumni Assoc Nor Cal,Member,Current
812317,URCR,@Cal Registrant,Member,Current
812379,URCR,@Cal Registrant,Member,Current
812424,URCR,@Cal Registrant,Member,Current
812599,CAFCA,Friends of CAA,Friend,Current
812599,MA3,Cal Advocate,Advocate,Current
812599,RC11,*CAA Alumni Club Officer,Member,Former
812599,RC9,*CAA Club Presidents,Member,Former
812599,RCSF,CAA Cal Alumni Group of San Francisco,Member,Current
812599,RCSF,CAA Cal Alumni Group of San Francisco,President,Current
812599,URCR,@Cal Registrant,Member,Current
812672,CLEE,"Center for Law, Energy & Environment",Affiliate,Current
812672,MA3,Cal Advocate,Advocate,Current
812672,MFRC,Berkeley Advancement Community,Member,Current
812672,ML2,Magnes Collection Constituent,Friend,Current
812672,TLOLI,Osher Lifelong Learning Institute,Member,Former
812706,NULL,NULL,NULL,NULL
812779,MA31,CAA Leadership Scholarship Reader,Volunteer,Former
812810,CAFCA,Friends of CAA,Friend,Current
812810,URCR,@Cal Registrant,Member,Current
812835,ATFAT,Friends of Athletics,Friend,Current
812835,URCR,@Cal Registrant,Member,Current
812862,NULL,NULL,NULL,NULL
812897,BCLB,Berkeley Center for Law & Business,Friend,Current
812897,CHETP,Chemistry 2000plus Era,Member,Current
812897,MA3,Cal Advocate,Advocate,Current
813032,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Former
813032,ML1,Former Student Library Employee,Staff,Former
813032,MLS3,Symphony Orchestra,Member,Current
813032,URCR,@Cal Registrant,Member,Current
813033,NULL,NULL,NULL,NULL
813047,ATFAT,Friends of Athletics,Friend,Current
813047,URCR,@Cal Registrant,Member,Current
813072,MA3,Cal Advocate,Advocate,Former
813072,RC18,CAA Cal Alumni Los Angeles Chapter,Member,Current
813072,URCR,@Cal Registrant,Member,Current
813214,NULL,NULL,NULL,NULL
813261,ATFAT,Friends of Athletics,Friend,Current
813261,CAFCA,Friends of CAA,Friend,Current
813261,MA17,TAAP/KASP Scholarship Interviewer,Volunteer,Former
813261,URCR,@Cal Registrant,Member,Current
813266,BAMFR,Followers of BAM/PFA,Member,Current
813266,CAFCA,Friends of CAA,Friend,Current
813266,CHCOM,Chemistry Community,Friend,Current
813266,HVIP,Haas VIP,Member,Current
813266,JLFJI,Jewish Law & Israel Studies Inst,Friend,Current
813266,LBFUL,Friends of the University Libraries,Friend,Current
813266,MA3,Cal Advocate,Advocate,Current
813266,OC1,Order of the Golden Bear,Member,Current
813266,OC2,Berkeley Fellows,Member,Current
813266,OC7,Section Club,Member,Current
813266,RC6,CAA Chinese Chapter,Member,Current
813266,UCFCP,Faculty Club Prospect,Member,Current
813286,URCR,@Cal Registrant,Member,Current
813366,CACSP,CAA The Berkeley Network,Member,Current
813366,CAFCA,Friends of CAA,Friend,Current
813366,CAFPC,CAA Friends of Pinecrest,Friend,Current
813366,ML1,Former Student Library Employee,Staff,Former
813366,URCR,@Cal Registrant,Member,Current
813367,ATFAT,Friends of Athletics,Friend,Current
813367,BAMFR,Followers of BAM/PFA,Member,Current
813367,CAFCA,Friends of CAA,Friend,Current
813367,OC1,Order of the Golden Bear,Member,Current
813367,OC2,Berkeley Fellows,Member,Current
813367,OC6,CAA Prytanean Alumnae,Member,Current
813367,OC7,Section Club,Member,Current
813367,RC6,CAA Chinese Chapter,Member,Current
813370,CACSP,CAA The Berkeley Network,Prospective Volunteer,Current
813370,CAFCA,Friends of CAA,Friend,Current
813370,CAFOS,CAA Friends of Scholarships,Member,Current
813370,MA17,TAAP/KASP Scholarship Interviewer,Prospective Volunteer,Current
813370,MA18,CAA Alumni Leadership Scholarship Interv,Prospective Volunteer,Current
813370,MA3,Cal Advocate,Advocate,Current
813370,MA30,TAAP/KASP Scholarship Reader,Prospective Volunteer,Current
813370,MA30,TAAP/KASP Scholarship Reader,Volunteer,Former
813370,MA31,CAA Leadership Scholarship Reader,Prospective Volunteer,Current
813370,MA31,CAA Leadership Scholarship Reader,Volunteer,Former
813370,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Current
813370,ML1,Former Student Library Employee,Staff,Former
813370,URCR,@Cal Registrant,Member,Current
813378,CAFCA,Friends of CAA,Friend,Current
813378,MA3,Cal Advocate,Advocate,Current
813378,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Former
813378,RC10,CAA Orange County Cal Alumni Club,Member,Current
813378,RC18,CAA Cal Alumni Los Angeles Chapter,Member,Current
813378,RC9,*CAA Club Presidents,Member,Former
813378,URCR,@Cal Registrant,Member,Current
813379,NULL,NULL,NULL,NULL
813403,MA3,Cal Advocate,Advocate,Current
813403,URCR,@Cal Registrant,Member,Current
813421,MA3,Cal Advocate,Advocate,Current
813421,URCR,@Cal Registrant,Member,Current
813475,NULL,NULL,NULL,NULL
813476,BCLB,Berkeley Center for Law & Business,Friend,Current
813476,CLEE,"Center for Law, Energy & Environment",Affiliate,Current
813476,CLEE,"Center for Law, Energy & Environment",Member,Current
813500,RC18,CAA Cal Alumni Los Angeles Chapter,Member,Current
813500,RC18,CAA Cal Alumni Los Angeles Chapter,Member,Former
813529,CAFCA,Friends of CAA,Friend,Current
813529,MA3,Cal Advocate,Advocate,Current
813529,MUA4,Student Affairs Career Center Cal Extern,Member,Former
813580,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Former
813580,URCR,@Cal Registrant,Member,Current
813597,ATFAT,Friends of Athletics,Friend,Current
813597,CAFCA,Friends of CAA,Friend,Current
813597,MA3,Cal Advocate,Advocate,Current
813597,UCFCP,Faculty Club Prospect,Member,Current
813597,URCR,@Cal Registrant,Member,Current
813606,URCR,@Cal Registrant,Member,Current
813637,NULL,NULL,NULL,NULL
813641,CAFCA,Friends of CAA,Friend,Current
813641,MA3,Cal Advocate,Advocate,Current
813641,MA31,CAA Leadership Scholarship Reader,Volunteer,Former
813641,URCR,@Cal Registrant,Member,Current
813762,CACSP,CAA The Berkeley Network,Member,Current
813762,LHSM,Lawrence Hall of Science Member,Member,Former
813762,MBAAA,Haas MBA Alumni Audit Program,Alumnus/Alumna,Former
813762,URCR,@Cal Registrant,Member,Current
813788,URCR,@Cal Registrant,Member,Current
813832,NULL,NULL,NULL,NULL
813901,URCR,@Cal Registrant,Member,Current
813916,URCR,@Cal Registrant,Member,Current
813920,CAFCA,Friends of CAA,Friend,Current
813920,MA3,Cal Advocate,Advocate,Current
813924,URCR,@Cal Registrant,Member,Current
813962,URCR,@Cal Registrant,Member,Current
814046,NULL,NULL,NULL,NULL
814163,MA3,Cal Advocate,Advocate,Current
814163,URCR,@Cal Registrant,Member,Current
814305,NULL,NULL,NULL,NULL
814390,URCR,@Cal Registrant,Member,Current
814407,MA3,Cal Advocate,Advocate,Current
814657,CAFCA,Friends of CAA,Friend,Current
814657,MA3,Cal Advocate,Advocate,Current
814708,NULL,NULL,NULL,NULL
814860,CAFCA,Friends of CAA,Friend,Current
814897,URCR,@Cal Registrant,Member,Current
814941,EDFED,Friends of CED,Friend,Current
814941,MA3,Cal Advocate,Advocate,Current
814962,NULL,NULL,NULL,NULL
814987,NULL,NULL,NULL,NULL
815012,NULL,NULL,NULL,NULL
815141,CACSP,CAA The Berkeley Network,Member,Current
815141,URCR,@Cal Registrant,Member,Current
815184,CHCOM,Chemistry Community,Family,Former
815219,CAFCA,Friends of CAA,Friend,Current
815278,CACSP,CAA The Berkeley Network,Member,Current
815278,MA3,Cal Advocate,Advocate,Current
815299,HVIP,Haas VIP,Member,Current
815299,MFRC,Berkeley Advancement Community,Member,Current
815299,MS2,Friends of Haas Business School,Member,Current
815345,AU67,Haas Center for Responsible Business,Alumnus/Alumna,Current
815345,BUCMG,Haas Career Management Group,Mentor,Current
815345,MA3,Cal Advocate,Advocate,Current
815345,URCR,@Cal Registrant,Member,Current
815347,URCR,@Cal Registrant,Member,Current
815352,CACSP,CAA The Berkeley Network,Member,Current
815352,CACSP,CAA The Berkeley Network,Prospective Volunteer,Current
815352,CAFCA,Friends of CAA,Friend,Current
815352,MA12,CAA Lair of the Golden Bear Camper,Member,Current
815352,MA3,Cal Advocate,Advocate,Current
815352,MA30,TAAP/KASP Scholarship Reader,Volunteer,Former
815352,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Current
815352,MA6,CAA Mentorship Program,Member,Current
815352,OC1,Order of the Golden Bear,Member,Current
815352,URCR,@Cal Registrant,Member,Current
815352,URFP,Founders Pledge,Member,Current
815405,CAFCA,Friends of CAA,Friend,Current
815405,MA3,Cal Advocate,Advocate,Current
815405,MU20,Haas FT MBA Program,Admissions Volunteer,Current
815405,URCR,@Cal Registrant,Member,Current
815413,BUIBD,Haas International Business Development,Friend,Current
815413,URCR,@Cal Registrant,Member,Current
815416,AU67,Haas Center for Responsible Business,Alumnus/Alumna,Current
815416,BUCMG,Haas Career Management Group,Mentor,Current
815416,URCR,@Cal Registrant,Member,Current
815430,AU67,Haas Center for Responsible Business,Alumnus/Alumna,Current
815430,CAFCA,Friends of CAA,Friend,Current
815430,HCHK,Haas Alumni Chapter Hong Kong,Member,Current
815430,URCR,@Cal Registrant,Member,Current
815455,BUIBD,Haas International Business Development,Friend,Current
815455,URCR,@Cal Registrant,Member,Current
815471,AU67,Haas Center for Responsible Business,Alumnus/Alumna,Current
815471,BUIBD,Haas International Business Development,Friend,Current
815471,URCR,@Cal Registrant,Member,Current
815478,NULL,NULL,NULL,NULL
815513,MA3,Cal Advocate,Advocate,Current
815513,MU20,Haas FT MBA Program,Admissions Volunteer,Current
815513,URCR,@Cal Registrant,Member,Current
815539,CAFCA,Friends of CAA,Friend,Current
815539,CAFPC,CAA Friends of Pinecrest,Friend,Current
815539,M2,CAA Lair of the Golden Bear Staff Alums,Staff,Current
815539,MA12,CAA Lair of the Golden Bear Camper,Member,Former
815539,MA17,TAAP/KASP Scholarship Interviewer,Volunteer,Current
815539,MA3,Cal Advocate,Advocate,Current
815539,MA31,CAA Leadership Scholarship Reader,Volunteer,Former
815539,ML1,Former Student Library Employee,Staff,Former
815539,RC30,CAA Lair Staff Alumni Club,Member,Current
815539,URCR,@Cal Registrant,Member,Current
815665,AU67,Haas Center for Responsible Business,Alumnus/Alumna,Current
815665,CACSP,CAA The Berkeley Network,Member,Current
815665,MA12,CAA Lair of the Golden Bear Camper,Member,Current
815665,MU20,Haas FT MBA Program,Admissions Volunteer,Current
815665,URCR,@Cal Registrant,Member,Current
815724,URCR,@Cal Registrant,Member,Current
815730,MA3,Cal Advocate,Advocate,Current
815730,URCR,@Cal Registrant,Member,Current
815753,JLFJI,Jewish Law & Israel Studies Inst,Friend,Current
815753,URCR,@Cal Registrant,Member,Current
815772,CAFCA,Friends of CAA,Friend,Current
815772,MO6,KALX Alumni and Volunteers,Volunteer,Current
815772,MUA4,Student Affairs Career Center Cal Extern,Member,Former
815772,RC18,CAA Cal Alumni Los Angeles Chapter,Member,Current
815772,URCR,@Cal Registrant,Member,Current
815868,URCR,@Cal Registrant,Member,Current
815971,CAFCA,Friends of CAA,Friend,Current
816114,NULL,NULL,NULL,NULL
816136,CAFCA,Friends of CAA,Friend,Current
816136,URCR,@Cal Registrant,Member,Current
816184,NULL,NULL,NULL,NULL
816338,CACSP,CAA The Berkeley Network,Member,Current
816338,CAFCA,Friends of CAA,Friend,Current
816338,MA3,Cal Advocate,Advocate,Current
816386,CACSP,CAA The Berkeley Network,Prospective Volunteer,Current
816386,CAFCA,Friends of CAA,Friend,Current
816386,CAFOS,CAA Friends of Scholarships,Member,Current
816386,MA17,TAAP/KASP Scholarship Interviewer,Prospective Volunteer,Current
816386,MA18,CAA Alumni Leadership Scholarship Interv,Prospective Volunteer,Current
816386,MA30,TAAP/KASP Scholarship Reader,Prospective Volunteer,Current
816386,MA31,CAA Leadership Scholarship Reader,Prospective Volunteer,Current
816386,MUA4,Student Affairs Career Center Cal Extern,Member,Former
816386,URCR,@Cal Registrant,Member,Current
816406,ATFAT,Friends of Athletics,Friend,Current
816406,CAFCA,Friends of CAA,Friend,Current
816408,NULL,NULL,NULL,NULL
816468,CAFCA,Friends of CAA,Friend,Current
816468,CHETP,Chemistry 2000plus Era,Member,Current
816468,URCR,@Cal Registrant,Member,Current
816493,NULL,NULL,NULL,NULL
816561,MDBP,Cal Band Parents Club,Member,Current
816572,MA3,Cal Advocate,Advocate,Current
816572,ML1,Former Student Library Employee,Staff,Former
816572,URCR,@Cal Registrant,Member,Current
816650,URCR,@Cal Registrant,Member,Current
816652,NULL,NULL,NULL,NULL
816673,CLEE,"Center for Law, Energy & Environment",Affiliate,Current
816705,CHETP,Chemistry 2000plus Era,Member,Current
816779,URCR,@Cal Registrant,Member,Current
816812,CAFCA,Friends of CAA,Friend,Current
816816,NULL,NULL,NULL,NULL
816863,CACSP,CAA The Berkeley Network,Member,Current
816863,RC96,CAA Berkeley Environment Alumni Network,Member,Current
816879,CAFCA,Friends of CAA,Friend,Current
816935,NULL,NULL,NULL,NULL
817191,URCR,@Cal Registrant,Member,Current
817230,NULL,NULL,NULL,NULL
817317,ATFAT,Friends of Athletics,Friend,Current
817317,MA3,Cal Advocate,Advocate,Current
817317,URCR,@Cal Registrant,Member,Current
817330,NULL,NULL,NULL,NULL
817341,NULL,NULL,NULL,NULL
817403,URCR,@Cal Registrant,Member,Current
817404,MBAAA,Haas MBA Alumni Audit Program,Alumnus/Alumna,Former
817404,URCR,@Cal Registrant,Member,Current
817408,URCR,@Cal Registrant,Member,Current
817467,CAFCA,Friends of CAA,Friend,Current
817500,URCR,@Cal Registrant,Member,Current
817518,ATFAT,Friends of Athletics,Friend,Current
817518,CAFCA,Friends of CAA,Friend,Current
817518,MA3,Cal Advocate,Advocate,Current
817518,URCR,@Cal Registrant,Member,Current
817537,MUA4,Student Affairs Career Center Cal Extern,Member,Former
817537,URCR,@Cal Registrant,Member,Current
817574,URCR,@Cal Registrant,Member,Current
817587,ATFAT,Friends of Athletics,Friend,Current
817587,MS2,Friends of Haas Business School,Friend,Current
817587,OC1,Order of the Golden Bear,Member,Current
817587,OC6,CAA Prytanean Alumnae,Member,Current
817587,RC10,CAA Orange County Cal Alumni Club,Member,Current
817587,RC45,CAA Lake Tahoe Alumni Club,Member,Current
817602,CAFCA,Friends of CAA,Friend,Current
817602,MA3,Cal Advocate,Advocate,Current
817602,URCR,@Cal Registrant,Member,Current
817604,URCR,@Cal Registrant,Member,Current
817615,CACSP,CAA The Berkeley Network,Member,Current
817615,MA3,Cal Advocate,Advocate,Current
817615,MU13,Haas Boost Program,Mentor,Current
817615,URCR,@Cal Registrant,Member,Current
817631,AU67,Haas Center for Responsible Business,Alumnus/Alumna,Current
817631,BUIBD,Haas International Business Development,Friend,Current
817631,BUSPP,Haas General Speaker,Panelist,Current
817631,CAFPC,CAA Friends of Pinecrest,Friend,Current
817631,HSBUP,Haas Undergraduate Program,Mentor,Current
817631,LHSM,Lawrence Hall of Science Member,Member,Former
817631,MA12,CAA Lair of the Golden Bear Camper,Member,Current
817631,URCR,@Cal Registrant,Member,Current
817638,BUCMG,Haas Career Management Group,Mentor,Current
817638,HSBUP,Haas Undergraduate Program,Mentor,Current
817638,MA3,Cal Advocate,Advocate,Current
817638,URCR,@Cal Registrant,Member,Current
817652,NULL,NULL,NULL,NULL
817669,CAFCA,Friends of CAA,Friend,Current
817669,MA12,CAA Lair of the Golden Bear Camper,Member,Current
817669,RC67,CAA Berkeley Chinese Alumni Int'l Assoc,Member,Current
817669,URCR,@Cal Registrant,Member,Current
817673,BUCMG,Haas Career Management Group,Counselee,Former
817673,CAFCA,Friends of CAA,Friend,Current
817673,MA3,Cal Advocate,Advocate,Current
817673,URCR,@Cal Registrant,Member,Current
817680,NULL,NULL,NULL,NULL
817727,HCSHA,Haas Alumni Chapter Shanghai,Member,Current
817727,MA3,Cal Advocate,Advocate,Current
817727,URCR,@Cal Registrant,Member,Current
817779,URCR,@Cal Registrant,Member,Current
817789,NULL,NULL,NULL,NULL
817867,NULL,NULL,NULL,NULL
817953,AU67,Haas Center for Responsible Business,Alumnus/Alumna,Current
817963,URCR,@Cal Registrant,Member,Current
817964,MA3,Cal Advocate,Advocate,Current
817964,URCR,@Cal Registrant,Member,Current
817968,URCR,@Cal Registrant,Member,Current
818007,NULL,NULL,NULL,NULL
818055,NULL,NULL,NULL,NULL
818078,NULL,NULL,NULL,NULL
818088,AU67,Haas Center for Responsible Business,Alumnus/Alumna,Current
818088,HCSHA,Haas Alumni Chapter Shanghai,Member,Current
818088,MA3,Cal Advocate,Advocate,Current
818088,MU13,Haas Boost Program,Mentor,Current
818088,RC67,CAA Berkeley Chinese Alumni Int'l Assoc,Member,Current
818088,URCR,@Cal Registrant,Member,Current
818089,NULL,NULL,NULL,NULL
818150,URCR,@Cal Registrant,Member,Current
818159,BUIBD,Haas International Business Development,Friend,Current
818159,URCR,@Cal Registrant,Member,Current
818242,HCSHA,Haas Alumni Chapter Shanghai,Member,Current
818242,URCR,@Cal Registrant,Member,Current
818284,AU67,Haas Center for Responsible Business,Alumnus/Alumna,Current
818284,BUCMG,Haas Career Management Group,Counselee,Former
818284,BUIBD,Haas International Business Development,Friend,Current
818284,URCR,@Cal Registrant,Member,Current
818303,AU67,Haas Center for Responsible Business,Friend,Current
818303,URCR,@Cal Registrant,Member,Current
818315,URCR,@Cal Registrant,Member,Current
818362,URCR,@Cal Registrant,Member,Current
818403,NULL,NULL,NULL,NULL
818438,CAFCA,Friends of CAA,Friend,Current
818438,MA3,Cal Advocate,Advocate,Current
818438,URCR,@Cal Registrant,Member,Current
818451,NULL,NULL,NULL,NULL
818502,CAFCA,Friends of CAA,Friend,Current
818613,ATFAT,Friends of Athletics,Friend,Current
818613,CAFCA,Friends of CAA,Friend,Current
818613,JLFJI,Jewish Law & Israel Studies Inst,Friend,Current
818613,MA12,CAA Lair of the Golden Bear Camper,Member,Current
818613,OC1,Order of the Golden Bear,Member,Current
818790,CAFCA,Friends of CAA,Friend,Current
818790,M2,CAA Lair of the Golden Bear Staff Alums,Staff,Former
818790,MA12,CAA Lair of the Golden Bear Camper,Member,Current
818790,MA12,CAA Lair of the Golden Bear Camper,Member,Former
818790,RC30,CAA Lair Staff Alumni Club,Member,Current
818918,CAFCA,Friends of CAA,Friend,Current
818918,CAFPC,CAA Friends of Pinecrest,Member,Current
818918,MA12,CAA Lair of the Golden Bear Camper,Member,Current
818918,MUA3,Student Affairs Career Ctr Externship Sp,Member,Current
818957,CAFCA,Friends of CAA,Friend,Current
818957,MA3,Cal Advocate,Advocate,Current
818957,ML1,Former Student Library Employee,Staff,Former
818957,OC1,Order of the Golden Bear,Member,Current
818958,CACSP,CAA The Berkeley Network,Member,Current
818958,URCR,@Cal Registrant,Member,Current
818986,NULL,NULL,NULL,NULL
819027,CAFCA,Friends of CAA,Friend,Current
819027,MA3,Cal Advocate,Advocate,Current
819027,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Former
819027,RC62,CAA Cal Alumni Club of Washington DC,Member,Former
819027,URCR,@Cal Registrant,Member,Current
819082,MUFMU,Friends of Music,Friend,Current
819082,URCR,@Cal Registrant,Member,Current
819194,CAFCA,Friends of CAA,Friend,Current
819194,RC62,CAA Cal Alumni Club of Washington DC,Member,Former
819208,URCR,@Cal Registrant,Member,Current
819480,CAFCA,Friends of CAA,Friend,Current
819480,JLFJI,Jewish Law & Israel Studies Inst,Friend,Current
819480,MA3,Cal Advocate,Advocate,Current
819480,MC2,Cal Performances Patrons,Patron,Former
819480,ML2,Magnes Collection Constituent,Friend,Current
819480,TLOLI,Osher Lifelong Learning Institute,Member,Former
819806,MA3,Cal Advocate,Advocate,Current
819806,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Former
819806,RC18,CAA Cal Alumni Los Angeles Chapter,Member,Current
819814,CAFCA,Friends of CAA,Friend,Current
819814,MC2,Cal Performances Patrons,Patron,Former
819909,ATFAT,Friends of Athletics,Friend,Current
819909,CAFCA,Friends of CAA,Friend,Current
819950,CAFCA,Friends of CAA,Friend,Current
819950,MA3,Cal Advocate,Advocate,Current
819984,CAFCA,Friends of CAA,Friend,Current
819984,MC2,Cal Performances Patrons,Patron,Former
819984,URCR,@Cal Registrant,Member,Current
819998,CAFCA,Friends of CAA,Friend,Current
819998,URCR,@Cal Registrant,Member,Current
820099,ATFAT,Friends of Athletics,Friend,Current
820099,CAFCA,Friends of CAA,Friend,Current
820099,MC2,Cal Performances Patrons,Patron,Former
820120,CACSP,CAA The Berkeley Network,Member,Current
820120,MC2,Cal Performances Patrons,Patron,Former
820151,CACSP,CAA The Berkeley Network,Member,Current
820151,CAFCA,Friends of CAA,Friend,Current
820151,MA3,Cal Advocate,Advocate,Current
820151,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Former
820151,RC18,CAA Cal Alumni Los Angeles Chapter,Member,Current
820151,RC26,CAA Cal Alumni Club of Long Beach,Member,Current
820151,RC47,CAA Cal Alumni Club of Phoenix,Member,Current
820151,RD1,CAA Art Alumni Group,Member,Current
820151,URCR,@Cal Registrant,Member,Current
820169,CAFCA,Friends of CAA,Friend,Current
820169,MA3,Cal Advocate,Advocate,Current
820169,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Current
820169,RC11,*CAA Alumni Club Officer,Member,Former
820169,RC18,CAA Cal Alumni Los Angeles Chapter,Board Member,Former
820169,RC18,CAA Cal Alumni Los Angeles Chapter,Member,Current
820169,RC18,CAA Cal Alumni Los Angeles Chapter,President,Current
820169,RC9,*CAA Club Presidents,President,Former
820169,URCR,@Cal Registrant,Member,Current
820169,URSMA,Cal Alumni Nwk Social Media Ambassadors,Volunteer,Current
820169,X11,Daily Cal Staff Alumni,Member,Current
820237,NULL,NULL,NULL,NULL
820275,CAFCA,Friends of CAA,Friend,Current
820275,MA3,Cal Advocate,Advocate,Current
820280,CACSP,CAA The Berkeley Network,Member,Current
820385,ATFAT,Friends of Athletics,Friend,Current
820385,CAFCA,Friends of CAA,Friend,Current
820385,MC2,Cal Performances Patrons,Patron,Former
820420,MA3,Cal Advocate,Advocate,Current
820420,MC2,Cal Performances Patrons,Patron,Former
820420,TLOLI,Osher Lifelong Learning Institute,Member,Former
820697,BAMFR,Followers of BAM/PFA,Member,Current
820697,CAFCA,Friends of CAA,Friend,Current
820697,MA3,Cal Advocate,Advocate,Current
820697,MC2,Cal Performances Patrons,Patron,Former
820697,URCR,@Cal Registrant,Member,Current
820754,CAFCA,Friends of CAA,Friend,Current
820754,MC2,Cal Performances Patrons,Patron,Former
820830,CAFCA,Friends of CAA,Friend,Current
820830,MA3,Cal Advocate,Advocate,Current
821027,CAFCA,Friends of CAA,Friend,Current
821027,LSBSP,Biology Scholars Program,Member,Current
821027,URCR,@Cal Registrant,Member,Current
821090,CAFCA,Friends of CAA,Friend,Current
821118,URCR,@Cal Registrant,Member,Current
821155,NULL,NULL,NULL,NULL
821183,CAFCA,Friends of CAA,Friend,Current
821183,CHETP,Chemistry 2000plus Era,Member,Current
821191,CAFCA,Friends of CAA,Friend,Current
821191,MDBP,Cal Band Parents Club,Member,Current
821191,MDBP,Cal Band Parents Club,Member,Former
821199,NULL,NULL,NULL,NULL
821208,MA3,Cal Advocate,Advocate,Current
821216,MFRC,Berkeley Advancement Community,Member,Current
821216,ML1,Former Student Library Employee,Staff,Former
821234,BCLB,Berkeley Center for Law & Business,Friend,Current
821234,BLPIL,Berkeley Law Partners in Leadership,Member,Current
821234,BLPIL,Berkeley Law Partners in Leadership,Member,Former
821234,LWLC,Legal Clerkship,Affiliate,Former
821234,MOOTC,Moot Court Competition,Affiliate,Current
821265,ATFAT,Friends of Athletics,Friend,Current
821265,CAFCA,Friends of CAA,Friend,Current
821265,URCR,@Cal Registrant,Member,Current
821295,ATFAT,Friends of Athletics,Friend,Current
821295,CACSP,CAA The Berkeley Network,Member,Current
821295,M2,CAA Lair of the Golden Bear Staff Alums,Staff,Former
821295,MA3,Cal Advocate,Advocate,Current
821295,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Former
821295,RC11,*CAA Alumni Club Officer,Member,Former
821295,RC30,CAA Lair Staff Alumni Club,Member,Current
821295,RC35,CAA Cal Band Alumni Association,Member,Current
821295,RC35,CAA Cal Band Alumni Association,President,Former
821295,RC9,*CAA Club Presidents,Member,Former
821295,URCR,@Cal Registrant,Member,Current
821295,URSMA,Cal Alumni Nwk Social Media Ambassadors,Volunteer,Current
821296,ECFEC,Friends of Education,Friend,Current
821296,IMFIM,Friends of I-School,Friend,Current
821296,MFRC,Berkeley Advancement Community,Member,Former
821442,MA3,Cal Advocate,Advocate,Current
821442,URCR,@Cal Registrant,Member,Current
821446,CAFCA,Friends of CAA,Friend,Current
821446,RC18,CAA Cal Alumni Los Angeles Chapter,Member,Current
821446,URCR,@Cal Registrant,Member,Current
821457,CAFCA,Friends of CAA,Friend,Current
821457,MUFMU,Friends of Music,Friend,Current
821457,URCR,@Cal Registrant,Member,Current
821580,MA3,Cal Advocate,Advocate,Current
821580,MB3,Big C Society,Member,Current
821580,RC20,CAA Cal Alumni Club of Austin,Member,Current
821820,CAFCA,Friends of CAA,Friend,Current
821907,CACSP,CAA The Berkeley Network,Member,Current
821907,MA3,Cal Advocate,Advocate,Current
821907,URCR,@Cal Registrant,Member,Current
822025,ATFAT,Friends of Athletics,Friend,Current
822025,CAFCA,Friends of CAA,Friend,Current
822025,URCR,@Cal Registrant,Member,Current
822094,CAFCA,Friends of CAA,Friend,Current
822094,CAFPC,CAA Friends of Pinecrest,Member,Current
822094,MA12,CAA Lair of the Golden Bear Camper,Member,Current
822145,CAFCA,Friends of CAA,Friend,Current
822198,MA3,Cal Advocate,Advocate,Current
822201,CAFCA,Friends of CAA,Friend,Current
822292,NULL,NULL,NULL,NULL
822361,NULL,NULL,NULL,NULL
822505,NULL,NULL,NULL,NULL
822569,CACSP,CAA The Berkeley Network,Prospective Volunteer,Current
