entity_id,committee_code,committee_desc,committee_role_desc,unit_desc
776603,NULL,NULL,NULL,NULL
776604,NULL,NULL,NULL,NULL
776622,NULL,NULL,NULL,NULL
776635,NULL,NULL,NULL,NULL
776644,NULL,NULL,NULL,NULL
776650,NULL,NULL,NULL,NULL
776680,NULL,NULL,NULL,NULL
776696,NULL,NULL,NULL,NULL
776710,NULL,NULL,NULL,NULL
776732,NULL,NULL,NULL,NULL
776734,NULL,NULL,NULL,NULL
776765,NULL,NULL,NULL,NULL
776766,NULL,NULL,NULL,NULL
776776,NULL,NULL,NULL,NULL
776785,NULL,NULL,NULL,NULL
776790,NULL,NULL,NULL,NULL
776794,NULL,NULL,NULL,NULL
776795,NULL,NULL,NULL,NULL
776796,NULL,NULL,NULL,NULL
776799,NULL,NULL,NULL,NULL
776871,NULL,NULL,NULL,NULL
776877,NULL,NULL,NULL,NULL
776879,NULL,NULL,NULL,NULL
776892,NULL,NULL,NULL,NULL
776893,NULL,NULL,NULL,NULL
776899,NULL,NULL,NULL,NULL
776910,NULL,NULL,NULL,NULL
776973,NULL,NULL,NULL,NULL
776976,NULL,NULL,NULL,NULL
776998,NULL,NULL,NULL,NULL
777007,NULL,NULL,NULL,NULL
777017,NULL,NULL,NULL,NULL
777019,NULL,NULL,NULL,NULL
777029,NULL,NULL,NULL,NULL
777036,NULL,NULL,NULL,NULL
777053,NULL,NULL,NULL,NULL
777070,NULL,NULL,NULL,NULL
777082,NULL,NULL,NULL,NULL
777087,NULL,NULL,NULL,NULL
777096,NULL,NULL,NULL,NULL
777107,NULL,NULL,NULL,NULL
777108,NULL,NULL,NULL,NULL
777113,NULL,NULL,NULL,NULL
777116,NULL,NULL,NULL,NULL
777118,NULL,NULL,NULL,NULL
777122,NULL,NULL,NULL,NULL
777133,NULL,NULL,NULL,NULL
777138,NULL,NULL,NULL,NULL
777146,NULL,NULL,NULL,NULL
777148,NULL,NULL,NULL,NULL
777156,NULL,NULL,NULL,NULL
777162,NULL,NULL,NULL,NULL
777178,NULL,NULL,NULL,NULL
777192,NULL,NULL,NULL,NULL
777198,NULL,NULL,NULL,NULL
777202,NULL,NULL,NULL,NULL
777205,NULL,NULL,NULL,NULL
777206,NULL,NULL,NULL,NULL
