entity_id,awd_honor_code,awd_honor_desc
4,NULL,NULL
29,NULL,NULL
31,NULL,NULL
39,NULL,NULL
51,NULL,NULL
54,NULL,NULL
59,NULL,NULL
72,NULL,NULL
80,NULL,NULL
98,NULL,NULL
114,NULL,NULL
116,NULL,NULL
151,NULL,NULL
194,NULL,NULL
222,NULL,NULL
235,NULL,NULL
246,PBK,Phi Beta Kappa
258,NULL,NULL
260,NULL,NULL
265,NULL,NULL
280,NULL,NULL
282,NULL,NULL
295,NULL,NULL
297,NULL,NULL
301,NULL,NULL
342,NULL,NULL
344,NULL,NULL
347,NULL,NULL
350,NULL,NULL
352,NULL,NULL
371,NULL,NULL
388,CAL,CAA Leadership Award Scholar
391,NULL,NULL
409,NULL,NULL
417,NULL,NULL
439,NULL,NULL
443,NULL,NULL
459,NULL,NULL
461,NULL,NULL
463,NULL,NULL
464,NULL,NULL
470,NULL,NULL
476,NULL,NULL
480,NULL,NULL
485,NULL,NULL
490,NULL,NULL
496,CAA,Alumnus/a of the Year Award
496,OTH,Other Award
501,NULL,NULL
517,CAX,CAA Excellence in Service Award
517,TRC,Trustees' Citation
517,WOA,Wheeler Oak Meritorious Award
543,NULL,NULL
548,NULL,NULL
556,NULL,NULL
567,NULL,NULL
572,NULL,NULL
574,NULL,NULL
576,NULL,NULL
583,NULL,NULL
597,NULL,NULL
604,NULL,NULL
609,NULL,NULL
617,NULL,NULL
618,NULL,NULL
632,AHF,California Athletics Hall of Fame
642,NULL,NULL
647,LWO,Order of the Coif
667,NULL,NULL
706,NULL,NULL
713,NULL,NULL
724,LWO,Order of the Coif
732,NULL,NULL
772,NULL,NULL
775,NULL,NULL
776,NULL,NULL
790,NULL,NULL
792,NULL,NULL
806,NULL,NULL
809,NULL,NULL
841,NULL,NULL
846,CAL,CAA Leadership Award Scholar
851,NULL,NULL
865,NULL,NULL
867,NULL,NULL
883,NULL,NULL
885,CAX,CAA Excellence in Service Award
899,NULL,NULL
900,LWO,Order of the Coif
953,NULL,NULL
965,NULL,NULL
968,CAL,CAA Leadership Award Scholar
978,NULL,NULL
987,NULL,NULL
1006,BCA,Berkeley Citation Award
1006,WOA,Wheeler Oak Meritorious Award
1015,ACK,Clark Kerr Award
1015,BCA,Berkeley Citation Award
1015,CAA,Alumnus/a of the Year Award
1015,MFR,Meyerson Faculty Research Lecturer
1015,NOB,Nobel Prize
1015,UHI,Elise & Walter A Haas Int'l Award
1015,WOA,Wheeler Oak Meritorious Award
1023,NULL,NULL
1035,NULL,NULL
1057,NULL,NULL
1064,NULL,NULL
1066,NULL,NULL
1092,NULL,NULL
1102,NULL,NULL
1103,NULL,NULL
1109,NULL,NULL
1121,NULL,NULL
1126,PBK,Phi Beta Kappa
1128,NULL,NULL
1151,NULL,NULL
1155,NULL,NULL
1162,NULL,NULL
1163,RSA,Regents' Scholar-Aid Recipient
1168,NULL,NULL
1169,NULL,NULL
1177,NULL,NULL
1184,NULL,NULL
1194,NULL,NULL
1196,NULL,NULL
1197,PBK,Phi Beta Kappa
1202,NULL,NULL
1207,CAX,CAA Excellence in Service Award
1208,NULL,NULL
1222,NULL,NULL
1233,NULL,NULL
1234,NULL,NULL
1245,NULL,NULL
1262,CAL,CAA Leadership Award Scholar
1262,PBK,Phi Beta Kappa
1287,NULL,NULL
1296,NULL,NULL
1301,NULL,NULL
1302,NULL,NULL
1306,CAL,CAA Leadership Award Scholar
1306,GDB,Berkeley Fellowship Recipient
1306,SVA,Spirit of 1868 Volunteer Award
1306,WOA,Wheeler Oak Meritorious Award
1315,PBK,Phi Beta Kappa
1323,NULL,NULL
1328,NULL,NULL
1330,NULL,NULL
1335,PBK,Phi Beta Kappa
1339,NULL,NULL
1347,NULL,NULL
1353,NULL,NULL
1373,NULL,NULL
1376,NULL,NULL
1379,PBK,Phi Beta Kappa
1381,TRC,Trustees' Citation
1417,NULL,NULL
1425,NULL,NULL
1428,NULL,NULL
1432,CAL,CAA Leadership Award Scholar
1443,NULL,NULL
1447,PBK,Phi Beta Kappa
1456,NULL,NULL
1459,PBK,Phi Beta Kappa
1466,NULL,NULL
1489,NULL,NULL
1495,NULL,NULL
1506,NULL,NULL
1508,NULL,NULL
1511,CAL,CAA Leadership Award Scholar
1511,PBK,Phi Beta Kappa
1513,NULL,NULL
1518,CAL,CAA Leadership Award Scholar
1519,NULL,NULL
1532,NULL,NULL
1564,NULL,NULL
1568,NULL,NULL
1581,BUN,Haas Public Service Award Nominee
1581,CAG,CAA Robert G. & Ida W. Sproul Award
1581,CAX,CAA Excellence in Service Award
1581,TRC,Trustees' Citation
1581,WOA,Wheeler Oak Meritorious Award
1584,NULL,NULL
1594,NULL,NULL
1600,NULL,NULL
1602,NULL,NULL
1616,NULL,NULL
1629,NULL,NULL
1652,NULL,NULL
1655,NULL,NULL
1677,NULL,NULL
1681,NULL,NULL
1687,NULL,NULL
1690,NULL,NULL
1699,NULL,NULL
1711,NULL,NULL
1721,ENA,Distinguished Engr Alumni Award
1721,PBK,Phi Beta Kappa
1721,UMR,University Medal Recipient
1721,WOA,Wheeler Oak Meritorious Award
1727,BUN,Haas Public Service Award Nominee
1727,CHC,Chancellor's Community Service Award
1758,NULL,NULL
1762,ENA,Distinguished Engr Alumni Award
1762,PBK,Phi Beta Kappa
1768,NULL,NULL
1773,NULL,NULL
1790,CAL,CAA Leadership Award Scholar
1796,NULL,NULL
1802,NULL,NULL
1804,NULL,NULL
1816,NULL,NULL
1828,NULL,NULL
1845,NULL,NULL
1850,NULL,NULL
1868,PBK,Phi Beta Kappa
1871,NULL,NULL
1876,NULL,NULL
1893,NULL,NULL
1920,AHF,California Athletics Hall of Fame
1930,NULL,NULL
1949,NULL,NULL
1975,NULL,NULL
1977,NULL,NULL
2008,NULL,NULL
2017,NULL,NULL
2032,NULL,NULL
2034,NULL,NULL
2055,CA1,CAA Rosalie M. Stern Award
2055,CAL,CAA Leadership Award Scholar
2066,NULL,NULL
2092,NULL,NULL
2095,NULL,NULL
2097,LWO,Order of the Coif
2109,PBK,Phi Beta Kappa
2113,NULL,NULL
2114,NULL,NULL
2115,NULL,NULL
2116,NULL,NULL
2121,NULL,NULL
2130,NULL,NULL
2131,NULL,NULL
2134,NULL,NULL
2153,NULL,NULL
2164,NULL,NULL
2166,NULL,NULL
2170,NULL,NULL
2186,NULL,NULL
2199,NULL,NULL
2204,NULL,NULL
2232,NULL,NULL
2239,NULL,NULL
2257,NULL,NULL
2279,NULL,NULL
2281,NULL,NULL
2286,NULL,NULL
2308,NULL,NULL
2313,NULL,NULL
2315,NULL,NULL
2326,NULL,NULL
2339,NULL,NULL
2343,NULL,NULL
2345,NULL,NULL
2346,NULL,NULL
2362,NULL,NULL
2379,CAL,CAA Leadership Award Scholar
2388,NULL,NULL
2389,NULL,NULL
2394,NULL,NULL
2412,NULL,NULL
2436,NULL,NULL
2463,NULL,NULL
2520,NULL,NULL
2532,CAC,CAA Alumni Citation
2546,NULL,NULL
2559,NULL,NULL
2615,CAE,CAA Excellence in Achievement Award
2616,NULL,NULL
2629,NULL,NULL
2642,NULL,NULL
2653,CAG,CAA Robert G. & Ida W. Sproul Award
2657,NULL,NULL
2665,NULL,NULL
2666,NULL,NULL
2681,NULL,NULL
2685,NULL,NULL
2694,NULL,NULL
2705,NULL,NULL
2712,NULL,NULL
2723,NULL,NULL
2739,NULL,NULL
2740,BTC,BerkeleyLaw Trustee's Citation
2740,NCL,Top 100 No. California Super Lawyers
2740,NCW,Top 50 Women No. Calif. Super Lawyers
2740,TRC,Trustees' Citation
2740,WOA,Wheeler Oak Meritorious Award
2745,NULL,NULL
2748,NULL,NULL
2757,NULL,NULL
2758,NULL,NULL
2761,NULL,NULL
2775,NULL,NULL
2777,NULL,NULL
2791,NULL,NULL
2795,NULL,NULL
2810,NULL,NULL
2819,NULL,NULL
2820,NULL,NULL
2822,NULL,NULL
2842,NULL,NULL
2883,NULL,NULL
2889,LWO,Order of the Coif
2893,BLA,Best Lawyers in America
2893,LWO,Order of the Coif
2899,NULL,NULL
2917,NULL,NULL
2932,NULL,NULL
2935,NULL,NULL
2936,TRC,Trustees' Citation
2936,WOA,Wheeler Oak Meritorious Award
2970,NULL,NULL
2996,NULL,NULL
3012,NULL,NULL
3025,NULL,NULL
3050,NULL,NULL
3055,NULL,NULL
3059,NULL,NULL
3069,NULL,NULL
3079,NULL,NULL
3082,NULL,NULL
3100,NULL,NULL
3109,NULL,NULL
3113,NULL,NULL
3119,LWO,Order of the Coif
3120,NULL,NULL
3121,PBK,Phi Beta Kappa
3133,TRC,Trustees' Citation
3133,WOA,Wheeler Oak Meritorious Award
3150,NULL,NULL
3162,NULL,NULL
3178,NULL,NULL
3186,NULL,NULL
3187,NULL,NULL
3196,NULL,NULL
3198,NULL,NULL
3233,NULL,NULL
3234,NULL,NULL
3241,NULL,NULL
3261,NULL,NULL
3284,NULL,NULL
3295,NULL,NULL
3297,NULL,NULL
3305,NULL,NULL
3308,NULL,NULL
3313,NULL,NULL
3314,NULL,NULL
3327,NULL,NULL
3328,NULL,NULL
3349,NULL,NULL
3365,NULL,NULL
3383,NULL,NULL
3386,NULL,NULL
3400,NULL,NULL
3407,NULL,NULL
3408,NULL,NULL
3433,NULL,NULL
3452,NULL,NULL
3494,NULL,NULL
3495,NULL,NULL
3528,NULL,NULL
3535,NULL,NULL
3541,NULL,NULL
3545,TRC,Trustees' Citation
3546,NULL,NULL
3569,PBK,Phi Beta Kappa
3570,NULL,NULL
3579,NULL,NULL
3580,NULL,NULL
3583,NULL,NULL
3603,NULL,NULL
3627,NULL,NULL
3632,NULL,NULL
3642,NULL,NULL
3678,NULL,NULL
3708,NULL,NULL
3711,PBK,Phi Beta Kappa
3730,NULL,NULL
3734,NULL,NULL
3777,PBK,Phi Beta Kappa
3785,NULL,NULL
3793,NULL,NULL
3798,NULL,NULL
3838,NULL,NULL
3856,NULL,NULL
3857,XNA,National Academy of Engineering (NAE)
3860,NULL,NULL
3897,NULL,NULL
3900,NULL,NULL
3923,CAX,CAA Excellence in Service Award
3923,SVA,Spirit of 1868 Volunteer Award
3923,WOA,Wheeler Oak Meritorious Award
3935,NULL,NULL
3942,NULL,NULL
3948,NULL,NULL
3955,NULL,NULL
3966,NULL,NULL
3972,NULL,NULL
3974,NULL,NULL
3978,NULL,NULL
3981,NULL,NULL
4027,NULL,NULL
4029,NULL,NULL
4032,CAL,CAA Leadership Award Scholar
4039,TRC,Trustees' Citation
4042,NULL,NULL
4043,NULL,NULL
4054,NULL,NULL
4055,NULL,NULL
4057,NULL,NULL
4059,PBK,Phi Beta Kappa
4068,NULL,NULL
4113,NULL,NULL
4118,NULL,NULL
4138,NULL,NULL
4152,NULL,NULL
4161,NULL,NULL
4166,NULL,NULL
4183,XNA,National Academy of Engineering (NAE)
4184,PBK,Phi Beta Kappa
4191,NULL,NULL
4201,NULL,NULL
4216,NULL,NULL
4251,NULL,NULL
4262,NULL,NULL
4273,LWO,Order of the Coif
4275,NULL,NULL
4287,NULL,NULL
4292,NULL,NULL
4298,NULL,NULL
4306,NULL,NULL
4310,NULL,NULL
4330,TRC,Trustees' Citation
4332,NULL,NULL
4357,CAL,CAA Leadership Award Scholar
4360,NULL,NULL
4370,NULL,NULL
4390,NULL,NULL
4408,NULL,NULL
4425,NULL,NULL
4431,NULL,NULL
4444,NULL,NULL
4452,NULL,NULL
4454,NULL,NULL
4467,NULL,NULL
4475,NULL,NULL
4480,NULL,NULL
4485,CA1,CAA Rosalie M. Stern Award
4504,CHA,Chancellor's Award
4504,WOA,Wheeler Oak Meritorious Award
4511,NULL,NULL
4513,NULL,NULL
4521,NULL,NULL
4534,NULL,NULL
4547,CAL,CAA Leadership Award Scholar
4555,NULL,NULL
4576,NULL,NULL
4578,NULL,NULL
4581,PBK,Phi Beta Kappa
4589,NULL,NULL
4624,NULL,NULL
4635,NULL,NULL
4643,NULL,NULL
4656,CAG,CAA Robert G. & Ida W. Sproul Award
4664,NULL,NULL
4669,NULL,NULL
4681,NULL,NULL
4715,NULL,NULL
4723,NULL,NULL
4769,NULL,NULL
4801,NULL,NULL
4804,NULL,NULL
4820,NULL,NULL
4837,NULL,NULL
4846,NULL,NULL
4850,NULL,NULL
4863,NULL,NULL
4875,NULL,NULL
4893,NULL,NULL
4902,NULL,NULL
4909,NULL,NULL
4918,NULL,NULL
4923,NULL,NULL
4946,NULL,NULL
4956,NULL,NULL
4964,NULL,NULL
4974,NULL,NULL
4994,NULL,NULL
5004,NULL,NULL
5023,NULL,NULL
5024,NULL,NULL
5042,NULL,NULL
5043,NULL,NULL
5050,NULL,NULL
5058,NULL,NULL
5065,NULL,NULL
5084,NULL,NULL
5101,NULL,NULL
5109,NULL,NULL
5111,NULL,NULL
5126,NULL,NULL
5137,ACK,Clark Kerr Award
5137,ADA,EN CE Acad of Distinguish Alumni
5137,BMA,Berkeley Medal Recipient
5137,CAA,Alumnus/a of the Year Award
5137,ENA,Distinguished Engr Alumni Award
5137,XNA,National Academy of Engineering (NAE)
5163,NULL,NULL
5164,NULL,NULL
5173,NULL,NULL
5176,NULL,NULL
5181,LWO,Order of the Coif
5200,NULL,NULL
5201,NULL,NULL
5203,NULL,NULL
5207,NULL,NULL
5218,NULL,NULL
5235,NULL,NULL
5256,NULL,NULL
5257,NULL,NULL
5262,NULL,NULL
5292,NULL,NULL
5304,NULL,NULL
5313,NULL,NULL
5323,NULL,NULL
5325,PBK,Phi Beta Kappa
5336,PBK,Phi Beta Kappa
5342,NULL,NULL
5354,NULL,NULL
5367,PBK,Phi Beta Kappa
5370,CAL,CAA Leadership Award Scholar
5372,NULL,NULL
5394,NULL,NULL
5397,NULL,NULL
5409,NULL,NULL
5418,NULL,NULL
5426,NULL,NULL
5439,NULL,NULL
5441,NULL,NULL
5447,CAL,CAA Leadership Award Scholar
5451,NULL,NULL
5465,NULL,NULL
5476,NULL,NULL
5490,NULL,NULL
5506,NULL,NULL
5509,NULL,NULL
5519,NULL,NULL
5521,NULL,NULL
5535,NULL,NULL
5536,CAL,CAA Leadership Award Scholar
5536,LWO,Order of the Coif
5545,NULL,NULL
5559,CAG,CAA Robert G. & Ida W. Sproul Award
5559,PBK,Phi Beta Kappa
5570,NULL,NULL
5571,NULL,NULL
5579,NULL,NULL
5586,NULL,NULL
5594,NULL,NULL
5612,NULL,NULL
5638,PBK,Phi Beta Kappa
5651,BTC,BerkeleyLaw Trustee's Citation
5651,TRC,Trustees' Citation
5652,NULL,NULL
5667,NULL,NULL
5669,NULL,NULL
5671,NULL,NULL
5674,NULL,NULL
5694,CHA,Chancellor's Award
5694,GDB,Berkeley Fellowship Recipient
5694,WOA,Wheeler Oak Meritorious Award
5699,NULL,NULL
5704,NULL,NULL
5705,NULL,NULL
5713,NULL,NULL
5719,NULL,NULL
5726,NULL,NULL
5773,NULL,NULL
5776,PBK,Phi Beta Kappa
5795,NULL,NULL
5814,NULL,NULL
5828,NULL,NULL
5833,NULL,NULL
5867,NULL,NULL
5868,NULL,NULL
5875,NULL,NULL
5907,CAL,CAA Leadership Award Scholar
5913,LWO,Order of the Coif
5921,NULL,NULL
5933,NULL,NULL
5940,NULL,NULL
5966,NULL,NULL
5967,NULL,NULL
5974,NULL,NULL
5979,NULL,NULL
5984,NULL,NULL
5987,NULL,NULL
6003,NULL,NULL
6007,NULL,NULL
6012,NULL,NULL
6017,NULL,NULL
6022,NULL,NULL
6036,NULL,NULL
6042,NULL,NULL
6063,NULL,NULL
6067,NULL,NULL
6074,NULL,NULL
6076,NULL,NULL
6079,NULL,NULL
6112,ADA,EN CE Acad of Distinguish Alumni
6112,ENA,Distinguished Engr Alumni Award
6112,XNA,National Academy of Engineering (NAE)
6119,CAL,CAA Leadership Award Scholar
6119,PBK,Phi Beta Kappa
6121,NULL,NULL
6134,NULL,NULL
6145,NULL,NULL
6180,NULL,NULL
6193,NULL,NULL
6194,CEA,Campanile Excellence in Achievement Awd
6198,CAL,CAA Leadership Award Scholar
6204,NULL,NULL
6216,NULL,NULL
6218,NULL,NULL
6225,NULL,NULL
6227,CAL,CAA Leadership Award Scholar
6228,CAL,CAA Leadership Award Scholar
6228,LWO,Order of the Coif
6232,NULL,NULL
6242,NULL,NULL
6245,NULL,NULL
6271,NULL,NULL
6276,NULL,NULL
6281,PBK,Phi Beta Kappa
6286,NULL,NULL
6289,NULL,NULL
6296,NULL,NULL
6299,LWO,Order of the Coif
6307,NULL,NULL
6322,NULL,NULL
6355,NULL,NULL
6366,NULL,NULL
6375,NULL,NULL
6378,NULL,NULL
6379,NULL,NULL
6380,NULL,NULL
6381,NULL,NULL
6389,NULL,NULL
6394,NULL,NULL
6408,NULL,NULL
6412,NULL,NULL
6415,NULL,NULL
6432,NULL,NULL
6447,NULL,NULL
6454,NULL,NULL
6513,NULL,NULL
6522,NULL,NULL
6528,NULL,NULL
6567,NULL,NULL
6572,NULL,NULL
6632,NULL,NULL
6634,NULL,NULL
6640,NULL,NULL
6642,BTC,BerkeleyLaw Trustee's Citation
6642,CAL,CAA Leadership Award Scholar
6642,TRC,Trustees' Citation
6644,NULL,NULL
6650,NULL,NULL
6654,WOA,Wheeler Oak Meritorious Award
6661,NULL,NULL
6666,PBK,Phi Beta Kappa
6710,NULL,NULL
6711,NULL,NULL
6718,NULL,NULL
6736,NULL,NULL
6755,NULL,NULL
6770,NULL,NULL
6788,NULL,NULL
6790,CAL,CAA Leadership Award Scholar
6795,AHF,California Athletics Hall of Fame
6795,GTS,Glenn T. Seaborg Award
6812,NULL,NULL
6816,NULL,NULL
6817,NULL,NULL
6828,NULL,NULL
6835,NULL,NULL
6851,NULL,NULL
6864,NULL,NULL
6866,NULL,NULL
6881,NULL,NULL
6883,NULL,NULL
6884,NULL,NULL
6885,NULL,NULL
6900,NULL,NULL
6910,BUB,Haas Business Leader of the Year
6910,WOA,Wheeler Oak Meritorious Award
6916,NULL,NULL
6939,NULL,NULL
6941,NULL,NULL
6945,NULL,NULL
6954,BCA,Berkeley Citation Award
6967,NULL,NULL
6992,NULL,NULL
7001,OAY,Optometry Alumnus of the Year
7033,NULL,NULL
7042,NULL,NULL
7045,NULL,NULL
7054,CAL,CAA Leadership Award Scholar
7054,PBK,Phi Beta Kappa
7091,CAC,CAA Alumni Citation
7093,NULL,NULL
7126,NULL,NULL
7128,NULL,NULL
7145,NULL,NULL
7148,NULL,NULL
7150,NULL,NULL
7155,NULL,NULL
7161,NULL,NULL
7165,NULL,NULL
7183,NULL,NULL
7209,NULL,NULL
7219,NULL,NULL
7232,NULL,NULL
7234,NULL,NULL
7252,NULL,NULL
7253,NULL,NULL
7254,NULL,NULL
7281,NULL,NULL
7289,LWO,Order of the Coif
7318,NULL,NULL
7325,NULL,NULL
7334,NULL,NULL
7345,NULL,NULL
7346,NULL,NULL
7353,NULL,NULL
7356,NULL,NULL
7374,NULL,NULL
7392,NULL,NULL
7398,NULL,NULL
7436,NULL,NULL
7451,NULL,NULL
7453,NULL,NULL
7470,NULL,NULL
7477,NULL,NULL
7494,CAL,CAA Leadership Award Scholar
7494,PBK,Phi Beta Kappa
7499,NULL,NULL
7524,NULL,NULL
7549,PBK,Phi Beta Kappa
7560,NULL,NULL
7568,NULL,NULL
7573,TRC,Trustees' Citation
7573,WOA,Wheeler Oak Meritorious Award
7587,NULL,NULL
7599,NULL,NULL
7602,NULL,NULL
7603,NULL,NULL
7622,NULL,NULL
7641,NULL,NULL
7646,NULL,NULL
7653,NULL,NULL
7654,NULL,NULL
7660,NULL,NULL
7661,NULL,NULL
7709,NULL,NULL
7738,NULL,NULL
7740,NULL,NULL
7764,NULL,NULL
7765,NULL,NULL
7804,NULL,NULL
7812,NULL,NULL
7827,NULL,NULL
7834,NULL,NULL
7857,NULL,NULL
7858,NULL,NULL
7892,WCE,Wiskocil Award in Civil Engineering
7898,NULL,NULL
7900,NULL,NULL
7903,BLA,Best Lawyers in America
7909,NULL,NULL
7917,NULL,NULL
7923,NULL,NULL
7924,NULL,NULL
7930,NULL,NULL
7935,NULL,NULL
7938,NULL,NULL
7952,NULL,NULL
7972,NULL,NULL
7982,FFA,Flanders Fellowship
8000,NULL,NULL
8001,NULL,NULL
8021,CAE,CAA Excellence in Achievement Award
8021,LWC,Boalt Law School Citation Award
8021,PBK,Phi Beta Kappa
8021,TRC,Trustees' Citation
8036,NULL,NULL
8042,CAL,CAA Leadership Award Scholar
8049,PBK,Phi Beta Kappa
8060,NULL,NULL
8061,NULL,NULL
8074,LWO,Order of the Coif
8085,NULL,NULL
8097,NULL,NULL
8099,TRC,Trustees' Citation
8099,WOA,Wheeler Oak Meritorious Award
8100,BFA,Berkeley Founders Award
8100,BUB,Haas Business Leader of the Year
8100,TRC,Trustees' Citation
8100,WOA,Wheeler Oak Meritorious Award
8105,NULL,NULL
8107,NULL,NULL
8116,NULL,NULL
8138,NULL,NULL
8146,NULL,NULL
8163,NULL,NULL
8165,NULL,NULL
8176,NULL,NULL
8184,NULL,NULL
8187,NULL,NULL
8218,GTS,Glenn T. Seaborg Award
8232,NULL,NULL
8251,CAL,CAA Leadership Award Scholar
8253,NULL,NULL
8262,NULL,NULL
8277,NULL,NULL
8281,NULL,NULL
8300,NULL,NULL
8301,NULL,NULL
8303,NULL,NULL
8305,BUB,Haas Business Leader of the Year
8305,TRC,Trustees' Citation
8317,NULL,NULL
8326,NULL,NULL
8329,NULL,NULL
8331,NULL,NULL
8332,NULL,NULL
8354,PBK,Phi Beta Kappa
8367,NULL,NULL
8390,NULL,NULL
8392,NULL,NULL
8416,NULL,NULL
8417,NULL,NULL
8420,NULL,NULL
8432,NULL,NULL
8447,NULL,NULL
8453,NULL,NULL
8481,CAC,CAA Alumni Citation
8481,PBK,Phi Beta Kappa
8481,WOA,Wheeler Oak Meritorious Award
8483,NULL,NULL
8486,NULL,NULL
8522,NULL,NULL
8529,NULL,NULL
8543,NULL,NULL
8545,NULL,NULL
8557,NULL,NULL
8572,NULL,NULL
8586,NULL,NULL
8587,NULL,NULL
8605,NULL,NULL
8633,NULL,NULL
8636,PBK,Phi Beta Kappa
8671,NULL,NULL
8672,NULL,NULL
8676,NULL,NULL
8704,NULL,NULL
8711,OAY,Optometry Alumnus of the Year
8717,NULL,NULL
8725,CAE,CAA Excellence in Achievement Award
8752,NULL,NULL
8754,NULL,NULL
8761,BUP,Haas Public Service Award
8771,NULL,NULL
8787,NULL,NULL
8803,NULL,NULL
8823,LWO,Order of the Coif
8823,PBK,Phi Beta Kappa
8823,WOA,Wheeler Oak Meritorious Award
8831,CAG,CAA Robert G. & Ida W. Sproul Award
8831,PBK,Phi Beta Kappa
8854,NULL,NULL
8862,NULL,NULL
8871,NULL,NULL
8875,NULL,NULL
8876,NULL,NULL
8925,NULL,NULL
8946,NULL,NULL
8949,NULL,NULL
8951,NULL,NULL
8953,NULL,NULL
8970,PBK,Phi Beta Kappa
8993,NULL,NULL
9012,NULL,NULL
9022,NULL,NULL
9027,NULL,NULL
9039,NULL,NULL
9043,NULL,NULL
9074,NULL,NULL
9079,NULL,NULL
9091,NULL,NULL
9093,CAL,CAA Leadership Award Scholar
9098,NULL,NULL
9100,NULL,NULL
9102,PBK,Phi Beta Kappa
9107,CAL,CAA Leadership Award Scholar
9128,NULL,NULL
9130,NULL,NULL
9134,NULL,NULL
9153,PBK,Phi Beta Kappa
9166,NULL,NULL
9178,NULL,NULL
9193,NULL,NULL
9203,NULL,NULL
9204,NULL,NULL
9230,NULL,NULL
9236,NULL,NULL
9248,LWC,Boalt Law School Citation Award
9268,NULL,NULL
9273,NULL,NULL
9284,NULL,NULL
9302,NULL,NULL
9310,NULL,NULL
9318,NULL,NULL
9329,ADA,EN CE Acad of Distinguish Alumni
9329,XNA,National Academy of Engineering (NAE)
9331,NULL,NULL
9339,NULL,NULL
9353,NULL,NULL
9360,NULL,NULL
9364,NULL,NULL
9371,NULL,NULL
9375,NULL,NULL
9376,NULL,NULL
9406,CAL,CAA Leadership Award Scholar
9406,PBK,Phi Beta Kappa
9407,BUB,Haas Business Leader of the Year
9407,CAL,CAA Leadership Award Scholar
9410,NULL,NULL
9413,BUB,Haas Business Leader of the Year
9413,CAA,Alumnus/a of the Year Award
9413,PBK,Phi Beta Kappa
9422,NULL,NULL
9429,NULL,NULL
9434,NULL,NULL
9443,NULL,NULL
9454,NULL,NULL
9460,PBK,Phi Beta Kappa
9470,NULL,NULL
9477,CAL,CAA Leadership Award Scholar
9480,NULL,NULL
9497,NULL,NULL
9499,NULL,NULL
9502,NULL,NULL
9519,NULL,NULL
9521,ADA,EN CE Acad of Distinguish Alumni
9521,ENA,Distinguished Engr Alumni Award
9521,TRC,Trustees' Citation
9534,CAE,CAA Excellence in Achievement Award
9556,NULL,NULL
9575,BCA,Berkeley Citation Award
9575,TRC,Trustees' Citation
9597,NULL,NULL
9616,NULL,NULL
9699,RSH,Regents' Scholar-Honorarium Recipnt
9731,NULL,NULL
9732,CA1,CAA Rosalie M. Stern Award
9751,NULL,NULL
9763,ADA,EN CE Acad of Distinguish Alumni
9794,NULL,NULL
9827,NULL,NULL
9834,NULL,NULL
9849,NULL,NULL
9853,LWC,Boalt Law School Citation Award
9855,NULL,NULL
9859,CHA,Chancellor's Award
9859,TRC,Trustees' Citation
9859,WOA,Wheeler Oak Meritorious Award
9867,LWO,Order of the Coif
9870,NULL,NULL
9885,NULL,NULL
9892,NULL,NULL
9911,NULL,NULL
9921,NULL,NULL
9929,NULL,NULL
9935,NULL,NULL
9950,NULL,NULL
9962,NULL,NULL
9966,NULL,NULL
9967,NULL,NULL
9993,NULL,NULL
9996,NULL,NULL
10052,NULL,NULL
10056,NULL,NULL
10080,NULL,NULL
10082,NULL,NULL
10095,NULL,NULL
10101,NULL,NULL
10104,NULL,NULL
10105,NULL,NULL
10108,NULL,NULL
10110,NULL,NULL
10129,NULL,NULL
10130,EDA,CED Distinguished Alumnus Award
10134,NULL,NULL
10135,CAL,CAA Leadership Award Scholar
10135,RSA,Regents' Scholar-Aid Recipient
10141,PBK,Phi Beta Kappa
10142,NULL,NULL
10154,AHF,California Athletics Hall of Fame
10158,NULL,NULL
10177,NULL,NULL
10190,NULL,NULL
10204,NULL,NULL
10210,NULL,NULL
10211,NULL,NULL
10234,NULL,NULL
10244,PBK,Phi Beta Kappa
10267,NULL,NULL
10306,NULL,NULL
10311,NULL,NULL
10314,NULL,NULL
10324,NULL,NULL
10362,NULL,NULL
10364,NULL,NULL
10370,NULL,NULL
10392,ADA,EN CE Acad of Distinguish Alumni
10399,NULL,NULL
10404,CAL,CAA Leadership Award Scholar
10412,NULL,NULL
10413,PBK,Phi Beta Kappa
10425,NULL,NULL
10426,NULL,NULL
10427,CAG,CAA Robert G. & Ida W. Sproul Award
10429,NULL,NULL
10441,NULL,NULL
10446,NULL,NULL
10449,NULL,NULL
10450,NULL,NULL
10456,PBK,Phi Beta Kappa
10464,NULL,NULL
10467,NULL,NULL
10469,NULL,NULL
10493,NULL,NULL
10500,NULL,NULL
10515,CAC,CAA Alumni Citation
10526,LWO,Order of the Coif
10538,NULL,NULL
10555,NULL,NULL
10565,NULL,NULL
10579,NULL,NULL
10618,NULL,NULL
10631,NULL,NULL
10652,NULL,NULL
10679,PBK,Phi Beta Kappa
10681,NULL,NULL
10689,NULL,NULL
10693,NULL,NULL
10700,NULL,NULL
10715,NULL,NULL
10721,NULL,NULL
10726,NULL,NULL
10768,PBK,Phi Beta Kappa
10774,PBK,Phi Beta Kappa
10784,NULL,NULL
10797,CAL,CAA Leadership Award Scholar
10800,LWO,Order of the Coif
10827,CAX,CAA Excellence in Service Award
10845,CAK,Kenneth Priestley Leadership Award
10845,CAX,CAA Excellence in Service Award
10850,NULL,NULL
10860,NULL,NULL
10863,CAL,CAA Leadership Award Scholar
