Subscriber Key,Click-Through Time,Link Clicked
6770,10/7/2019 12:15,http://shopcaa.com/
202616,10/7/2019 10:30,http://shopcaa.com/
26236,10/7/2019 10:27,http://shopcaa.com/
779090,10/13/2019 17:09,http://shopcaa.com/
227906,10/8/2019 1:26,http://shopcaa.com/
403927,10/7/2019 9:36,http://shopcaa.com/
691931,10/7/2019 9:59,http://shopcaa.com/
3071908,10/7/2019 18:56,http://shopcaa.com/
411773,10/7/2019 10:05,http://shopcaa.com/
481769,11/16/2019 23:05,http://shopcaa.com/
462694,10/7/2019 18:55,http://shopcaa.com/
3395715,10/7/2019 9:48,http://shopcaa.com/
411871,10/9/2019 18:01,http://shopcaa.com/
256843,10/7/2019 20:44,http://shopcaa.com/
558350,10/10/2019 1:46,http://shopcaa.com/
755318,10/7/2019 13:12,http://shopcaa.com/
885151,10/7/2019 19:38,http://shopcaa.com/
375497,10/7/2019 9:36,http://shopcaa.com/
460333,10/7/2019 11:16,http://shopcaa.com/
719820,10/7/2019 12:09,http://shopcaa.com/
355117,10/7/2019 11:36,http://shopcaa.com/
415970,10/7/2019 10:22,http://shopcaa.com/
888326,10/7/2019 12:43,http://shopcaa.com/
958072,10/7/2019 9:41,http://shopcaa.com/
3475911,10/7/2019 10:19,http://shopcaa.com/
558350,10/10/2019 1:46,https://give.berkeley.edu/egiving/index.cfm?Fund=FB0800000&sc=64686
691931,10/7/2019 9:59,https://give.berkeley.edu/egiving/index.cfm?Fund=FB0800000&sc=64686
331262,12/3/2019 22:17,https://give.berkeley.edu/egiving/index.cfm?Fund=FB0800000&sc=64686
120432,10/8/2019 6:21,https://give.berkeley.edu/egiving/index.cfm?Fund=FB0800000&sc=64686
700834,10/8/2019 2:54,https://give.berkeley.edu/egiving/index.cfm?Fund=FB0800000&sc=64686
691931,10/7/2019 9:48,https://goo.gl/maps/1CZA5213Ma4rdXaM9
431403,10/7/2019 12:00,https://goo.gl/maps/r5M489bjnMv7CRZu5
120432,10/8/2019 6:21,https://goo.gl/maps/r5M489bjnMv7CRZu5
746803,10/7/2019 11:10,https://goo.gl/maps/1CZA5213Ma4rdXaM9
691931,10/7/2019 9:45,https://alumni.berkeley.edu/community?utm_source=calcon&utm_medium=email&utm_campaign=cal_connection_oct_19
316647,10/11/2019 4:04,https://alumni.berkeley.edu/community?utm_source=calcon&utm_medium=email&utm_campaign=cal_connection_oct_19
490467,10/7/2019 19:29,https://alumni.berkeley.edu/community?utm_source=calcon&utm_medium=email&utm_campaign=cal_connection_oct_19
27726,10/7/2019 9:34,https://alumni.berkeley.edu/community?utm_source=calcon&utm_medium=email&utm_campaign=cal_connection_oct_19
723855,10/7/2019 9:52,https://alumni.berkeley.edu/community?utm_source=calcon&utm_medium=email&utm_campaign=cal_connection_oct_19
691931,10/7/2019 9:57,http://www.lib.berkeley.edu/
974820,10/25/2019 7:46,http://www.lib.berkeley.edu/
892996,10/7/2019 10:25,http://www.lib.berkeley.edu/
700834,10/8/2019 2:54,http://www.lib.berkeley.edu/
246004,10/7/2019 14:14,http://www.lib.berkeley.edu/
125230,10/7/2019 13:22,https://www.ucpress.edu/
743608,10/7/2019 11:17,https://www.ucpress.edu/
691931,10/7/2019 9:58,https://www.ucpress.edu/
700834,10/8/2019 2:54,https://www.ucpress.edu/
523432,10/7/2019 18:59,https://get.eargo.com/cal-alumni
691931,10/7/2019 9:56,https://get.eargo.com/cal-alumni
31443,10/7/2019 21:49,https://get.eargo.com/cal-alumni
700834,10/8/2019 2:54,https://get.eargo.com/cal-alumni
691931,10/7/2019 9:59,http://give.berkeley.edu/egiving/index.cfm?Fund=FB0800000&sc=64686
700834,10/8/2019 2:54,http://give.berkeley.edu/egiving/index.cfm?Fund=FB0800000&sc=64686
110347,10/7/2019 11:01,http://give.berkeley.edu/egiving/index.cfm?Fund=FB0800000&sc=64686
836481,10/7/2019 10:10,http://give.berkeley.edu/egiving/index.cfm?Fund=FB0800000&sc=64686
691931,10/7/2019 9:44,https://news.berkeley.edu/
330730,10/7/2019 9:43,https://news.berkeley.edu/
27726,10/7/2019 9:34,https://news.berkeley.edu/
33436,10/7/2019 15:11,https://news.berkeley.edu/
519192,10/7/2019 10:23,https://goo.gl/maps/hBhiG4TP9eMqpdb57
472692,10/7/2019 14:04,https://goo.gl/maps/hBhiG4TP9eMqpdb57
691931,10/7/2019 9:51,https://goo.gl/maps/hBhiG4TP9eMqpdb57
430279,10/13/2019 10:26,https://goo.gl/maps/hBhiG4TP9eMqpdb57
123918,10/7/2019 11:13,https://www.fairmont.com/claremont-berkeley/promotions/cal-alumni/
691931,10/7/2019 9:58,https://www.fairmont.com/claremont-berkeley/promotions/cal-alumni/
275380,10/7/2019 14:37,https://www.fairmont.com/claremont-berkeley/promotions/cal-alumni/
234485,10/7/2019 9:59,https://www.fairmont.com/claremont-berkeley/promotions/cal-alumni/
576,10/7/2019 9:48,http://alumni.berkeley.edu/membership/benefits?utm_source=calcon&utm_medium=email&utm_campaign=cal_connection_oct_19
700834,10/8/2019 2:54,http://alumni.berkeley.edu/membership/benefits?utm_source=calcon&utm_medium=email&utm_campaign=cal_connection_oct_19
691931,10/7/2019 9:57,http://alumni.berkeley.edu/membership/benefits?utm_source=calcon&utm_medium=email&utm_campaign=cal_connection_oct_19
700834,10/8/2019 2:54,http://www.facebook.com/CalAlumni
691931,10/7/2019 10:00,http://www.facebook.com/CalAlumni
180235,10/7/2019 11:44,http://www.facebook.com/CalAlumni
691931,10/7/2019 10:01,https://www.linkedin.com/groups/70245/
700834,10/8/2019 2:54,https://www.linkedin.com/groups/70245/
466115,10/7/2019 9:57,https://www.linkedin.com/groups/70245/
691931,10/7/2019 10:01,http://instagram.com/calalumniassociation
700834,10/8/2019 2:54,http://instagram.com/calalumniassociation
691305,10/7/2019 9:57,http://instagram.com/calalumniassociation
691931,10/7/2019 10:01,https://www.youtube.com/user/CalAlumniAssoc
295753,10/7/2019 14:00,https://www.youtube.com/user/CalAlumniAssoc
700834,10/8/2019 2:54,https://www.youtube.com/user/CalAlumniAssoc
700834,10/8/2019 2:54,http://cal.berkeley.edu/
180235,10/7/2019 11:45,http://cal.berkeley.edu/
691931,10/7/2019 10:02,http://cal.berkeley.edu/
691931,10/7/2019 10:01,https://twitter.com/cal
700834,10/8/2019 2:54,https://twitter.com/cal
691931,10/7/2019 10:03,http://alumni.berkeley.edu/membership/benefits/bankamericard-cash-rewards-visa-credit-card?utm_source=calcon&utm_medium=email&utm_campaign=cal_connection_oct_19
3226322,10/8/2019 1:44,http://alumni.berkeley.edu/membership/benefits/bankamericard-cash-rewards-visa-credit-card?utm_source=calcon&utm_medium=email&utm_campaign=cal_connection_oct_19
691931,10/7/2019 10:03,https://alumni.berkeley.edu
110347,10/7/2019 11:17,https://alumni.berkeley.edu
27726,10/7/2019 9:34,https://goo.gl/maps/mJv1i6E7CeaNyWpW9
27726,10/7/2019 9:34,https://goo.gl/maps/1CZA5213Ma4rdXaM9
27726,10/7/2019 9:34,https://goo.gl/maps/GpHRwW5SGybUNgvL7
27726,10/7/2019 9:34,https://alumni.berkeley.edu/volunteer/externship-program?utm_source=calcon&utm_medium=email&utm_campaign=cal_connection_oct_19
27726,10/7/2019 9:34,https://goo.gl/maps/hBhiG4TP9eMqpdb57
700834,10/8/2019 2:54,https://www.berkeley.edu/map?bechtel
700834,10/8/2019 2:54,https://alumni.berkeley.edu/membership/benefits/uc-library?utm_source=calcon&utm_medium=email&utm_campaign=cal_connection_oct_19
700834,10/8/2019 2:54,https://alumni.berkeley.edu/membership/benefits/uc-press?utm_source=calcon&utm_medium=email&utm_campaign=cal_connection_oct_19
700834,10/8/2019 2:54,http://shopcaa.com/
691931,10/7/2019 10:02,http://alumni.berkeley.edu/membership/benefits/nationwide?utm_source=calcon&utm_medium=email&utm_campaign=cal_connection_oct_19
691931,10/7/2019 10:03,http://alumni.berkeley.edu/membership/benefits/mercer-insurance?utm_source=calcon&utm_medium=email&utm_campaign=cal_connection_oct_19
691931,10/7/2019 9:56,https://www.berkeley.edu/map?bechtel
691931,10/7/2019 9:54,https://goo.gl/maps/6Q332PFrh88ympAh6
27726,10/7/2019 9:34,https://www.eventbrite.com/e/casa-alumni-networking-brunch-tickets-74308997211?aff=CalConnNB
761612,10/19/2019 19:48,https://www.eventbrite.com/e/casa-alumni-networking-brunch-tickets-74308997211?aff=CalConnNB
3162843,10/8/2019 7:23,https://www.eventbrite.com/e/casa-alumni-networking-brunch-tickets-74308997211?aff=CalConnNB
3059772,10/7/2019 12:31,https://www.eventbrite.com/e/casa-alumni-networking-brunch-tickets-74308997211?aff=CalConnNB
943301,10/7/2019 15:14,https://www.eventbrite.com/e/casa-alumni-networking-brunch-tickets-74308997211?aff=CalConnNB
471135,10/8/2019 0:04,https://www.eventbrite.com/e/casa-alumni-networking-brunch-tickets-74308997211?aff=CalConnNB
328578,10/7/2019 11:57,https://www.eventbrite.com/e/casa-alumni-networking-brunch-tickets-74308997211?aff=CalConnNB
71192,10/8/2019 15:39,https://www.eventbrite.com/e/casa-alumni-networking-brunch-tickets-74308997211?aff=CalConnNB
837989,10/9/2019 11:05,https://www.eventbrite.com/e/casa-alumni-networking-brunch-tickets-74308997211?aff=CalConnNB
932341,10/7/2019 9:48,https://www.eventbrite.com/e/casa-alumni-networking-brunch-tickets-74308997211?aff=CalConnNB
956381,10/8/2019 5:45,https://www.eventbrite.com/e/casa-alumni-networking-brunch-tickets-74308997211?aff=CalConnNB
940034,10/7/2019 9:46,https://www.eventbrite.com/e/casa-alumni-networking-brunch-tickets-74308997211?aff=CalConnNB
990354,10/7/2019 10:50,https://www.eventbrite.com/e/casa-alumni-networking-brunch-tickets-74308997211?aff=CalConnNB
276799,10/7/2019 10:07,https://www.eventbrite.com/e/casa-alumni-networking-brunch-tickets-74308997211?aff=CalConnNB
422689,10/7/2019 11:06,https://www.eventbrite.com/e/casa-alumni-networking-brunch-tickets-74308997211?aff=CalConnNB
3273533,10/7/2019 9:57,https://www.eventbrite.com/e/casa-alumni-networking-brunch-tickets-74308997211?aff=CalConnNB
691931,10/7/2019 9:50,https://www.eventbrite.com/e/casa-alumni-networking-brunch-tickets-74308997211?aff=CalConnNB
506238,10/30/2019 2:56,https://www.eventbrite.com/e/casa-alumni-networking-brunch-tickets-74308997211?aff=CalConnNB
594592,10/7/2019 17:20,https://www.eventbrite.com/e/casa-alumni-networking-brunch-tickets-74308997211?aff=CalConnNB
947699,10/7/2019 12:17,https://www.eventbrite.com/e/casa-alumni-networking-brunch-tickets-74308997211?aff=CalConnNB
3402612,10/7/2019 12:46,https://www.eventbrite.com/e/casa-alumni-networking-brunch-tickets-74308997211?aff=CalConnNB
3162789,10/7/2019 17:49,https://yatg2019.eventbrite.com/?aff=calcon
511509,10/7/2019 11:42,https://yatg2019.eventbrite.com/?aff=calcon
234614,10/7/2019 12:12,https://yatg2019.eventbrite.com/?aff=calcon
978263,10/10/2019 15:44,https://yatg2019.eventbrite.com/?aff=calcon
3032411,10/7/2019 21:20,https://yatg2019.eventbrite.com/?aff=calcon
35958,10/7/2019 10:13,https://yatg2019.eventbrite.com/?aff=calcon
837989,10/9/2019 11:16,https://yatg2019.eventbrite.com/?aff=calcon
404859,10/7/2019 9:42,https://yatg2019.eventbrite.com/?aff=calcon
27726,10/7/2019 9:34,https://yatg2019.eventbrite.com/?aff=calcon
127131,10/7/2019 20:59,https://yatg2019.eventbrite.com/?aff=calcon
3273533,10/7/2019 10:01,https://yatg2019.eventbrite.com/?aff=calcon
292734,10/7/2019 13:34,https://yatg2019.eventbrite.com/?aff=calcon
3082661,10/7/2019 13:36,https://yatg2019.eventbrite.com/?aff=calcon
746803,10/7/2019 11:11,https://yatg2019.eventbrite.com/?aff=calcon
837808,10/7/2019 11:10,https://yatg2019.eventbrite.com/?aff=calcon
469622,10/8/2019 5:28,https://alumni.berkeley.edu/volunteer/externship-program?utm_source=calcon&utm_medium=email&utm_campaign=cal_connection_oct_19
923973,10/7/2019 16:48,https://alumni.berkeley.edu/volunteer/externship-program?utm_source=calcon&utm_medium=email&utm_campaign=cal_connection_oct_19
120432,10/8/2019 6:21,https://alumni.berkeley.edu/volunteer/externship-program?utm_source=calcon&utm_medium=email&utm_campaign=cal_connection_oct_19
214011,10/7/2019 12:06,https://alumni.berkeley.edu/volunteer/externship-program?utm_source=calcon&utm_medium=email&utm_campaign=cal_connection_oct_19
484049,10/7/2019 11:21,https://alumni.berkeley.edu/volunteer/externship-program?utm_source=calcon&utm_medium=email&utm_campaign=cal_connection_oct_19
691931,10/7/2019 9:50,https://alumni.berkeley.edu/volunteer/externship-program?utm_source=calcon&utm_medium=email&utm_campaign=cal_connection_oct_19
