Subscriber Key,Click-Through Time,Link Clicked
421235,4/6/2020 17:18,https://www.goodeggs.com/sfbay/home?utm_source=cal_alum&utm_campaign=cal_alum_newsletter&utm_medium=partnerships
796571,4/8/2020 14:48,https://www.goodeggs.com/sfbay/home?utm_source=cal_alum&utm_campaign=cal_alum_newsletter&utm_medium=partnerships
484181,4/6/2020 11:47,https://www.goodeggs.com/sfbay/home?utm_source=cal_alum&utm_campaign=cal_alum_newsletter&utm_medium=partnerships
719451,4/11/2020 13:35,https://www.goodeggs.com/sfbay/home?utm_source=cal_alum&utm_campaign=cal_alum_newsletter&utm_medium=partnerships
739957,4/6/2020 17:42,https://ucop.zoom.us/webinar/register/WN_v2V4G8boRBuKh6rzK8iIow
775357,4/7/2020 10:11,https://ucop.zoom.us/webinar/register/WN_v2V4G8boRBuKh6rzK8iIow
313048,4/6/2020 14:25,https://ucop.zoom.us/webinar/register/WN_v2V4G8boRBuKh6rzK8iIow
483661,4/26/2020 8:43,https://ucop.zoom.us/webinar/register/WN_v2V4G8boRBuKh6rzK8iIow
265708,4/7/2020 8:46,http://events.berkeley.edu/index.php/calendar/sn/CAA.html
591228,4/25/2020 9:30,http://events.berkeley.edu/index.php/calendar/sn/CAA.html
761152,4/7/2020 17:24,http://events.berkeley.edu/index.php/calendar/sn/CAA.html
706003,4/6/2020 10:07,https://www.shopcaa.com/COLLEGE_Spring_Gear?_s=bm-springgear&utm_medium=referral
690312,4/9/2020 15:31,https://www.shopcaa.com/COLLEGE_Spring_Gear?_s=bm-springgear&utm_medium=referral
238000,4/10/2020 11:31,https://www.shopcaa.com/COLLEGE_Spring_Gear?_s=bm-springgear&utm_medium=referral
18844,4/9/2020 17:15,https://www.visitberkeley.com/food-drinks/food-to-go/
483661,4/26/2020 8:42,https://www.visitberkeley.com/food-drinks/food-to-go/
612966,4/6/2020 15:05,https://www.visitberkeley.com/food-drinks/food-to-go/
19819,4/6/2020 11:05,https://bankofamerica.tt.omtrdc.net/m2/bankofamerica/ubox/page?mbox=Portal&mboxDefault=https://secure.bankofamerica.com/applynow/timeout.go&at_property=1a8d0183-947a-8fa5-52e5-2b3fc472e468&tagname=Portal-CalAlumniAssociation-Script
871978,4/6/2020 13:14,https://bankofamerica.tt.omtrdc.net/m2/bankofamerica/ubox/page?mbox=Portal&mboxDefault=https://secure.bankofamerica.com/applynow/timeout.go&at_property=1a8d0183-947a-8fa5-52e5-2b3fc472e468&tagname=Portal-CalAlumniAssociation-Script
113524,4/7/2020 22:16,http://news.berkeley.edu/coronavirus
20424,4/6/2020 9:52,http://news.berkeley.edu/coronavirus
287039,4/6/2020 10:45,https://alumni.berkeley.edu/community/alumni-chapters/join?utm_source=calcon&utm_medium=email&utm_campaign=cal_connection_apr_20
421235,4/6/2020 17:18,https://alumni.berkeley.edu/announcements?utm_source=calcon&utm_medium=email&utm_campaign=cal_connection_apr_20
324498,4/6/2020 14:41,http://alumni.berkeley.edu/membership/benefits?utm_source=calcon&utm_medium=email&utm_campaign=cal_connection_apr_20
