entity_id,gift_club_code,gift_club_code_desc,gift_club_type_desc,gift_club_status_desc
813421,NULL,NULL,NULL,NULL
813475,NULL,NULL,NULL,NULL
813476,NULL,NULL,NULL,NULL
813500,NULL,NULL,NULL,NULL
813529,NULL,NULL,NULL,NULL
813580,NULL,NULL,NULL,NULL
813597,L03,Loyal Giving 3 to 4 Years,Berkeley Loyal,Historic
813597,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
813597,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
813606,NULL,NULL,NULL,NULL
813637,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
813641,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
813762,NULL,NULL,NULL,NULL
813788,NULL,NULL,NULL,NULL
813832,L03,Loyal Giving 3 to 4 Years,Berkeley Loyal,Historic
813832,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Active
813832,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
813901,NULL,NULL,NULL,NULL
813916,NULL,NULL,NULL,NULL
813920,NULL,NULL,NULL,NULL
813924,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
813962,NULL,NULL,NULL,NULL
814046,NULL,NULL,NULL,NULL
814163,NULL,NULL,NULL,NULL
814305,NULL,NULL,NULL,NULL
814390,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
814407,NULL,NULL,NULL,NULL
814657,NULL,NULL,NULL,NULL
814708,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
814708,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Active
814708,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Active
814860,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
814860,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
814897,NULL,NULL,NULL,NULL
814941,NULL,NULL,NULL,NULL
814962,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
814962,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Active
814962,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
814962,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
814987,NULL,NULL,NULL,NULL
815012,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
815141,NULL,NULL,NULL,NULL
815184,NULL,NULL,NULL,NULL
815219,NULL,NULL,NULL,NULL
815278,NULL,NULL,NULL,NULL
815299,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
815299,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
815299,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
815299,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Historic
815299,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
815299,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Active
815299,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
815345,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
815345,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Active
815345,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
815345,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
815347,NULL,NULL,NULL,NULL
815352,L03,Loyal Giving 3 to 4 Years,Berkeley Loyal,Historic
815352,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Active
815352,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
815352,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
815405,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
815405,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Active
815405,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
815405,HFE,Haas Foundation for Excellence,Haas Foundation for Excellence,Active
815405,HL2,Haas Directors Club,Haas Leadership Society,Active
815405,HLS,Haas Leadership Society,Haas Leadership Society,Historic
815405,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
815405,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Active
815405,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
815413,HLS,Haas Leadership Society,Haas Leadership Society,Historic
815413,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
815416,NULL,NULL,NULL,NULL
815430,NULL,NULL,NULL,NULL
815455,NULL,NULL,NULL,NULL
815471,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
815471,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
815471,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
815478,NULL,NULL,NULL,NULL
815513,HLS,Haas Leadership Society,Haas Leadership Society,Historic
815513,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
815513,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
815539,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
815665,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
815665,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
815665,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Active
815665,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
815724,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
815724,HLS,Haas Leadership Society,Haas Leadership Society,Historic
815724,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
815724,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
815730,NULL,NULL,NULL,NULL
815753,NULL,NULL,NULL,NULL
815772,NULL,NULL,NULL,NULL
815868,NULL,NULL,NULL,NULL
815971,L03,Loyal Giving 3 to 4 Years,Berkeley Loyal,Historic
815971,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Active
815971,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
815971,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
816114,NULL,NULL,NULL,NULL
816136,L03,Loyal Giving 3 to 4 Years,Berkeley Loyal,Historic
816184,NULL,NULL,NULL,NULL
816338,NULL,NULL,NULL,NULL
816386,L03,Loyal Giving 3 to 4 Years,Berkeley Loyal,Historic
816406,L03,Loyal Giving 3 to 4 Years,Berkeley Loyal,Historic
816406,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
816406,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Active
816406,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
816408,NULL,NULL,NULL,NULL
816468,NULL,NULL,NULL,NULL
816493,NULL,NULL,NULL,NULL
816561,NULL,NULL,NULL,NULL
816572,NULL,NULL,NULL,NULL
816650,NULL,NULL,NULL,NULL
816652,NULL,NULL,NULL,NULL
816673,NULL,NULL,NULL,NULL
816705,NULL,NULL,NULL,NULL
816779,NULL,NULL,NULL,NULL
816812,NULL,NULL,NULL,NULL
816816,NULL,NULL,NULL,NULL
816863,L03,Loyal Giving 3 to 4 Years,Berkeley Loyal,Historic
816863,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Active
816863,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
816879,NULL,NULL,NULL,NULL
816935,NULL,NULL,NULL,NULL
817191,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
817191,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
817230,NULL,NULL,NULL,NULL
817317,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
817317,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
817330,NULL,NULL,NULL,NULL
817341,NULL,NULL,NULL,NULL
817403,NULL,NULL,NULL,NULL
817404,NULL,NULL,NULL,NULL
817408,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
817408,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
817408,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Active
817408,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
817408,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
817467,NULL,NULL,NULL,NULL
817500,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
817518,L03,Loyal Giving 3 to 4 Years,Berkeley Loyal,Historic
817518,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
817518,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Active
817537,HLS,Haas Leadership Society,Haas Leadership Society,Historic
817537,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
817574,NULL,NULL,NULL,NULL
817587,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
817587,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Active
817587,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
817587,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
817587,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
817602,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
817604,NULL,NULL,NULL,NULL
817615,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
817615,L03,Loyal Giving 3 to 4 Years,Berkeley Loyal,Historic
817615,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
817631,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
817631,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
817631,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Active
817631,HL3,Haas Partners Club,Haas Leadership Society,Active
817631,HLS,Haas Leadership Society,Haas Leadership Society,Historic
817631,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
817631,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
817631,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
817638,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
817638,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
817638,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
817638,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Active
817638,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
817652,NULL,NULL,NULL,NULL
817669,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
817669,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
817669,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Active
817669,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
817669,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
817673,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
817680,NULL,NULL,NULL,NULL
817727,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
817779,NULL,NULL,NULL,NULL
817789,NULL,NULL,NULL,NULL
817867,NULL,NULL,NULL,NULL
817953,NULL,NULL,NULL,NULL
817963,NULL,NULL,NULL,NULL
817964,NULL,NULL,NULL,NULL
817968,NULL,NULL,NULL,NULL
818007,NULL,NULL,NULL,NULL
818055,NULL,NULL,NULL,NULL
818078,NULL,NULL,NULL,NULL
818088,HLS,Haas Leadership Society,Haas Leadership Society,Historic
818088,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
818089,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
818089,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
818089,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Active
818150,NULL,NULL,NULL,NULL
818159,NULL,NULL,NULL,NULL
818242,HLS,Haas Leadership Society,Haas Leadership Society,Historic
818242,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
818284,NULL,NULL,NULL,NULL
818303,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
818315,NULL,NULL,NULL,NULL
818362,NULL,NULL,NULL,NULL
818403,NULL,NULL,NULL,NULL
818438,NULL,NULL,NULL,NULL
818451,NULL,NULL,NULL,NULL
818502,NULL,NULL,NULL,NULL
818613,NULL,NULL,NULL,NULL
818790,NULL,NULL,NULL,NULL
818918,NULL,NULL,NULL,NULL
818957,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
818958,NULL,NULL,NULL,NULL
818986,NULL,NULL,NULL,NULL
819027,NULL,NULL,NULL,NULL
819082,NULL,NULL,NULL,NULL
819194,NULL,NULL,NULL,NULL
819208,NULL,NULL,NULL,NULL
819480,NULL,NULL,NULL,NULL
819806,NULL,NULL,NULL,NULL
819814,L03,Loyal Giving 3 to 4 Years,Berkeley Loyal,Historic
819909,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
819909,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
819909,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Active
819909,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
819909,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
819950,NULL,NULL,NULL,NULL
819984,NULL,NULL,NULL,NULL
819998,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Active
819998,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
820099,NULL,NULL,NULL,NULL
820120,NULL,NULL,NULL,NULL
820151,NULL,NULL,NULL,NULL
820169,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
820237,NULL,NULL,NULL,NULL
820275,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
820275,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Active
820275,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
820280,NULL,NULL,NULL,NULL
820385,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
820385,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Active
820385,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
820420,NULL,NULL,NULL,NULL
820697,NULL,NULL,NULL,NULL
820754,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
820754,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
820754,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
820754,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Active
820830,NULL,NULL,NULL,NULL
821027,L03,Loyal Giving 3 to 4 Years,Berkeley Loyal,Active
821027,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
821090,NULL,NULL,NULL,NULL
821118,NULL,NULL,NULL,NULL
821155,NULL,NULL,NULL,NULL
821183,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
821191,NULL,NULL,NULL,NULL
821199,NULL,NULL,NULL,NULL
821208,NULL,NULL,NULL,NULL
821216,NULL,NULL,NULL,NULL
821234,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
821234,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Active
821234,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
821234,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
821265,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
821265,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
821295,L03,Loyal Giving 3 to 4 Years,Berkeley Loyal,Historic
821296,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Active
821296,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
821442,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
821442,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
821442,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Active
821442,EDS,Engineering Dean's Society ($2500+),Engineering Giving Societies,Active
821442,ETK,Engineering $10K+ Donors ($10K+),Engineering Giving Societies,Active
821442,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
821442,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Active
821442,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
821442,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
821446,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
821457,NULL,NULL,NULL,NULL
821580,NULL,NULL,NULL,NULL
821820,NULL,NULL,NULL,NULL
821907,NULL,NULL,NULL,NULL
822025,NULL,NULL,NULL,NULL
822094,NULL,NULL,NULL,NULL
822145,NULL,NULL,NULL,NULL
822198,NULL,NULL,NULL,NULL
822201,NULL,NULL,NULL,NULL
822292,NULL,NULL,NULL,NULL
822361,NULL,NULL,NULL,NULL
822505,NULL,NULL,NULL,NULL
822569,NULL,NULL,NULL,NULL
822619,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
822636,NULL,NULL,NULL,NULL
822675,NULL,NULL,NULL,NULL
822713,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
822752,NULL,NULL,NULL,NULL
822954,NULL,NULL,NULL,NULL
822972,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
822972,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
822972,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
823060,L03,Loyal Giving 3 to 4 Years,Berkeley Loyal,Historic
823060,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
823108,NULL,NULL,NULL,NULL
823217,NULL,NULL,NULL,NULL
823371,NULL,NULL,NULL,NULL
823395,NULL,NULL,NULL,NULL
823442,NULL,NULL,NULL,NULL
823638,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Active
823638,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
823638,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
823677,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
823911,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Active
824127,NULL,NULL,NULL,NULL
824377,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Active
824451,L03,Loyal Giving 3 to 4 Years,Berkeley Loyal,Historic
824451,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Active
824572,NULL,NULL,NULL,NULL
824634,NULL,NULL,NULL,NULL
824637,NULL,NULL,NULL,NULL
824750,NULL,NULL,NULL,NULL
824840,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Active
824840,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
824843,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
824843,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
824843,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
824908,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Active
824908,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
824963,NULL,NULL,NULL,NULL
825104,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
825104,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
825104,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
825104,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
825104,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Active
825104,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
825380,NULL,NULL,NULL,NULL
825519,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
825667,NULL,NULL,NULL,NULL
825668,NULL,NULL,NULL,NULL
826444,NULL,NULL,NULL,NULL
826480,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
826483,NULL,NULL,NULL,NULL
826509,NULL,NULL,NULL,NULL
826546,NULL,NULL,NULL,NULL
826875,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
827017,NULL,NULL,NULL,NULL
827194,NULL,NULL,NULL,NULL
827280,CBS,CAA Bancroft Society ($1000+),CAA Fund Society,Historic
827280,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
827280,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Active
827280,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
827280,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
827280,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
827424,NULL,NULL,NULL,NULL
827445,NULL,NULL,NULL,NULL
827464,NULL,NULL,NULL,NULL
827467,NULL,NULL,NULL,NULL
827535,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Active
827535,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
827554,NULL,NULL,NULL,NULL
827667,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
827667,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
827682,NULL,NULL,NULL,NULL
827765,NULL,NULL,NULL,NULL
827872,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
827872,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Active
827872,L03,Loyal Giving 3 to 4 Years,Berkeley Loyal,Active
828047,NULL,NULL,NULL,NULL
828072,L03,Loyal Giving 3 to 4 Years,Berkeley Loyal,Historic
828072,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Active
828072,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
828080,NULL,NULL,NULL,NULL
828403,NULL,NULL,NULL,NULL
828578,NULL,NULL,NULL,NULL
828653,NULL,NULL,NULL,NULL
828815,NULL,NULL,NULL,NULL
828930,NULL,NULL,NULL,NULL
828956,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
828956,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
828956,EDS,Engineering Dean's Society ($2500+),Engineering Giving Societies,Active
828956,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
828956,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
828972,NULL,NULL,NULL,NULL
829201,NULL,NULL,NULL,NULL
829336,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
829361,NULL,NULL,NULL,NULL
829381,NULL,NULL,NULL,NULL
829394,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
829397,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Active
829397,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
829454,NULL,NULL,NULL,NULL
829478,NULL,NULL,NULL,NULL
829517,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
829517,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Active
829517,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
829517,HL1,Haas Associates Club,Haas Leadership Society,Active
829517,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
829517,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Active
829517,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
829542,NULL,NULL,NULL,NULL
829584,NULL,NULL,NULL,NULL
829587,NULL,NULL,NULL,NULL
829624,NULL,NULL,NULL,NULL
829627,NULL,NULL,NULL,NULL
829671,NULL,NULL,NULL,NULL
829672,L03,Loyal Giving 3 to 4 Years,Berkeley Loyal,Historic
829672,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Active
829735,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
829735,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Active
829825,L03,Loyal Giving 3 to 4 Years,Berkeley Loyal,Historic
829825,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Active
829825,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
829875,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Active
829875,L03,Loyal Giving 3 to 4 Years,Berkeley Loyal,Historic
829889,NULL,NULL,NULL,NULL
829892,NULL,NULL,NULL,NULL
829990,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
829995,NULL,NULL,NULL,NULL
830020,NULL,NULL,NULL,NULL
830071,NULL,NULL,NULL,NULL
830095,NULL,NULL,NULL,NULL
830106,NULL,NULL,NULL,NULL
830133,NULL,NULL,NULL,NULL
830140,NULL,NULL,NULL,NULL
830280,NULL,NULL,NULL,NULL
830380,NULL,NULL,NULL,NULL
830761,NULL,NULL,NULL,NULL
830905,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
831141,NULL,NULL,NULL,NULL
831226,NULL,NULL,NULL,NULL
831504,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
831504,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Active
831504,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
831641,NULL,NULL,NULL,NULL
831658,NULL,NULL,NULL,NULL
831683,NULL,NULL,NULL,NULL
831745,NULL,NULL,NULL,NULL
831835,NULL,NULL,NULL,NULL
831909,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
831909,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
831909,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
831909,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
831909,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
831937,NULL,NULL,NULL,NULL
831952,NULL,NULL,NULL,NULL
831967,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
831967,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
832181,NULL,NULL,NULL,NULL
832269,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
832269,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
832303,NULL,NULL,NULL,NULL
832429,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
832665,NULL,NULL,NULL,NULL
832839,NULL,NULL,NULL,NULL
832849,NULL,NULL,NULL,NULL
832904,NULL,NULL,NULL,NULL
832920,NULL,NULL,NULL,NULL
832940,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
832940,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Active
832940,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
832941,L03,Loyal Giving 3 to 4 Years,Berkeley Loyal,Historic
832941,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
832941,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
832958,NULL,NULL,NULL,NULL
832975,NULL,NULL,NULL,NULL
833021,NULL,NULL,NULL,NULL
833043,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
833043,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Active
833043,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
833043,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
833046,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
833116,NULL,NULL,NULL,NULL
833177,NULL,NULL,NULL,NULL
833240,NULL,NULL,NULL,NULL
833258,NULL,NULL,NULL,NULL
833330,NULL,NULL,NULL,NULL
833354,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
833359,NULL,NULL,NULL,NULL
833377,NULL,NULL,NULL,NULL
833391,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
833575,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Active
833575,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
833575,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
833655,NULL,NULL,NULL,NULL
833684,NULL,NULL,NULL,NULL
833703,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
833729,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Active
833729,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
833729,NAC,New Alumni Challenge Matched,New Alumni Challenge,Historic
