entity_id,gift_club_code,gift_club_code_desc,gift_club_type_desc,gift_club_status_desc
29,ELD,Engineering High Lifetime Donor ($25K+),Engineering Giving Societies,Active
29,ETK,Engineering $10K+ Donors ($10K+),Engineering Giving Societies,Active
51,NULL,NULL,NULL,NULL
59,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
59,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
59,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
72,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
72,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
80,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
80,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
80,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
80,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
151,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
151,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
151,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
194,NULL,NULL,NULL,NULL
222,CBS,CAA Bancroft Society ($1000+),CAA Fund Society,Historic
222,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
222,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
222,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
235,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
235,EDS,Engineering Dean's Society ($2500+),Engineering Giving Societies,Active
235,ETK,Engineering $10K+ Donors ($10K+),Engineering Giving Societies,Active
258,NULL,NULL,NULL,NULL
295,CBS,CAA Bancroft Society ($1000+),CAA Fund Society,Historic
295,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
295,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
295,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
295,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
297,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
297,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
347,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
347,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Active
347,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
352,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Active
352,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
352,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Historic
352,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
352,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
417,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Active
417,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
417,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
417,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
417,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
443,NULL,NULL,NULL,NULL
461,ETK,Engineering $10K+ Donors ($10K+),Engineering Giving Societies,Active
463,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Active
463,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
463,EDS,Engineering Dean's Society ($2500+),Engineering Giving Societies,Active
463,ETK,Engineering $10K+ Donors ($10K+),Engineering Giving Societies,Active
463,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
463,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
463,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
464,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
464,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
464,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
486,NULL,NULL,NULL,NULL
490,NULL,NULL,NULL,NULL
517,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
517,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Active
517,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
517,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Historic
517,EDS,Engineering Dean's Society ($2500+),Engineering Giving Societies,Active
517,EFD,Engineering Founder's Circle ($100K LT),Engineering Giving Societies,Active
517,ELD,Engineering High Lifetime Donor ($25K+),Engineering Giving Societies,Active
517,ETK,Engineering $10K+ Donors ($10K+),Engineering Giving Societies,Active
517,HLS,Haas Leadership Society,Haas Leadership Society,Historic
517,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
517,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
517,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
567,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
567,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Historic
567,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
572,NULL,NULL,NULL,NULL
574,NULL,NULL,NULL,NULL
576,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
576,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Active
576,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Historic
576,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
576,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
576,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
597,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
597,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
597,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
597,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
604,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
604,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Active
604,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
604,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
604,EDS,Engineering Dean's Society ($2500+),Engineering Giving Societies,Active
604,EFD,Engineering Founder's Circle ($100K LT),Engineering Giving Societies,Active
604,ELD,Engineering High Lifetime Donor ($25K+),Engineering Giving Societies,Active
604,ETK,Engineering $10K+ Donors ($10K+),Engineering Giving Societies,Active
604,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
604,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
604,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
632,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
632,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Active
632,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
647,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Active
713,NULL,NULL,NULL,NULL
724,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
724,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
732,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
732,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Active
775,NULL,NULL,NULL,NULL
776,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
809,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
809,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
809,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
809,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
809,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
841,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
841,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Active
841,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
841,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
841,HL3,Haas Partners Club,Haas Leadership Society,Active
841,HLS,Haas Leadership Society,Haas Leadership Society,Historic
841,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
841,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
841,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
846,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
846,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
846,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Active
846,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
846,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
846,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Active
846,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
867,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
867,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
867,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
867,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Active
867,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
867,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
867,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
885,CBS,CAA Bancroft Society ($1000+),CAA Fund Society,Active
885,CBS,CAA Bancroft Society ($1000+),CAA Fund Society,Historic
885,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
885,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
885,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
885,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
885,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
885,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
899,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
899,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
953,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
953,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
968,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
1015,CBS,CAA Bancroft Society ($1000+),CAA Fund Society,Historic
1015,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
1015,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
1015,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
1015,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Active
1015,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
1023,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
1023,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
1023,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Active
1023,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
1023,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
1035,NULL,NULL,NULL,NULL
1102,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
1102,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
1102,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Active
1102,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Historic
1102,EDS,Engineering Dean's Society ($2500+),Engineering Giving Societies,Active
1102,ETK,Engineering $10K+ Donors ($10K+),Engineering Giving Societies,Active
1102,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
1102,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
1103,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
1103,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
1109,NULL,NULL,NULL,NULL
1126,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
1126,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
1126,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
1126,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
1128,NULL,NULL,NULL,NULL
1151,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
1163,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
1163,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
1168,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
1168,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Historic
1168,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
1169,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
1184,NULL,NULL,NULL,NULL
1194,NULL,NULL,NULL,NULL
1196,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
1196,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Active
1196,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
1196,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
1196,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
1202,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
1202,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Active
1202,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
1202,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
1202,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
1207,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
1207,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Active
1207,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
1207,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
1207,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
1208,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Active
1208,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
1233,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
1233,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
1233,EDS,Engineering Dean's Society ($2500+),Engineering Giving Societies,Active
1233,ELD,Engineering High Lifetime Donor ($25K+),Engineering Giving Societies,Active
1233,ETK,Engineering $10K+ Donors ($10K+),Engineering Giving Societies,Active
1233,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
1233,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
1234,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
1234,EDS,Engineering Dean's Society ($2500+),Engineering Giving Societies,Active
1234,ELD,Engineering High Lifetime Donor ($25K+),Engineering Giving Societies,Active
1234,ETK,Engineering $10K+ Donors ($10K+),Engineering Giving Societies,Active
1234,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
1234,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
1262,NULL,NULL,NULL,NULL
1301,NULL,NULL,NULL,NULL
1306,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
1306,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
1306,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Active
1306,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Historic
1306,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
1306,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
1315,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
1315,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Active
1315,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
1315,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Historic
1315,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
1315,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
1315,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
1328,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
1328,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Active
1328,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
1328,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
1328,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
1339,CBS,CAA Bancroft Society ($1000+),CAA Fund Society,Historic
1339,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
1339,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Active
1339,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Historic
1339,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
1347,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
1347,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
1347,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Inactive
1347,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Historic
1347,EDS,Engineering Dean's Society ($2500+),Engineering Giving Societies,Active
1347,EFD,Engineering Founder's Circle ($100K LT),Engineering Giving Societies,Active
1347,ELD,Engineering High Lifetime Donor ($25K+),Engineering Giving Societies,Active
1347,ETK,Engineering $10K+ Donors ($10K+),Engineering Giving Societies,Active
1347,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
1347,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Active
1347,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
1356,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
1356,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
1373,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
1373,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Active
1373,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
1373,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
1373,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
1373,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
1376,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
1376,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
1376,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
1381,CBS,CAA Bancroft Society ($1000+),CAA Fund Society,Active
1381,CBS,CAA Bancroft Society ($1000+),CAA Fund Society,Historic
1381,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
1381,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
1381,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Historic
1381,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
1381,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
1425,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
1425,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Active
1425,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
1425,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Historic
1425,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
1425,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
1425,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
1432,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
1432,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
1432,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
1432,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
1432,ETK,Engineering $10K+ Donors ($10K+),Engineering Giving Societies,Active
1432,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
1432,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
1432,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
1443,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
1443,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
1443,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
1443,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
1443,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
1456,NULL,NULL,NULL,NULL
1459,NULL,NULL,NULL,NULL
1466,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Active
1466,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
1466,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
1466,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Historic
1466,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
1466,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Active
1466,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
1489,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
1518,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
1518,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
1518,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
1518,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
1518,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
1518,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
1600,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
1600,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Active
1681,NULL,NULL,NULL,NULL
1687,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
1687,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
1699,NULL,NULL,NULL,NULL
1727,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
1727,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Historic
1727,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
1727,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Active
1727,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
1758,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
1758,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
1758,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
1758,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Active
1790,NULL,NULL,NULL,NULL
1796,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
1802,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
1816,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Active
1816,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
1845,NULL,NULL,NULL,NULL
1850,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
1868,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Active
1876,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
1876,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
1920,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
1920,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
1920,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
1920,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
1920,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
1930,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
1930,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Active
1930,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
1977,NULL,NULL,NULL,NULL
1994,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL
2092,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
2092,ETK,Engineering $10K+ Donors ($10K+),Engineering Giving Societies,Active
2092,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
2095,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
2095,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
2114,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
2114,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
2115,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Active
2115,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
2115,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
2115,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
2115,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
2116,NULL,NULL,NULL,NULL
2130,NULL,NULL,NULL,NULL
2164,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
2166,NULL,NULL,NULL,NULL
2170,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
2199,NULL,NULL,NULL,NULL
2204,NULL,NULL,NULL,NULL
2239,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
2239,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
2239,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
2239,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
2279,ELD,Engineering High Lifetime Donor ($25K+),Engineering Giving Societies,Active
2279,ETK,Engineering $10K+ Donors ($10K+),Engineering Giving Societies,Active
2281,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
2281,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Active
2281,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
2281,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
2281,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Active
2281,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
2326,NULL,NULL,NULL,NULL
2345,CBS,CAA Bancroft Society ($1000+),CAA Fund Society,Historic
2345,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
2345,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
2345,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
2345,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Historic
2345,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
2345,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
2346,NULL,NULL,NULL,NULL
2389,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
2389,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
2389,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Active
2389,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Historic
2389,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
2389,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
2394,NULL,NULL,NULL,NULL
2412,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
2412,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
2436,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
2436,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Active
