entity_id,sport_code,sport_desc
874938,NULL,NULL
874963,NULL,NULL
874995,NULL,NULL
874997,NULL,NULL
875009,NULL,NULL
875016,NULL,NULL
875019,NULL,NULL
875022,NULL,NULL
875025,NULL,NULL
875033,NULL,NULL
875036,ICA,Intercollegiate Athlete
875036,MACC,Crew - Men
875051,NULL,NULL
875052,NULL,NULL
875053,NULL,NULL
875056,NULL,NULL
875060,NULL,NULL
875062,NULL,NULL
875064,NULL,NULL
875066,NULL,NULL
875082,NULL,NULL
875085,NULL,NULL
875087,NULL,NULL
875089,NULL,NULL
875093,NULL,NULL
875102,NULL,NULL
875108,NULL,NULL
875117,NULL,NULL
875121,NULL,NULL
875147,NULL,NULL
875150,NULL,NULL
875153,NULL,NULL
875154,NULL,NULL
875161,NULL,NULL
875168,ICA,Intercollegiate Athlete
875168,WAWP,Water Polo - Women
875169,NULL,NULL
875174,NULL,NULL
875176,NULL,NULL
875180,ICA,Intercollegiate Athlete
875180,MAFL,Football - Men
875203,NULL,NULL
875220,ICA,Intercollegiate Athlete
875220,WASO,Soccer - Women
875234,NULL,NULL
875237,NULL,NULL
875248,NULL,NULL
875258,NULL,NULL
875274,NULL,NULL
875276,RSQM,Cal Squash Club - Men
875284,RSBX,Cal Boxing Club
875288,ICA,Intercollegiate Athlete
875288,MACC,Crew - Men
875292,NULL,NULL
875301,NULL,NULL
875302,NULL,NULL
875307,NULL,NULL
875310,NULL,NULL
875325,NULL,NULL
875326,ICA,Intercollegiate Athlete
875326,MARU,Rugby - Men
875332,NULL,NULL
875338,NULL,NULL
875340,NULL,NULL
875341,NULL,NULL
875353,NULL,NULL
875367,NULL,NULL
875369,NULL,NULL
875376,NULL,NULL
875379,NULL,NULL
875383,NULL,NULL
875385,NULL,NULL
875386,NULL,NULL
875393,ICA,Intercollegiate Athlete
875393,MARU,Rugby - Men
875401,ICA,Intercollegiate Athlete
875401,WACW,Crew - Women
875402,NULL,NULL
875404,NULL,NULL
875407,ICA,Intercollegiate Athlete
875407,MAGY,Gymnastics - Men
875411,NULL,NULL
875415,NULL,NULL
875417,NULL,NULL
875420,ICA,Intercollegiate Athlete
875420,MACC,Crew - Men
875425,NULL,NULL
875431,NULL,NULL
875434,NULL,NULL
875440,NULL,NULL
875446,NULL,NULL
875454,NULL,NULL
875457,NULL,NULL
875464,ICA,Intercollegiate Athlete
875464,MARU,Rugby - Men
875479,NULL,NULL
