entity_id,sport_code,sport_desc
4,NULL,NULL
26,NULL,NULL
29,NULL,NULL
31,NULL,NULL
39,NULL,NULL
51,NULL,NULL
54,NULL,NULL
56,NULL,NULL
59,NULL,NULL
72,NULL,NULL
80,ICA,Intercollegiate Athlete
80,WATN,Tennis - Women
82,NULL,NULL
98,NULL,NULL
108,NULL,NULL
114,NULL,NULL
140,NULL,NULL
150,NULL,NULL
151,NULL,NULL
194,NULL,NULL
215,NULL,NULL
219,NULL,NULL
222,NULL,NULL
224,NULL,NULL
233,NULL,NULL
235,NULL,NULL
246,NULL,NULL
253,NULL,NULL
254,NULL,NULL
258,NULL,NULL
260,ICA,Intercollegiate Athlete
260,MASO,Soccer - Men
265,NULL,NULL
280,NULL,NULL
282,NULL,NULL
289,NULL,NULL
295,NULL,NULL
297,NULL,NULL
301,NULL,NULL
326,NULL,NULL
331,NULL,NULL
342,NULL,NULL
343,NULL,NULL
347,ICA,Intercollegiate Athlete
347,MATL,Track & Field - Men
350,NULL,NULL
352,NULL,NULL
369,NULL,NULL
370,ICA,Intercollegiate Athlete
370,MABB,Basketball - Men
371,NULL,NULL
391,NULL,NULL
402,NULL,NULL
409,NULL,NULL
417,RSBX,Cal Boxing Club
417,RSIP,Intramural Sports Participant
434,NULL,NULL
439,NULL,NULL
443,NULL,NULL
448,NULL,NULL
454,NULL,NULL
459,ICA,Intercollegiate Athlete
459,MACC,Crew - Men
461,NULL,NULL
463,NULL,NULL
464,NULL,NULL
470,NULL,NULL
476,NULL,NULL
480,ICA,Intercollegiate Athlete
480,MACC,Crew - Men
485,NULL,NULL
486,NULL,NULL
489,NULL,NULL
490,NULL,NULL
496,NULL,NULL
501,NULL,NULL
517,NULL,NULL
526,NULL,NULL
538,NULL,NULL
543,NULL,NULL
548,NULL,NULL
556,ICA,Intercollegiate Athlete
556,MAFL,Football - Men
567,NULL,NULL
568,NULL,NULL
572,NULL,NULL
574,NULL,NULL
576,ICA,Intercollegiate Athlete
576,MACC,Crew - Men
583,NULL,NULL
593,NULL,NULL
597,NULL,NULL
604,NULL,NULL
609,NULL,NULL
616,NULL,NULL
617,NULL,NULL
618,NULL,NULL
620,ICA,Intercollegiate Athlete
620,MASO,Soccer - Men
631,NULL,NULL
632,ICA,Intercollegiate Athlete
632,MACC,Crew - Men
642,NULL,NULL
647,NULL,NULL
651,NULL,NULL
667,NULL,NULL
706,NULL,NULL
711,NULL,NULL
713,NULL,NULL
717,NULL,NULL
724,NULL,NULL
732,NULL,NULL
772,NULL,NULL
775,ICA,Intercollegiate Athlete
775,MATN,Tennis - Men
776,NULL,NULL
790,NULL,NULL
792,NULL,NULL
806,NULL,NULL
814,NULL,NULL
841,NULL,NULL
846,NULL,NULL
851,NULL,NULL
865,NULL,NULL
867,NULL,NULL
883,NULL,NULL
885,NULL,NULL
899,NULL,NULL
900,NULL,NULL
919,NULL,NULL
953,NULL,NULL
965,NULL,NULL
968,NULL,NULL
987,NULL,NULL
1005,NULL,NULL
1006,NULL,NULL
1015,NULL,NULL
1023,ICA,Intercollegiate Athlete
1023,MATL,Track & Field - Men
1027,NULL,NULL
1028,NULL,NULL
1035,NULL,NULL
1053,NULL,NULL
1057,NULL,NULL
1064,NULL,NULL
1066,NULL,NULL
1069,NULL,NULL
1072,NULL,NULL
1075,NULL,NULL
1081,NULL,NULL
1092,NULL,NULL
1102,ICA,Intercollegiate Athlete
1102,MACC,Crew - Men
1103,NULL,NULL
1109,NULL,NULL
1121,NULL,NULL
1126,NULL,NULL
1127,NULL,NULL
1128,NULL,NULL
1150,NULL,NULL
1151,ICA,Intercollegiate Athlete
1151,MATL,Track & Field - Men
1155,NULL,NULL
1162,NULL,NULL
1168,NULL,NULL
1169,NULL,NULL
1177,NULL,NULL
1179,NULL,NULL
1184,ICA,Intercollegiate Athlete
1184,MACC,Crew - Men
1188,NULL,NULL
1191,NULL,NULL
1194,NULL,NULL
1195,NULL,NULL
1196,NULL,NULL
1197,NULL,NULL
1202,NULL,NULL
1207,NULL,NULL
1208,NULL,NULL
1215,NULL,NULL
1222,NULL,NULL
1233,NULL,NULL
1234,NULL,NULL
1238,NULL,NULL
1245,NULL,NULL
1262,NULL,NULL
1285,NULL,NULL
1287,NULL,NULL
1300,NULL,NULL
1301,NULL,NULL
1302,ICA,Intercollegiate Athlete
1302,MACC,Crew - Men
1303,NULL,NULL
1306,NULL,NULL
1315,NULL,NULL
1323,NULL,NULL
1328,NULL,NULL
1330,NULL,NULL
1335,NULL,NULL
1337,NULL,NULL
1339,NULL,NULL
1347,NULL,NULL
1352,NULL,NULL
1353,NULL,NULL
1356,NULL,NULL
1358,NULL,NULL
1359,NULL,NULL
1368,NULL,NULL
1373,NULL,NULL
1374,ICA,Intercollegiate Athlete
1374,MACC,Crew - Men
1376,ICA,Intercollegiate Athlete
1376,MATN,Tennis - Men
1379,NULL,NULL
1380,NULL,NULL
1381,NULL,NULL
1400,NULL,NULL
1411,NULL,NULL
1417,NULL,NULL
1425,NULL,NULL
1428,NULL,NULL
1432,NULL,NULL
1443,NULL,NULL
1447,NULL,NULL
1448,NULL,NULL
1456,NULL,NULL
1459,NULL,NULL
1460,NULL,NULL
1461,NULL,NULL
1466,NULL,NULL
1479,NULL,NULL
1489,NULL,NULL
1495,ICA,Intercollegiate Athlete
1495,MABB,Basketball - Men
1506,NULL,NULL
1508,NULL,NULL
1511,NULL,NULL
1513,ICA,Intercollegiate Athlete
1513,MAFL,Football - Men
1516,NULL,NULL
1518,NULL,NULL
1519,NULL,NULL
1532,NULL,NULL
1568,NULL,NULL
1581,ICA,Intercollegiate Athlete
1581,MAFL,Football - Men
1584,NULL,NULL
1592,NULL,NULL
1594,NULL,NULL
1597,NULL,NULL
1600,ICA,Intercollegiate Athlete
1600,MABS,Baseball - Men
1600,MAGO,Golf - Men
1600,RSIP,Intramural Sports Participant
1602,NULL,NULL
1616,NULL,NULL
1620,NULL,NULL
1629,NULL,NULL
1635,NULL,NULL
1644,NULL,NULL
1652,NULL,NULL
1655,NULL,NULL
1657,NULL,NULL
1669,NULL,NULL
1677,NULL,NULL
1681,NULL,NULL
1687,NULL,NULL
1690,NULL,NULL
1695,NULL,NULL
1699,NULL,NULL
1711,NULL,NULL
1721,NULL,NULL
1727,NULL,NULL
1758,NULL,NULL
1762,NULL,NULL
1773,NULL,NULL
1789,NULL,NULL
1790,NULL,NULL
1796,NULL,NULL
1802,ICA,Intercollegiate Athlete
1802,MATL,Track & Field - Men
1804,NULL,NULL
1814,ICA,Intercollegiate Athlete
1814,MAFL,Football - Men
1814,MATL,Track & Field - Men
1816,NULL,NULL
1828,NULL,NULL
1830,NULL,NULL
1845,NULL,NULL
1850,NULL,NULL
1866,ICA,Intercollegiate Athlete
1866,MAFL,Football - Men
1867,NULL,NULL
1868,NULL,NULL
1871,NULL,NULL
1876,NULL,NULL
1881,NULL,NULL
1884,NULL,NULL
1891,NULL,NULL
1893,NULL,NULL
1895,NULL,NULL
1909,NULL,NULL
1920,ICA,Intercollegiate Athlete
1920,MAFL,Football - Men
1920,MATL,Track & Field - Men
1927,NULL,NULL
1928,NULL,NULL
1930,NULL,NULL
1949,NULL,NULL
1950,NULL,NULL
1955,ICA,Intercollegiate Athlete
1955,MAFL,Football - Men
1956,NULL,NULL
1975,NULL,NULL
1977,NULL,NULL
1978,NULL,NULL
1994,NULL,NULL
2008,NULL,NULL
2014,ICA,Intercollegiate Athlete
2014,MABS,Baseball - Men
2017,NULL,NULL
2032,NULL,NULL
2034,NULL,NULL
2054,NULL,NULL
2055,NULL,NULL
2066,NULL,NULL
2087,ICA,Intercollegiate Athlete
2087,MAFL,Football - Men
2092,NULL,NULL
2095,NULL,NULL
2097,NULL,NULL
2099,NULL,NULL
2108,NULL,NULL
2109,NULL,NULL
2113,NULL,NULL
2114,NULL,NULL
2115,NULL,NULL
2116,NULL,NULL
2121,NULL,NULL
2130,NULL,NULL
2131,NULL,NULL
2132,NULL,NULL
2134,NULL,NULL
2151,NULL,NULL
2153,NULL,NULL
2164,NULL,NULL
2166,NULL,NULL
2170,NULL,NULL
2186,NULL,NULL
2197,NULL,NULL
2199,NULL,NULL
2202,NULL,NULL
2204,NULL,NULL
2210,NULL,NULL
2232,NULL,NULL
2234,ICA,Intercollegiate Athlete
2234,MATN,Tennis - Men
2239,NULL,NULL
2242,NULL,NULL
2254,NULL,NULL
2257,NULL,NULL
2269,NULL,NULL
2277,ICA,Intercollegiate Athlete
2277,MATL,Track & Field - Men
2279,NULL,NULL
2281,NULL,NULL
2286,NULL,NULL
2301,NULL,NULL
2313,NULL,NULL
2315,NULL,NULL
2326,NULL,NULL
2339,NULL,NULL
2343,NULL,NULL
2345,NULL,NULL
2346,NULL,NULL
2354,NULL,NULL
2379,ICA,Intercollegiate Athlete
2379,MASW,Swimming & Diving - Men
2381,NULL,NULL
2387,ICA,Intercollegiate Athlete
2387,MAFL,Football - Men
2387,MARU,Rugby - Men
2388,NULL,NULL
2389,NULL,NULL
2394,RSBX,Cal Boxing Club
2394,RSIP,Intramural Sports Participant
2405,NULL,NULL
2412,NULL,NULL
2415,ICA,Intercollegiate Athlete
2415,WATN,Tennis - Women
2425,NULL,NULL
2436,NULL,NULL
2463,NULL,NULL
2473,NULL,NULL
2491,NULL,NULL
2512,NULL,NULL
2520,NULL,NULL
2522,NULL,NULL
2532,NULL,NULL
2546,NULL,NULL
2549,NULL,NULL
2558,NULL,NULL
2559,NULL,NULL
2567,NULL,NULL
2572,NULL,NULL
2615,NULL,NULL
2616,NULL,NULL
2628,NULL,NULL
2629,NULL,NULL
2642,NULL,NULL
2653,NULL,NULL
2657,NULL,NULL
2660,NULL,NULL
2665,ICA,Intercollegiate Athlete
2665,MAFL,Football - Men
2666,NULL,NULL
2681,NULL,NULL
2685,NULL,NULL
2694,NULL,NULL
2705,NULL,NULL
2712,NULL,NULL
2716,NULL,NULL
2723,NULL,NULL
2739,RSIP,Intramural Sports Participant
2740,NULL,NULL
2745,NULL,NULL
2748,NULL,NULL
2751,NULL,NULL
2757,NULL,NULL
2758,NULL,NULL
2761,NULL,NULL
2775,NULL,NULL
2777,NULL,NULL
2778,NULL,NULL
2791,NULL,NULL
2795,NULL,NULL
2803,ICA,Intercollegiate Athlete
2803,MAFL,Football - Men
2803,MARU,Rugby - Men
2807,NULL,NULL
2810,NULL,NULL
2819,NULL,NULL
2820,NULL,NULL
2822,NULL,NULL
2842,NULL,NULL
2864,NULL,NULL
2873,ICA,Intercollegiate Athlete
2873,MATN,Tennis - Men
2883,NULL,NULL
2889,NULL,NULL
2893,NULL,NULL
2897,NULL,NULL
2899,NULL,NULL
2911,NULL,NULL
2917,NULL,NULL
2920,NULL,NULL
2921,NULL,NULL
2930,NULL,NULL
2932,NULL,NULL
2935,ICA,Intercollegiate Athlete
2935,MATL,Track & Field - Men
2936,NULL,NULL
2970,NULL,NULL
2977,NULL,NULL
2996,NULL,NULL
3012,NULL,NULL
3025,NULL,NULL
3043,NULL,NULL
3050,NULL,NULL
3055,NULL,NULL
3059,NULL,NULL
3069,NULL,NULL
3079,NULL,NULL
3082,NULL,NULL
3091,NULL,NULL
3100,NULL,NULL
3107,NULL,NULL
3109,NULL,NULL
3113,NULL,NULL
3119,NULL,NULL
3121,NULL,NULL
3133,NULL,NULL
3150,ICA,Intercollegiate Athlete
3150,MACC,Crew - Men
3151,NULL,NULL
3154,NULL,NULL
3157,NULL,NULL
3162,NULL,NULL
3177,NULL,NULL
3178,NULL,NULL
3186,NULL,NULL
3187,NULL,NULL
3196,ICA,Intercollegiate Athlete
3196,MABS,Baseball - Men
3198,NULL,NULL
3233,NULL,NULL
3234,NULL,NULL
3241,NULL,NULL
3261,NULL,NULL
3265,NULL,NULL
3284,NULL,NULL
3295,NULL,NULL
3297,NULL,NULL
3305,NULL,NULL
3308,NULL,NULL
3313,NULL,NULL
3314,NULL,NULL
3327,NULL,NULL
3328,NULL,NULL
3344,ICA,Intercollegiate Athlete
3344,MABS,Baseball - Men
3344,MAFL,Football - Men
3349,NULL,NULL
3364,ICA,Intercollegiate Athlete
3364,MACC,Crew - Men
3365,NULL,NULL
3383,NULL,NULL
3386,ICA,Intercollegiate Athlete
3386,MASO,Soccer - Men
3397,NULL,NULL
3400,NULL,NULL
3407,NULL,NULL
3408,NULL,NULL
3429,NULL,NULL
3433,NULL,NULL
3435,NULL,NULL
3439,NULL,NULL
3446,NULL,NULL
3451,NULL,NULL
3452,NULL,NULL
3469,NULL,NULL
3474,NULL,NULL
3479,NULL,NULL
3494,NULL,NULL
3495,NULL,NULL
3511,NULL,NULL
3527,NULL,NULL
3528,NULL,NULL
3535,NULL,NULL
3541,NULL,NULL
3545,NULL,NULL
3546,NULL,NULL
3550,NULL,NULL
3558,NULL,NULL
3564,NULL,NULL
3569,NULL,NULL
3570,NULL,NULL
3579,NULL,NULL
3580,NULL,NULL
3583,NULL,NULL
3603,ICA,Intercollegiate Athlete
3603,MAFL,Football - Men
3615,ICA,Intercollegiate Athlete
3615,MABB,Basketball - Men
3615,MAFL,Football - Men
3615,MARU,Rugby - Men
3627,NULL,NULL
3632,NULL,NULL
3642,NULL,NULL
3652,NULL,NULL
3669,NULL,NULL
3671,NULL,NULL
3675,NULL,NULL
3678,ICA,Intercollegiate Athlete
3678,MATL,Track & Field - Men
3687,NULL,NULL
3695,NULL,NULL
3705,NULL,NULL
3708,NULL,NULL
3711,NULL,NULL
3729,NULL,NULL
3730,NULL,NULL
3734,NULL,NULL
3741,NULL,NULL
3777,NULL,NULL
3779,NULL,NULL
3785,NULL,NULL
3793,NULL,NULL
3798,NULL,NULL
3820,NULL,NULL
3824,NULL,NULL
3829,NULL,NULL
3838,NULL,NULL
3851,NULL,NULL
3856,NULL,NULL
3857,NULL,NULL
3860,NULL,NULL
3885,NULL,NULL
3897,NULL,NULL
3900,NULL,NULL
3902,NULL,NULL
3923,NULL,NULL
3935,NULL,NULL
3942,NULL,NULL
3948,NULL,NULL
3955,NULL,NULL
3972,NULL,NULL
3974,RSIP,Intramural Sports Participant
3978,NULL,NULL
3981,ICA,Intercollegiate Athlete
3981,MASW,Swimming & Diving - Men
3987,NULL,NULL
3992,NULL,NULL
4027,NULL,NULL
4029,ICA,Intercollegiate Athlete
4029,MATN,Tennis - Men
4039,ICA,Intercollegiate Athlete
4039,MATL,Track & Field - Men
4039,MATN,Tennis - Men
4042,NULL,NULL
4043,NULL,NULL
4044,NULL,NULL
4054,NULL,NULL
4055,NULL,NULL
4057,NULL,NULL
4059,NULL,NULL
4067,NULL,NULL
4068,ICA,Intercollegiate Athlete
4068,MAFL,Football - Men
4080,NULL,NULL
4113,ICA,Intercollegiate Athlete
4113,MABS,Baseball - Men
4113,MAFL,Football - Men
4118,NULL,NULL
4138,NULL,NULL
4143,ICA,Intercollegiate Athlete
4143,MACC,Crew - Men
4152,RSCS,Cal Ski Team
4161,NULL,NULL
4166,NULL,NULL
4167,NULL,NULL
4178,NULL,NULL
4183,NULL,NULL
4184,NULL,NULL
4201,NULL,NULL
4216,NULL,NULL
4229,NULL,NULL
4250,NULL,NULL
4251,NULL,NULL
4259,ICA,Intercollegiate Athlete
4259,MABS,Baseball - Men
4262,NULL,NULL
4267,ICA,Intercollegiate Athlete
4267,MARU,Rugby - Men
4270,NULL,NULL
4273,NULL,NULL
4275,NULL,NULL
4281,NULL,NULL
4282,NULL,NULL
4287,NULL,NULL
4292,NULL,NULL
4298,ICA,Intercollegiate Athlete
4298,MABO,Boxing - Men
4298,RSBX,Cal Boxing Club
4304,NULL,NULL
4306,NULL,NULL
4310,NULL,NULL
4327,NULL,NULL
4330,NULL,NULL
4332,NULL,NULL
4333,NULL,NULL
4341,NULL,NULL
4360,NULL,NULL
4362,NULL,NULL
4370,NULL,NULL
4382,NULL,NULL
4390,NULL,NULL
4392,ICA,Intercollegiate Athlete
4392,MATN,Tennis - Men
4394,NULL,NULL
4399,NULL,NULL
4404,NULL,NULL
4408,NULL,NULL
4410,NULL,NULL
4419,NULL,NULL
4425,ICA,Intercollegiate Athlete
4425,MABB,Basketball - Men
4431,NULL,NULL
4444,NULL,NULL
4452,ICA,Intercollegiate Athlete
4452,MASW,Swimming & Diving - Men
4454,NULL,NULL
4467,NULL,NULL
4475,ICA,Intercollegiate Athlete
4475,MATL,Track & Field - Men
4495,ICA,Intercollegiate Athlete
4495,MABS,Baseball - Men
4504,NULL,NULL
4511,NULL,NULL
4513,NULL,NULL
4518,ICA,Intercollegiate Athlete
4518,MATN,Tennis - Men
4521,NULL,NULL
4534,NULL,NULL
4547,NULL,NULL
4548,NULL,NULL
4550,NULL,NULL
4555,NULL,NULL
4569,ICA,Intercollegiate Athlete
4569,MACC,Crew - Men
4576,NULL,NULL
4578,NULL,NULL
4581,NULL,NULL
4584,NULL,NULL
4589,NULL,NULL
4608,ICA,Intercollegiate Athlete
4608,MATL,Track & Field - Men
4624,ICA,Intercollegiate Athlete
4624,MACC,Crew - Men
4624,MAFL,Football - Men
4635,ICA,Intercollegiate Athlete
4635,MACC,Crew - Men
4643,NULL,NULL
4649,NULL,NULL
4656,NULL,NULL
4657,NULL,NULL
4664,NULL,NULL
4666,NULL,NULL
4669,NULL,NULL
4681,NULL,NULL
4701,NULL,NULL
4715,NULL,NULL
4717,NULL,NULL
4723,NULL,NULL
4756,NULL,NULL
4761,NULL,NULL
4766,NULL,NULL
4769,NULL,NULL
4772,NULL,NULL
4780,NULL,NULL
4787,NULL,NULL
4801,NULL,NULL
4804,NULL,NULL
4810,NULL,NULL
4820,NULL,NULL
4837,NULL,NULL
4838,NULL,NULL
4846,NULL,NULL
4850,NULL,NULL
4863,NULL,NULL
4868,NULL,NULL
4875,NULL,NULL
4893,NULL,NULL
4902,NULL,NULL
4909,NULL,NULL
4913,NULL,NULL
4918,NULL,NULL
4923,ICA,Intercollegiate Athlete
4923,MAFL,Football - Men
4923,MARU,Rugby - Men
4929,NULL,NULL
4946,NULL,NULL
4956,NULL,NULL
4964,NULL,NULL
4973,ICA,Intercollegiate Athlete
4973,MACC,Crew - Men
4974,NULL,NULL
4976,NULL,NULL
4990,NULL,NULL
4993,NULL,NULL
4994,NULL,NULL
5004,NULL,NULL
5011,ICA,Intercollegiate Athlete
5011,MACC,Crew - Men
5014,NULL,NULL
5023,NULL,NULL
5033,NULL,NULL
5035,ICA,Intercollegiate Athlete
5035,MAGY,Gymnastics - Men
5042,NULL,NULL
5043,ICA,Intercollegiate Athlete
5043,MAFL,Football - Men
5043,MARU,Rugby - Men
5050,NULL,NULL
5053,NULL,NULL
5057,NULL,NULL
5058,NULL,NULL
5061,NULL,NULL
5065,NULL,NULL
5084,NULL,NULL
5101,NULL,NULL
5109,NULL,NULL
5126,NULL,NULL
5127,NULL,NULL
5137,ICA,Intercollegiate Athlete
5137,MATL,Track & Field - Men
5158,NULL,NULL
5163,NULL,NULL
5164,NULL,NULL
5173,NULL,NULL
5176,NULL,NULL
5181,NULL,NULL
5184,NULL,NULL
5194,NULL,NULL
5200,NULL,NULL
5201,NULL,NULL
5203,NULL,NULL
5207,NULL,NULL
5213,NULL,NULL
5218,NULL,NULL
5235,NULL,NULL
5236,NULL,NULL
5237,NULL,NULL
5253,NULL,NULL
5256,ICA,Intercollegiate Athlete
5256,MASW,Swimming & Diving - Men
5256,MAWP,Water Polo - Men
5257,NULL,NULL
5258,NULL,NULL
5262,NULL,NULL
5263,NULL,NULL
5266,NULL,NULL
5280,NULL,NULL
5292,NULL,NULL
5304,NULL,NULL
5307,NULL,NULL
5313,RSCS,Cal Ski Team
5323,NULL,NULL
5325,NULL,NULL
5336,NULL,NULL
5342,NULL,NULL
5354,NULL,NULL
5367,NULL,NULL
5370,ICA,Intercollegiate Athlete
5370,MATN,Tennis - Men
5372,NULL,NULL
5385,ICA,Intercollegiate Athlete
5385,MABS,Baseball - Men
5394,NULL,NULL
5396,NULL,NULL
5397,ICA,Intercollegiate Athlete
5397,MAFL,Football - Men
5398,NULL,NULL
5402,NULL,NULL
5409,NULL,NULL
5418,NULL,NULL
5426,NULL,NULL
5428,NULL,NULL
5431,NULL,NULL
5439,NULL,NULL
5441,NULL,NULL
5447,NULL,NULL
5451,NULL,NULL
5453,NULL,NULL
5454,NULL,NULL
5462,ICA,Intercollegiate Athlete
5462,MATL,Track & Field - Men
5476,NULL,NULL
5490,NULL,NULL
5506,RSIP,Intramural Sports Participant
5509,NULL,NULL
5519,NULL,NULL
5521,ICA,Intercollegiate Athlete
5521,MABS,Baseball - Men
5522,NULL,NULL
5531,NULL,NULL
5532,NULL,NULL
5535,ICA,Intercollegiate Athlete
5535,MASW,Swimming & Diving - Men
5536,ICA,Intercollegiate Athlete
5536,MACC,Crew - Men
5545,NULL,NULL
5546,RSSL,Cal Sailing Club
5558,RSIP,Intramural Sports Participant
5559,NULL,NULL
5570,ICA,Intercollegiate Athlete
5570,MARU,Rugby - Men
5571,NULL,NULL
5579,NULL,NULL
5586,ICA,Intercollegiate Athlete
5586,MAFL,Football - Men
5592,ICA,Intercollegiate Athlete
5592,MACC,Crew - Men
5593,NULL,NULL
5604,NULL,NULL
5612,NULL,NULL
5638,NULL,NULL
5650,NULL,NULL
5651,NULL,NULL
5652,ICA,Intercollegiate Athlete
5652,MABS,Baseball - Men
5667,NULL,NULL
5669,NULL,NULL
5671,ICA,Intercollegiate Athlete
5671,MABS,Baseball - Men
5674,NULL,NULL
5675,NULL,NULL
5679,NULL,NULL
5694,NULL,NULL
5699,NULL,NULL
5700,NULL,NULL
5704,NULL,NULL
5705,NULL,NULL
5713,NULL,NULL
5715,NULL,NULL
5719,NULL,NULL
5726,NULL,NULL
5727,NULL,NULL
5744,ICA,Intercollegiate Athlete
5744,MAGY,Gymnastics - Men
5764,RSBX,Cal Boxing Club
5773,NULL,NULL
5776,NULL,NULL
5790,NULL,NULL
5793,NULL,NULL
5795,ICA,Intercollegiate Athlete
5795,MAFL,Football - Men
5795,MARU,Rugby - Men
5798,ICA,Intercollegiate Athlete
5798,MATL,Track & Field - Men
5814,NULL,NULL
5828,NULL,NULL
5832,NULL,NULL
5833,NULL,NULL
5841,NULL,NULL
5845,NULL,NULL
5846,NULL,NULL
5867,NULL,NULL
5868,NULL,NULL
5873,NULL,NULL
5875,NULL,NULL
5877,NULL,NULL
5913,NULL,NULL
5914,NULL,NULL
5921,NULL,NULL
5926,ICA,Intercollegiate Athlete
5926,MASW,Swimming & Diving - Men
5926,MAWP,Water Polo - Men
5931,NULL,NULL
5933,NULL,NULL
5940,RSBX,Cal Boxing Club
5966,NULL,NULL
5969,NULL,NULL
5974,NULL,NULL
5979,NULL,NULL
5984,NULL,NULL
5987,NULL,NULL
5993,NULL,NULL
6003,NULL,NULL
6007,RSIP,Intramural Sports Participant
6010,NULL,NULL
6012,NULL,NULL
6016,NULL,NULL
6017,NULL,NULL
6022,NULL,NULL
6035,NULL,NULL
6036,NULL,NULL
6042,NULL,NULL
6063,NULL,NULL
6067,NULL,NULL
6074,NULL,NULL
6076,NULL,NULL
6079,NULL,NULL
6112,NULL,NULL
6119,NULL,NULL
6121,NULL,NULL
6134,NULL,NULL
6141,NULL,NULL
6145,ICA,Intercollegiate Athlete
6145,MATL,Track & Field - Men
6153,NULL,NULL
6192,ICA,Intercollegiate Athlete
6192,MAFL,Football - Men
6192,MARU,Rugby - Men
6193,NULL,NULL
6194,NULL,NULL
6198,NULL,NULL
6204,NULL,NULL
6216,NULL,NULL
6218,NULL,NULL
6225,RSFC,Cal Fencing Club
6227,NULL,NULL
6228,ICA,Intercollegiate Athlete
6228,MATL,Track & Field - Men
6231,NULL,NULL
6242,NULL,NULL
6245,NULL,NULL
6253,NULL,NULL
6256,NULL,NULL
6260,NULL,NULL
6271,NULL,NULL
6273,NULL,NULL
6276,ICA,Intercollegiate Athlete
6276,MACC,Crew - Men
6278,NULL,NULL
6281,ICA,Intercollegiate Athlete
6281,MASW,Swimming & Diving - Men
6286,NULL,NULL
6287,NULL,NULL
6289,NULL,NULL
6294,NULL,NULL
6296,NULL,NULL
6299,NULL,NULL
6306,NULL,NULL
6307,NULL,NULL
6322,NULL,NULL
6338,NULL,NULL
6346,NULL,NULL
6355,NULL,NULL
6366,NULL,NULL
6368,NULL,NULL
6374,NULL,NULL
6375,NULL,NULL
6379,NULL,NULL
6380,NULL,NULL
6381,NULL,NULL
6386,NULL,NULL
6389,ICA,Intercollegiate Athlete
6389,MATL,Track & Field - Men
6392,NULL,NULL
6394,NULL,NULL
6408,NULL,NULL
6409,NULL,NULL
6412,ICA,Intercollegiate Athlete
6412,MABB,Basketball - Men
6415,NULL,NULL
6419,ICA,Intercollegiate Athlete
6419,MATN,Tennis - Men
6436,NULL,NULL
6447,NULL,NULL
6454,NULL,NULL
6486,NULL,NULL
6513,NULL,NULL
6522,NULL,NULL
6528,NULL,NULL
6551,NULL,NULL
6553,NULL,NULL
6556,ICA,Intercollegiate Athlete
6556,WATN,Tennis - Women
6567,NULL,NULL
6572,NULL,NULL
6579,NULL,NULL
6583,NULL,NULL
6605,NULL,NULL
6606,NULL,NULL
6607,NULL,NULL
6632,NULL,NULL
6634,NULL,NULL
6640,NULL,NULL
6642,NULL,NULL
6644,NULL,NULL
6650,NULL,NULL
6654,NULL,NULL
6661,NULL,NULL
6663,ICA,Intercollegiate Athlete
6663,WATN,Tennis - Women
6666,NULL,NULL
6668,NULL,NULL
6693,NULL,NULL
6697,ICA,Intercollegiate Athlete
6697,MATL,Track & Field - Men
6710,NULL,NULL
6711,NULL,NULL
6718,NULL,NULL
6723,NULL,NULL
6727,NULL,NULL
6736,NULL,NULL
6742,NULL,NULL
6754,NULL,NULL
6755,NULL,NULL
6769,NULL,NULL
6770,NULL,NULL
6776,NULL,NULL
6790,NULL,NULL
6795,ICA,Intercollegiate Athlete
6795,MABS,Baseball - Men
6795,MAFL,Football - Men
6810,NULL,NULL
6812,NULL,NULL
6816,NULL,NULL
6817,NULL,NULL
6828,NULL,NULL
6833,ICA,Intercollegiate Athlete
6833,MACC,Crew - Men
6835,NULL,NULL
6851,NULL,NULL
6857,NULL,NULL
6861,NULL,NULL
6864,NULL,NULL
6866,NULL,NULL
6870,NULL,NULL
6871,ICA,Intercollegiate Athlete
6871,MAWR,Wrestling - Men
6873,ICA,Intercollegiate Athlete
6873,MAFL,Football - Men
6873,MARU,Rugby - Men
6882,ICA,Intercollegiate Athlete
6882,MABB,Basketball - Men
6882,MAFL,Football - Men
6883,NULL,NULL
6884,NULL,NULL
6885,NULL,NULL
6900,NULL,NULL
6901,NULL,NULL
6910,NULL,NULL
6911,NULL,NULL
6916,NULL,NULL
6917,ICA,Intercollegiate Athlete
6917,MATL,Track & Field - Men
6931,NULL,NULL
6934,NULL,NULL
6939,NULL,NULL
6941,NULL,NULL
6945,NULL,NULL
6953,NULL,NULL
6954,NULL,NULL
6967,ICA,Intercollegiate Athlete
6967,MACC,Crew - Men
6969,NULL,NULL
6989,NULL,NULL
6992,NULL,NULL
6997,NULL,NULL
7001,NULL,NULL
7009,NULL,NULL
7024,NULL,NULL
7029,NULL,NULL
7033,NULL,NULL
7037,NULL,NULL
7042,NULL,NULL
7045,ICA,Intercollegiate Athlete
7045,MAGO,Golf - Men
7054,NULL,NULL
7073,NULL,NULL
7087,NULL,NULL
7091,NULL,NULL
7093,NULL,NULL
7108,NULL,NULL
7119,NULL,NULL
7126,NULL,NULL
7128,NULL,NULL
7145,NULL,NULL
7146,NULL,NULL
7147,NULL,NULL
7148,NULL,NULL
7150,NULL,NULL
7155,NULL,NULL
7161,NULL,NULL
7164,NULL,NULL
7165,NULL,NULL
7183,NULL,NULL
7198,ICA,Intercollegiate Athlete
7198,MAFL,Football - Men
7198,MATL,Track & Field - Men
7209,ICA,Intercollegiate Athlete
