Subscriber Key,Time Opened
50325,7/28/2020 22:24
796294,7/9/2020 12:29
795333,7/9/2020 9:30
521107,7/9/2020 9:46
1002735,7/9/2020 14:49
1006,7/9/2020 10:14
1009167,7/9/2020 20:22
101126,7/16/2020 6:40
1014345,7/9/2020 9:16
1023163,7/9/2020 9:01
105702,7/9/2020 14:38
10774,7/9/2020 9:17
10827,7/17/2020 17:15
10863,7/10/2020 20:03
10901,7/9/2020 17:47
1103,7/9/2020 9:07
110471,7/9/2020 10:43
110847,7/9/2020 16:30
11206,7/9/2020 9:32
11310,7/9/2020 9:02
114021,7/9/2020 9:05
11419,7/9/2020 11:42
11444,7/9/2020 12:05
1151,7/9/2020 9:18
115397,7/9/2020 11:25
116100,7/9/2020 9:30
11659,7/9/2020 9:24
117380,7/9/2020 10:46
11914,7/9/2020 20:56
121397,7/9/2020 9:49
12229,7/9/2020 10:35
1234,7/9/2020 11:01
124190,7/9/2020 10:16
124987,7/9/2020 18:06
12557,7/9/2020 9:06
126837,7/9/2020 9:10
12813,7/9/2020 12:33
128502,7/9/2020 15:20
129150,7/9/2020 14:15
13006,7/9/2020 11:56
1306,7/9/2020 11:43
13249,7/9/2020 11:45
132607,7/9/2020 9:01
13278,7/9/2020 20:15
13366,7/9/2020 9:12
133727,7/9/2020 12:28
133900,7/9/2020 9:44
1347,7/9/2020 9:04
137482,7/10/2020 20:01
13883,7/9/2020 9:05
139259,7/9/2020 9:06
142257,7/9/2020 11:46
14255,7/9/2020 23:16
1428,7/9/2020 11:34
14380,7/9/2020 18:17
14422,7/9/2020 19:29
14464,7/9/2020 10:37
14568,7/9/2020 12:20
14608,7/9/2020 11:28
148135,7/9/2020 16:06
148313,7/9/2020 10:13
14968,7/9/2020 9:38
15029,7/9/2020 9:52
15032,7/11/2020 14:18
15102,7/9/2020 9:22
15131,7/9/2020 9:01
152387,7/9/2020 10:23
154728,7/9/2020 9:30
155339,7/9/2020 9:19
15615,7/9/2020 13:34
15638,7/9/2020 9:29
15715,7/9/2020 9:27
15916,7/31/2020 13:38
15928,7/9/2020 13:11
160091,7/9/2020 10:44
16069,7/9/2020 10:56
16115,7/9/2020 9:36
161760,7/12/2020 7:36
16328,7/9/2020 19:23
16406,7/9/2020 13:21
16499,7/9/2020 9:01
166506,7/9/2020 10:48
16836,7/9/2020 9:01
168635,7/9/2020 16:39
16929,7/9/2020 9:02
17008,7/9/2020 9:04
17153,7/9/2020 9:46
1721,7/9/2020 13:53
17429,7/9/2020 10:00
176372,7/9/2020 9:02
177186,7/9/2020 14:14
17728,7/11/2020 0:55
17748,7/9/2020 11:02
179224,7/9/2020 9:01
180011,7/12/2020 19:42
18046,7/9/2020 9:01
18214,7/9/2020 9:22
18415,7/9/2020 14:08
18477,7/9/2020 9:02
18671,7/9/2020 9:14
18893,7/9/2020 10:14
190465,7/9/2020 11:22
191321,7/9/2020 11:30
19317,7/9/2020 9:15
193417,7/9/2020 9:41
19403,7/9/2020 9:15
19436,7/11/2020 10:35
194596,7/9/2020 9:09
19482,7/9/2020 9:51
19641,7/9/2020 9:02
19707,7/9/2020 9:01
19813,7/9/2020 9:35
20108,7/9/2020 10:28
201857,7/9/2020 10:31
202937,7/9/2020 10:28
204361,7/9/2020 17:00
2055,7/9/2020 10:17
20619,7/9/2020 12:08
207474,7/14/2020 11:25
209824,7/9/2020 11:53
210537,7/9/2020 18:10
211186,7/10/2020 7:24
211715,7/9/2020 9:01
212239,7/9/2020 9:44
21276,7/9/2020 9:59
21302,7/9/2020 10:21
21366,7/9/2020 10:53
21435,7/9/2020 9:15
21614,7/9/2020 9:13
21651,7/9/2020 11:51
217657,7/9/2020 9:18
218179,7/9/2020 10:15
21861,7/9/2020 9:15
21974,7/9/2020 15:15
22056,7/9/2020 9:15
22090,7/9/2020 9:03
221485,7/9/2020 11:29
22242,7/9/2020 22:10
22362,7/9/2020 9:27
224043,7/9/2020 10:14
22487,7/9/2020 10:44
