Subscriber Key,Time Opened
811540,9/10/2020 9:15
50325,9/15/2020 22:16
612434,9/10/2020 9:20
916592,9/10/2020 9:04
521107,9/10/2020 9:41
100220,9/10/2020 10:17
1006,9/10/2020 10:02
1016655,9/10/2020 9:53
105702,9/10/2020 13:59
106716,9/10/2020 9:49
10800,9/10/2020 10:02
10864,9/10/2020 9:04
109420,9/10/2020 11:21
1103,9/10/2020 10:14
110471,9/10/2020 13:54
11176,9/10/2020 10:47
114,9/10/2020 9:18
11408,9/10/2020 9:15
11423,9/10/2020 10:59
11457,9/10/2020 9:31
115256,9/11/2020 8:18
11577,9/10/2020 19:54
11619,9/10/2020 14:26
117172,9/10/2020 10:58
11754,9/10/2020 9:06
11914,9/10/2020 17:16
1207,9/10/2020 9:47
121629,9/10/2020 9:08
122817,9/10/2020 11:30
1234,9/10/2020 12:28
123859,9/10/2020 9:47
124190,9/10/2020 9:22
124503,9/10/2020 9:40
125055,9/10/2020 9:43
126006,9/10/2020 9:22
12813,9/10/2020 9:15
129150,9/14/2020 21:14
13006,9/10/2020 9:19
130847,9/10/2020 9:04
132374,9/10/2020 9:24
132748,9/10/2020 11:13
13324,9/10/2020 10:15
133671,9/10/2020 11:24
13465,9/10/2020 10:18
13634,9/10/2020 9:05
13695,9/10/2020 13:46
13854,9/10/2020 9:05
13883,9/10/2020 10:08
139563,9/10/2020 9:11
142257,9/10/2020 11:39
14380,9/10/2020 9:19
14464,9/10/2020 18:36
145173,9/10/2020 11:14
14608,9/10/2020 9:30
148312,9/10/2020 12:34
14903,9/10/2020 10:16
150083,9/10/2020 9:23
15030,9/10/2020 9:04
15102,9/10/2020 10:35
151907,9/10/2020 11:02
15278,9/10/2020 9:11
15345,9/10/2020 11:02
154459,9/10/2020 10:35
155926,9/10/2020 9:18
15615,9/10/2020 9:06
16169,9/10/2020 10:29
162067,9/10/2020 9:47
16331,9/10/2020 9:38
163695,9/10/2020 9:18
16499,9/10/2020 9:04
166506,9/10/2020 11:08
16834,9/10/2020 15:37
168635,9/10/2020 19:36
16929,9/10/2020 9:10
17008,9/10/2020 9:48
17147,9/10/2020 10:04
17369,9/10/2020 9:09
17429,9/10/2020 9:32
17650,9/11/2020 10:47
177186,9/10/2020 9:52
17744,9/10/2020 9:04
17801,9/10/2020 9:04
179755,9/10/2020 9:07
18023,9/10/2020 15:13
18171,9/10/2020 9:08
18214,9/10/2020 10:59
18477,9/10/2020 9:09
184996,9/10/2020 10:44
186764,9/10/2020 10:18
18930,9/10/2020 9:18
190465,9/10/2020 10:51
19317,9/10/2020 9:27
19339,9/10/2020 9:12
19356,9/13/2020 7:03
19436,9/10/2020 9:54
194596,9/10/2020 20:27
19479,9/10/2020 9:59
19494,9/10/2020 10:05
19641,9/10/2020 10:44
19804,9/10/2020 17:13
19872,9/10/2020 9:35
20061,9/10/2020 9:07
20182,9/10/2020 11:37
20324,9/10/2020 10:00
20350,9/10/2020 9:22
20496,9/10/2020 9:34
206472,9/10/2020 9:41
207474,9/10/2020 15:21
209824,9/10/2020 14:18
210034,9/10/2020 9:10
211186,9/10/2020 11:05
211715,9/10/2020 9:17
212239,9/10/2020 9:34
21276,9/10/2020 12:09
21435,9/10/2020 16:40
215400,9/10/2020 13:48
21651,9/10/2020 13:46
217012,9/10/2020 12:10
217657,9/10/2020 9:25
21897,9/10/2020 11:05
21974,9/10/2020 10:35
22081,9/10/2020 9:16
221111,9/10/2020 10:33
22131,9/10/2020 9:50
