Subscriber Key,Time Opened
104152,7/9/2020 20:29
110471,7/9/2020 10:43
115256,7/9/2020 10:20
121397,7/9/2020 9:16
123169,7/9/2020 10:22
12831,7/9/2020 9:39
13465,7/9/2020 9:59
142257,7/9/2020 13:28
14255,7/9/2020 12:50
14587,7/9/2020 9:00
160091,7/9/2020 10:45
179755,7/9/2020 14:49
19356,7/9/2020 10:22
194596,7/9/2020 9:09
202073,7/9/2020 10:00
20569,7/9/2020 10:17
21302,7/9/2020 19:04
21897,7/9/2020 9:58
23616,7/15/2020 18:47
24070,7/10/2020 18:19
248329,7/9/2020 17:29
251596,7/9/2020 10:04
252576,7/9/2020 9:19
256170,7/9/2020 11:33
270468,7/9/2020 10:24
272152,7/9/2020 9:06
275505,7/9/2020 9:01
28491,7/9/2020 10:19
293821,7/9/2020 11:05
29826,7/9/2020 10:08
309243,7/9/2020 10:27
3109243,7/9/2020 9:45
317439,7/9/2020 13:20
318577,7/9/2020 10:17
324563,7/9/2020 16:14
328804,7/9/2020 13:05
33220,7/9/2020 12:06
33386,7/9/2020 14:52
335959,7/9/2020 9:00
34889,7/9/2020 11:59
35494,7/9/2020 10:27
35725,7/9/2020 9:20
36377,7/9/2020 11:57
367506,7/10/2020 8:48
374582,7/10/2020 17:31
37990,7/9/2020 9:13
380795,7/9/2020 9:22
382340,7/9/2020 9:00
383525,7/9/2020 10:23
390185,7/9/2020 11:02
39681,7/9/2020 9:03
397437,7/9/2020 13:52
405202,7/9/2020 10:23
410058,7/9/2020 9:20
416739,7/9/2020 13:21
422194,7/9/2020 15:51
432087,7/9/2020 13:38
444345,7/9/2020 9:07
445648,7/9/2020 9:00
452963,7/10/2020 16:27
457379,7/9/2020 14:27
465481,7/9/2020 10:25
472545,7/9/2020 10:20
47673,7/9/2020 9:05
477028,7/9/2020 9:20
4850,7/9/2020 10:47
491963,7/9/2020 13:00
495455,7/9/2020 13:20
51592,7/9/2020 9:03
518080,7/9/2020 9:55
522339,7/9/2020 19:11
582260,7/9/2020 10:01
584578,7/9/2020 16:29
584647,7/9/2020 9:56
588827,7/9/2020 13:51
591948,7/9/2020 10:24
59438,7/10/2020 16:06
614131,7/9/2020 9:01
616567,7/9/2020 20:23
6193,7/9/2020 9:01
625176,7/9/2020 9:00
629187,7/9/2020 9:03
636403,7/9/2020 9:03
3159301,7/9/2020 9:00
1011716,7/9/2020 9:12
1018527,7/9/2020 18:43
131679,7/10/2020 5:07
178652,7/9/2020 17:49
286131,7/10/2020 22:17
348869,7/9/2020 9:31
36013,7/9/2020 9:49
394782,7/9/2020 16:29
401048,7/9/2020 9:21
443674,7/9/2020 18:07
709799,7/9/2020 9:03
879147,7/9/2020 17:42
892328,7/13/2020 21:33
941304,7/9/2020 9:02
957652,7/9/2020 9:00
271756,7/9/2020 9:15
325953,7/9/2020 15:40
398824,7/9/2020 9:58
447528,7/9/2020 9:49
507801,7/9/2020 9:00
520605,7/9/2020 10:02
591788,7/9/2020 10:10
606588,7/9/2020 11:33
612813,7/9/2020 9:36
641944,7/9/2020 9:00
669627,7/9/2020 11:36
678483,7/9/2020 9:00
678622,7/16/2020 12:15
694153,7/9/2020 10:07
701939,7/9/2020 10:45
704060,7/9/2020 9:00
720243,7/9/2020 14:17
725841,7/9/2020 9:03
734177,7/9/2020 9:11
739032,7/9/2020 9:00
741702,7/9/2020 19:48
761436,7/10/2020 20:32
775530,7/9/2020 11:23
790647,7/9/2020 9:01
809722,7/9/2020 17:25
814268,7/9/2020 11:33
827564,7/9/2020 9:00
849611,7/9/2020 10:13
850757,7/9/2020 10:06
885388,7/10/2020 15:42
893490,7/9/2020 9:00
896818,7/9/2020 9:01
902511,7/9/2020 9:06
927301,7/9/2020 9:25
940173,7/9/2020 9:05
957756,7/9/2020 9:00
17798,7/11/2020 2:27
21317,7/9/2020 9:01
246670,7/9/2020 11:19
29169,7/9/2020 9:41
347575,7/9/2020 9:35
352738,7/9/2020 19:36
379570,7/9/2020 9:00
383005,7/11/2020 13:14
396271,7/9/2020 9:15
427918,7/10/2020 1:14
439700,7/10/2020 22:32
488914,7/9/2020 9:08
929795,7/9/2020 9:17
992755,7/10/2020 21:10
1004241,7/9/2020 9:02
