Subscriber Key,Time Opened
795333,9/10/2020 9:12
115256,9/11/2020 8:20
121629,9/10/2020 11:06
124503,9/10/2020 9:40
142257,9/10/2020 11:39
144297,9/10/2020 9:16
149416,9/10/2020 9:57
1721,9/10/2020 10:43
179755,9/10/2020 9:07
19804,9/10/2020 17:13
203413,9/10/2020 9:27
21302,9/10/2020 11:54
217657,9/10/2020 19:12
22154,9/11/2020 8:19
23085,9/10/2020 10:27
23616,9/10/2020 19:44
24070,9/10/2020 11:42
246322,9/10/2020 13:46
248747,9/10/2020 11:40
254994,9/10/2020 9:10
25765,9/10/2020 9:29
260,9/10/2020 11:45
270468,9/10/2020 9:21
27419,9/10/2020 9:08
293821,9/10/2020 9:30
30217,9/10/2020 11:02
311352,9/10/2020 9:04
316768,9/10/2020 9:19
318066,9/10/2020 9:04
319819,9/10/2020 10:02
32359,9/10/2020 9:30
327095,9/10/2020 9:11
329445,9/10/2020 13:44
33386,9/10/2020 9:11
34515,9/10/2020 14:07
35212,9/10/2020 10:49
35612,9/10/2020 10:22
37348,9/10/2020 11:02
37990,9/10/2020 16:12
381018,9/10/2020 9:09
382738,9/10/2020 9:15
386862,9/10/2020 11:04
390172,9/10/2020 15:40
395937,9/13/2020 9:29
39718,9/10/2020 9:51
405202,9/10/2020 9:54
411541,9/10/2020 9:39
415620,9/16/2020 8:48
432087,9/10/2020 12:57
443044,9/10/2020 11:02
449736,9/10/2020 22:21
450106,9/10/2020 9:34
455004,9/10/2020 10:37
4578,9/10/2020 10:27
47673,9/10/2020 9:09
479019,9/10/2020 9:08
491963,9/10/2020 9:29
493440,9/10/2020 9:13
514199,9/10/2020 9:16
517,9/10/2020 21:33
522339,9/10/2020 9:27
582260,9/10/2020 9:05
584578,9/16/2020 16:26
586273,9/10/2020 21:07
591948,9/10/2020 9:04
59438,9/10/2020 13:41
614097,9/10/2020 9:12
614198,9/10/2020 17:37
617889,9/10/2020 9:09
622573,9/10/2020 9:10
657512,9/10/2020 9:29
672216,9/10/2020 9:13
67392,9/10/2020 21:08
692407,9/15/2020 7:44
719278,9/10/2020 10:27
74730,9/10/2020 9:33
766977,9/10/2020 22:47
772712,9/10/2020 9:04
7764,9/10/2020 10:47
832673,9/10/2020 11:16
837780,9/10/2020 9:26
86363,9/10/2020 9:15
8823,9/10/2020 9:26
937021,9/10/2020 9:06
96929,9/10/2020 9:18
1379,9/14/2020 9:27
841375,9/10/2020 13:09
3111671,9/10/2020 9:03
3108839,9/10/2020 10:27
3159301,9/10/2020 9:32
3166010,9/10/2020 9:06
3198806,9/10/2020 22:03
3208162,9/10/2020 9:18
958327,9/10/2020 10:42
17071,9/10/2020 9:04
286131,9/16/2020 2:32
36013,9/10/2020 9:15
398976,9/10/2020 15:31
417044,9/10/2020 11:16
484948,9/10/2020 13:21
491942,9/10/2020 10:10
630872,9/10/2020 9:08
680876,9/10/2020 17:57
887193,9/10/2020 9:03
892155,9/10/2020 9:43
934155,9/10/2020 9:03
963557,9/10/2020 21:37
420158,9/10/2020 13:17
471112,9/10/2020 17:01
520605,9/10/2020 9:11
591788,9/10/2020 9:55
606106,9/10/2020 9:57
606588,9/10/2020 9:08
637352,9/10/2020 9:04
641944,9/10/2020 9:03
665440,9/10/2020 9:08
678622,9/11/2020 5:55
694153,9/10/2020 9:43
694716,9/10/2020 9:03
697580,9/10/2020 9:08
701939,9/10/2020 11:34
704060,9/10/2020 9:04
718309,9/10/2020 9:50
734177,9/10/2020 9:04
739032,9/10/2020 9:03
743660,9/10/2020 10:45
746416,9/10/2020 14:55
761436,9/11/2020 4:22
775530,9/10/2020 9:21
789868,9/10/2020 9:51
790647,9/10/2020 9:03
809722,9/10/2020 9:56
810769,9/10/2020 9:27
829502,9/11/2020 22:07
836833,9/10/2020 9:04
850757,9/10/2020 9:30
871861,9/10/2020 9:03
896818,9/10/2020 9:04
902511,9/10/2020 9:04
924468,9/10/2020 9:03
927301,9/10/2020 10:20
931936,9/10/2020 14:51
936871,9/10/2020 9:38
940173,9/10/2020 9:11
959826,9/10/2020 9:34
17798,9/10/2020 9:17
21317,9/10/2020 9:04
227732,9/10/2020 14:55
377919,9/15/2020 16:52
383005,9/10/2020 10:05
396271,9/10/2020 11:15
427558,9/10/2020 9:18
488914,9/10/2020 9:09
628329,9/10/2020 10:20
982901,9/10/2020 10:00
404446,9/10/2020 9:11
1003226,9/10/2020 9:46
1004241,9/11/2020 12:21
10141,9/10/2020 9:35
102404,9/10/2020 9:11
107853,9/12/2020 11:52
10893,9/10/2020 10:43
110526,9/10/2020 11:17
114004,9/10/2020 9:37
114691,9/11/2020 0:44
118898,9/10/2020 23:50
119378,9/10/2020 9:04
120166,9/10/2020 9:54
12089,9/10/2020 9:05
122820,9/10/2020 12:11
12383,9/10/2020 10:18
125073,9/10/2020 14:11
125144,9/10/2020 9:20
12520,9/10/2020 9:08
126748,9/10/2020 9:49
127539,9/10/2020 11:09
12815,9/10/2020 11:47
130092,9/10/2020 10:40
131382,9/10/2020 9:04
132617,9/11/2020 6:22
133326,9/10/2020 9:14
133375,9/10/2020 11:56
134287,9/10/2020 9:22
137883,9/10/2020 9:16
13845,9/10/2020 9:21
138501,9/10/2020 10:31
139624,9/10/2020 10:10
141537,9/10/2020 9:52
142137,9/11/2020 17:08
144645,9/10/2020 10:34
145942,9/10/2020 9:09
146484,9/10/2020 9:19
14692,9/10/2020 9:21
149113,9/12/2020 23:37
150177,9/10/2020 10:15
153011,9/10/2020 10:43
15588,9/10/2020 9:56
157518,9/10/2020 10:44
15881,9/10/2020 9:22
15986,9/10/2020 11:26
163550,9/10/2020 9:18
16547,9/10/2020 9:38
165770,9/10/2020 9:30
16725,9/10/2020 12:46
167685,9/12/2020 15:18
168262,9/10/2020 11:37
169105,9/10/2020 10:48
169242,9/10/2020 11:55
169453,9/16/2020 7:19
17033,9/10/2020 10:11
171698,9/10/2020 12:21
172301,9/10/2020 9:27
172636,9/10/2020 13:06
172964,9/10/2020 9:38
173288,9/10/2020 9:41
173400,9/10/2020 10:09
173480,9/10/2020 11:53
17449,9/10/2020 23:52
176186,9/10/2020 9:12
17729,9/10/2020 13:01
179219,9/10/2020 14:01
180707,9/10/2020 10:06
181198,9/11/2020 0:38
181212,9/10/2020 14:07
18136,9/10/2020 15:03
182031,9/10/2020 16:38
184212,9/10/2020 11:20
184581,9/10/2020 19:16
18567,9/10/2020 9:37
186204,9/10/2020 9:57
186235,9/10/2020 9:04
186465,9/10/2020 11:55
187696,9/10/2020 9:07
187709,9/10/2020 11:24
187750,9/10/2020 11:52
18810,9/10/2020 9:25
189299,9/10/2020 9:55
18945,9/12/2020 7:45
190085,9/10/2020 9:17
19022,9/10/2020 12:35
190813,9/13/2020 7:51
191516,9/10/2020 11:55
192148,9/10/2020 14:26
192499,9/10/2020 14:56
19369,9/10/2020 9:08
194167,9/10/2020 10:28
194238,9/10/2020 10:45
19676,9/10/2020 9:29
197571,9/10/2020 11:17
199032,9/10/2020 9:53
199720,9/10/2020 9:32
200013,9/10/2020 15:12
200468,9/10/2020 10:27
20109,9/10/2020 9:12
20205,9/11/2020 9:22
20208,9/10/2020 9:07
20221,9/10/2020 10:29
202498,9/10/2020 10:28
203548,9/10/2020 12:10
204094,9/10/2020 10:18
204486,9/10/2020 10:43
204578,9/10/2020 9:03
205048,9/10/2020 9:44
205101,9/10/2020 11:34
20763,9/10/2020 10:49
208008,9/10/2020 9:17
209233,9/10/2020 13:29
210406,9/10/2020 16:03
211523,9/10/2020 9:05
212173,9/10/2020 13:47
213226,9/10/2020 16:13
214526,9/10/2020 10:39
21528,9/10/2020 11:00
21735,9/10/2020 10:49
218010,9/10/2020 14:08
218974,9/10/2020 10:49
219460,9/10/2020 11:39
219917,9/12/2020 12:37
221308,9/12/2020 15:35
22210,9/10/2020 10:39
222517,9/10/2020 9:03
222683,9/10/2020 10:03
224000,9/10/2020 9:37
224401,9/10/2020 9:35
224536,9/10/2020 12:33
226226,9/10/2020 15:54
226410,9/10/2020 9:27
226607,9/10/2020 11:17
231083,9/10/2020 9:52
23265,9/10/2020 9:48
233281,9/10/2020 12:31
234056,9/10/2020 9:13
235095,9/10/2020 15:17
236371,9/10/2020 13:50
237116,9/10/2020 9:22
238058,9/10/2020 10:27
238299,9/10/2020 15:41
238547,9/10/2020 9:24
239217,9/10/2020 9:47
239830,9/10/2020 10:37
240137,9/10/2020 10:51
240226,9/10/2020 13:36
240468,9/10/2020 10:23
242292,9/10/2020 9:05
243629,9/10/2020 10:19
245434,9/10/2020 9:48
245689,9/10/2020 12:40
246136,9/10/2020 12:52
246852,9/10/2020 12:08
247050,9/11/2020 6:37
247877,9/10/2020 12:10
249999,9/10/2020 15:34
250228,9/10/2020 10:13
250855,9/10/2020 9:43
251189,9/10/2020 9:34
25264,9/10/2020 10:42
253818,9/10/2020 9:10
254853,9/10/2020 9:35
254974,9/13/2020 17:20
256073,9/10/2020 10:51
256735,9/10/2020 11:27
258798,9/10/2020 9:19
25967,9/10/2020 21:57
259702,9/11/2020 1:08
260233,9/10/2020 9:39
261328,9/10/2020 9:34
26234,9/15/2020 17:36
262967,9/10/2020 11:21
264474,9/11/2020 9:08
265183,9/10/2020 17:47
265467,9/10/2020 9:12
265708,9/10/2020 9:45
265884,9/10/2020 18:32
266303,9/10/2020 9:05
267170,9/10/2020 11:12
268288,9/11/2020 23:03
268966,9/10/2020 13:29
269528,9/10/2020 9:04
271051,9/10/2020 9:03
272589,9/10/2020 11:08
273101,9/12/2020 13:28
27437,9/10/2020 11:22
274687,9/10/2020 16:31
276155,9/10/2020 9:05
276872,9/10/2020 11:35
277212,9/10/2020 9:04
278017,9/10/2020 9:04
279944,9/10/2020 10:50
28075,9/10/2020 10:06
283322,9/10/2020 11:06
284780,9/10/2020 10:38
287703,9/10/2020 10:16
290115,9/10/2020 10:17
290276,9/10/2020 16:51
292597,9/10/2020 9:48
292728,9/10/2020 9:40
293849,9/10/2020 9:36
294545,9/10/2020 11:23
294715,9/10/2020 13:58
294948,9/10/2020 14:00
295117,9/10/2020 11:22
29528,9/10/2020 11:44
295645,9/10/2020 12:30
297,9/12/2020 16:21
297093,9/10/2020 12:53
297098,9/11/2020 11:16
298220,9/10/2020 11:26
29849,9/10/2020 11:26
299027,9/10/2020 10:29
300308,9/10/2020 10:38
300937,9/10/2020 9:41
3010093,9/10/2020 9:27
301401,9/10/2020 11:44
301456,9/10/2020 9:08
302589,9/10/2020 9:06
303006,9/10/2020 12:21
303171,9/10/2020 16:01
303221,9/10/2020 11:22
304090,9/10/2020 17:23
305786,9/10/2020 9:27
305936,9/10/2020 13:12
306709,9/10/2020 9:32
3068988,9/10/2020 9:04
3071753,9/10/2020 9:04
307347,9/10/2020 13:14
307837,9/10/2020 9:05
308558,9/10/2020 10:36
30911,9/10/2020 12:16
30942,9/10/2020 9:37
310254,9/10/2020 13:21
310294,9/10/2020 10:52
310417,9/10/2020 9:05
311069,9/10/2020 10:02
311279,9/10/2020 9:41
312928,9/10/2020 9:04
312986,9/10/2020 9:09
314238,9/10/2020 21:54
314995,9/10/2020 9:03
315316,9/10/2020 15:35
316291,9/10/2020 9:57
316501,9/10/2020 9:28
316854,9/10/2020 10:36
317358,9/10/2020 9:09
317880,9/11/2020 9:00
318675,9/10/2020 9:42
318796,9/10/2020 9:14
318841,9/10/2020 9:25
319434,9/10/2020 9:05
319810,9/10/2020 9:53
320081,9/10/2020 9:48
320353,9/10/2020 15:38
320527,9/10/2020 9:38
320683,9/10/2020 9:17
321242,9/10/2020 9:13
321549,9/10/2020 9:33
322018,9/10/2020 12:01
322297,9/16/2020 17:45
323473,9/10/2020 9:41
323962,9/10/2020 20:36
324498,9/10/2020 15:18
324663,9/10/2020 19:40
325124,9/10/2020 9:14
325576,9/10/2020 9:03
326155,9/10/2020 9:14
326846,9/10/2020 9:05
328302,9/10/2020 9:38
329501,9/10/2020 12:20
330277,9/10/2020 9:22
330852,9/10/2020 18:51
331079,9/10/2020 9:04
331424,9/16/2020 13:56
331517,9/10/2020 9:25
334578,9/10/2020 16:40
335643,9/10/2020 9:47
335798,9/10/2020 21:54
336826,9/10/2020 11:06
337421,9/10/2020 9:51
337608,9/10/2020 9:16
339181,9/10/2020 9:29
341160,9/10/2020 9:28
34235,9/10/2020 10:44
34346,9/10/2020 9:24
343940,9/10/2020 10:04
345260,9/10/2020 10:00
347332,9/10/2020 13:10
348644,9/10/2020 9:10
349085,9/10/2020 10:17
349353,9/10/2020 10:12
352114,9/10/2020 9:06
353784,9/10/2020 22:44
354004,9/10/2020 14:55
35720,9/10/2020 13:11
357720,9/10/2020 10:25
358281,9/10/2020 16:45
35881,9/10/2020 10:10
363197,9/10/2020 19:49
3642,9/10/2020 13:05
36445,9/10/2020 13:02
364662,9/10/2020 10:39
364752,9/10/2020 9:04
365941,9/10/2020 10:55
366028,9/10/2020 10:25
366088,9/10/2020 9:48
367369,9/10/2020 10:05
367768,9/10/2020 9:04
367820,9/10/2020 9:03
36953,9/10/2020 9:24
370020,9/10/2020 12:56
370769,9/10/2020 13:59
371117,9/10/2020 9:24
37138,9/10/2020 9:12
371656,9/10/2020 9:25
372263,9/10/2020 9:36
372483,9/10/2020 9:33
372663,9/10/2020 9:04
373643,9/10/2020 9:14
374625,9/10/2020 10:02
375797,9/10/2020 9:33
377412,9/10/2020 9:44
378449,9/11/2020 5:49
379604,9/10/2020 9:17
381204,9/10/2020 15:00
382306,9/10/2020 9:08
382460,9/10/2020 9:06
383278,9/10/2020 11:50
384246,9/10/2020 10:05
385902,9/16/2020 17:53
38697,9/11/2020 11:11
38942,9/10/2020 11:55
389546,9/12/2020 8:11
389730,9/10/2020 19:45
38984,9/10/2020 9:06
390439,9/12/2020 21:09
390570,9/10/2020 20:04
390708,9/10/2020 10:34
39453,9/10/2020 12:31
394854,9/10/2020 16:30
395031,9/10/2020 17:54
3955,9/10/2020 20:13
39594,9/10/2020 9:05
396591,9/10/2020 9:14
396962,9/10/2020 11:05
397368,9/10/2020 9:31
398132,9/10/2020 9:23
398631,9/10/2020 22:08
400619,9/10/2020 9:29
400959,9/10/2020 16:29
402553,9/10/2020 22:16
405420,9/10/2020 11:52
405540,9/13/2020 18:39
405815,9/10/2020 21:16
407622,9/10/2020 11:57
408894,9/10/2020 9:10
409426,9/10/2020 18:47
409788,9/10/2020 9:13
410200,9/10/2020 9:40
410728,9/12/2020 7:59
411090,9/10/2020 23:03
411182,9/10/2020 9:12
411640,9/10/2020 9:30
411942,9/10/2020 11:38
412159,9/10/2020 16:39
412498,9/10/2020 14:59
415542,9/11/2020 15:09
416359,9/10/2020 9:08
416688,9/10/2020 10:44
417923,9/10/2020 10:40
418861,9/10/2020 9:18
420178,9/10/2020 12:06
421090,9/10/2020 9:03
421473,9/10/2020 11:19
421758,9/10/2020 16:07
423977,9/10/2020 9:21
424008,9/10/2020 9:23
424762,9/11/2020 17:37
424808,9/10/2020 13:00
426913,9/13/2020 11:01
427253,9/10/2020 9:36
427556,9/11/2020 18:37
428507,9/10/2020 19:48
430278,9/10/2020 13:28
431443,9/10/2020 9:05
432448,9/10/2020 9:59
432929,9/10/2020 9:33
433151,9/10/2020 9:10
434169,9/12/2020 20:45
436021,9/10/2020 9:09
436085,9/10/2020 12:40
437621,9/10/2020 12:09
438005,9/10/2020 10:53
438559,9/10/2020 9:36
